SOSR_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SOSR501,431,92,89,14,628,0,0,3,632,42,4,678,118,22,3,122,267,12,0,12,272,14,12,298,28169,3481,686,306,32644,453,122,571,33215,1412,56,34692,261,49,5,5,321,49,13,61,386,46,0,434,510,89,9,5,624,41,9,47,673,49,0,717,772,144,16,8,941,92,16,108,1054,98,0,1151,28941,3626,699,324,33587,543,138,681,34266,1513,56,35840,5300,816,168,138,6421,149,50,198,6622,1104,15,7738,39,11,0,29,75,0,0,0,75,6,51,138,34286,4448,864,488,40083,691,186,881,40959,2627,129,43718,6271,750,117,39,7180,110,26,136,7313,330,12,7658,6078,922,135,39,7168,106,35,140,7307,317,4,7631,205,25,68,4,311,4,5,7,316,21,3,347,40,10,3,75,123,6,0,6,125,4,3,144,12599,1707,321,153,14780,225,66,290,15065,682,26,15776,121,29,3,6,152,23,0,25,172,19,0,189,216,30,4,0,254,30,11,37
SOSR511,18,0,4,0,21,0,0,0,21,0,0,21,5,0,0,4,7,0,0,0,7,0,0,8,1159,109,50,11,1332,15,0,15,1352,40,0,1391,5,0,0,0,5,4,0,4,8,0,0,8,14,0,0,0,17,4,0,3,23,0,0,23,20,0,0,0,21,8,0,5,32,0,0,32,1182,110,51,11,1356,27,0,28,1384,40,0,1417,146,18,11,7,180,4,0,4,182,22,0,206,0,0,0,0,0,0,0,0,0,0,4,5,1329,128,61,15,1536,27,0,30,1562,63,3,1633,58,7,5,0,67,0,0,0,67,0,0,71,66,4,0,0,72,0,0,0,74,8,0,77,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,128,12,7,0,147,0,0,0,149,3,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR512,19,4,10,5,39,0,0,0,39,0,0,45,9,0,0,3,15,6,0,6,14,3,0,16,1526,203,71,19,1819,12,5,18,1841,78,4,1924,6,0,0,5,8,0,0,0,8,0,0,8,8,5,0,4,15,0,0,0,15,0,0,15,18,5,0,4,22,0,0,0,22,0,0,28,1547,204,78,24,1847,12,5,18,1864,79,4,1949,172,27,6,5,212,3,0,7,219,42,0,261,0,0,0,4,4,0,0,0,4,0,0,8,1720,237,83,30,2066,17,10,25,2088,124,6,2218,76,10,0,0,85,0,0,0,86,0,0,91,66,14,0,0,81,0,0,0,82,6,0,87,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,4,0,0,4,140,21,10,0,179,0,0,3,179,11,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR513,22,3,5,0,26,0,0,0,26,0,0,32,3,0,0,4,6,0,0,0,6,0,0,6,755,68,33,14,867,6,0,9,875,24,0,899,7,0,0,0,7,0,0,0,7,5,0,12,9,0,0,0,9,0,0,0,9,0,0,9,19,0,0,0,17,0,0,0,17,5,0,23,772,68,37,14,886,6,0,9,894,24,0,921,109,22,5,5,143,0,0,0,141,16,0,155,0,0,0,0,0,0,0,0,0,0,3,3,880,90,39,16,1027,6,3,7,1038,40,3,1082,36,0,0,0,44,0,0,0,44,6,0,46,26,3,0,0,26,0,0,0,27,0,0,32,5,0,0,0,5,0,0,0,5,0,0,7,0,0,0,5,5,0,0,0,5,0,0,5,67,4,0,4,75,0,0,0,72,11,0,84,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
SOSR514,0,0,3,0,10,5,0,5,11,5,0,9,0,0,0,0,0,0,0,0,4,0,0,4,294,54,27,4,378,7,0,11,387,16,0,404,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,6,3,0,0,0,6,0,0,0,8,0,0,13,299,55,25,4,384,8,0,8,397,18,0,413,39,6,0,3,50,0,0,0,53,14,0,66,5,0,0,0,3,0,0,0,3,0,0,3,343,63,25,4,437,9,0,10,447,33,0,481,13,7,0,0,18,0,0,0,18,0,0,18,17,0,0,0,18,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,34,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR515,20,7,10,0,34,0,0,0,34,0,0,39,7,0,0,13,16,0,0,0,16,0,0,16,927,122,39,27,1115,14,6,20,1132,48,0,1182,7,0,0,0,5,0,0,0,8,0,0,10,8,5,3,0,14,0,4,3,18,0,0,18,13,3,3,0,19,3,4,3,20,0,0,24,938,123,47,27,1133,15,8,22,1157,48,0,1209,117,16,10,10,147,5,0,5,154,51,0,210,0,0,0,0,4,0,0,0,4,0,0,5,1053,138,56,38,1286,24,8,27,1317,98,3,1420,47,3,0,0,56,0,0,0,56,0,0,56,38,12,0,0,48,0,0,0,51,0,0,52,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,6,88,13,4,3,106,0,0,0,106,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SOSR521,10,0,0,4,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,255,51,12,10,325,6,0,6,329,33,0,366,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,0,4,3,0,5,255,51,12,10,327,6,0,6,334,37,0,371,41,4,9,5,53,3,0,3,58,28,0,88,0,0,0,0,0,0,0,0,5,0,3,11,295,57,14,15,386,11,0,7,391,68,8,467,17,0,0,0,18,0,0,0,18,4,0,18,15,0,0,0,13,0,0,0,13,0,0,13,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,36,0,0,0,36,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR522,6,0,0,0,6,0,0,0,6,0,0,8,3,0,0,0,4,0,0,0,4,0,0,4,107,16,8,0,129,5,0,5,135,12,0,152,8,0,0,0,8,6,0,6,10,0,0,10,0,0,0,0,3,0,0,0,5,0,0,5,9,0,0,0,5,4,0,4,12,0,0,12,113,16,8,0,133,10,0,10,145,12,0,160,21,5,4,6,36,7,0,8,44,22,0,67,0,0,0,0,0,0,0,0,0,0,0,0,140,21,12,3,175,20,0,20,194,43,0,236,3,0,0,0,6,0,0,0,6,0,0,6,7,0,0,0,6,0,0,0,6,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,17,0,0,0,17,4,0,17,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
SOSR531,33,9,16,0,59,0,0,0,59,8,0,66,12,4,0,26,42,0,0,0,41,0,0,47,1937,242,97,57,2327,20,3,27,2348,112,5,2460,8,3,0,0,4,4,0,4,11,0,0,17,10,3,0,0,19,0,0,0,19,0,0,22,23,9,0,0,27,4,0,4,35,0,0,32,1951,246,99,57,2350,22,3,32,2380,113,5,2497,265,45,18,9,332,19,0,19,352,74,0,425,0,0,0,3,9,0,0,0,9,0,9,15,2222,291,117,69,2691,42,3,48,2736,190,10,2940,214,17,8,0,243,0,0,0,243,10,0,258,188,23,5,0,210,0,0,0,212,10,0,222,3,0,4,0,4,0,0,0,4,0,0,8,4,0,0,4,7,0,0,0,5,0,0,5,414,43,16,6,470,4,0,4,474,22,0,493,5,0,0,0,5,0,0,0,9,0,0,9,5,0,0,0,5,0,0,0
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
