SA1_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
50604113711,0,0,0,0,0,0,0,0,0,4,6,10,8,19,26,21,3,0,0,103,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,12,0,0,0,5,6,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,8,6,6,0,0,0,25,0,0,0,0,0,4,0,0,0,8,9,3,4,0,4,6,0,0,0,24,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,5,4,0,0,23,0,0,3,5,4,11,3,0,0,28,0,0,0,0,0,0,0,0,0,0
50604113712,0,0,0,0,3,0,0,0,0,4,7,11,11,24,27,15,3,0,0,104,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,3,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,3,0,4,5,7,3,0,0,23,4,0,0,0,5,0,0,0,0,12,0,4,0,0,4,5,0,0,0,18,6,3,0,0,0,0,0,0,0,11,0,0,4,6,6,4,0,0,0,16,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,10,0,0,0,6,5,7,0,0,0,20,0,3,3,6,8,0,0,0,0,24,0,3,0,3,0,0,0,0,0,9
50604113713,0,0,0,0,0,0,0,0,0,4,0,5,7,17,8,9,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,11,3,0,0,6,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,5,0,0,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,10,0,3,3,7,4,6,0,0,0,20,0,0,3,0,0,0,0,0,0,3
50604113714,0,0,0,0,0,0,0,0,0,0,0,11,13,12,19,5,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,5,0,0,0,0,20,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,13,0,0,3,3,0,0,0,0,0,7,0,4,0,4,0,0,0,0,0,8,0,6,3,5,0,0,0,0,0,14,0,0,9,3,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,5,9,4,0,0,0,20,0,4,0,0,0,0,0,0,0,7
50604113715,0,0,4,0,0,0,0,0,0,0,0,6,26,9,7,15,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,5,4,0,0,3,0,3,0,0,0,21,4,0,0,0,0,3,0,0,0,18,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,8,0,0,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,3,4,0,4,0,0,0,11,0,0,6,9,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0
50604113716,0,0,0,0,5,0,0,0,0,4,5,10,17,25,16,20,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,4,0,6,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,3,0,8,3,0,0,0,0,0,22,0,3,0,3,5,0,0,0,0,15,0,0,3,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,3,4,0,4,0,0,0,13,0,0,0,9,9,9,0,0,0,26,0,0,0,0,0,0,0,0,0,4
50604113717,0,0,0,0,0,3,0,0,0,3,0,15,27,17,15,10,6,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,9,0,3,7,5,0,3,4,0,0,28,5,3,9,3,0,0,0,0,0,22,0,4,4,0,0,3,0,0,0,13,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,4,3,7,0,0,0,0,12,0,0,4,4,3,7,0,0,0,14,0,0,3,5,3,0,0,0,0,9,0,0,7,11,7,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0
50604113718,0,0,0,0,4,0,0,0,0,5,12,11,18,21,27,18,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,4,0,3,4,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,21,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,0,4,0,0,5,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,10,0,0,7,5,5,7,0,0,0,22,0,7,5,7,8,5,0,0,0,37,0,0,0,0,0,0,0,0,0,4
50604113719,0,0,0,3,0,0,0,0,0,3,0,5,20,30,16,27,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,4,6,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,3,7,0,5,3,0,0,27,0,0,0,3,0,0,0,0,0,7,0,6,10,4,0,4,0,0,0,25,10,7,4,3,0,0,0,0,0,21,0,0,9,4,3,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,12,0,0,0,6,4,0,0,0,0,7,0,0,5,4,0,5,0,0,0,15,0,0,0,10,6,9,0,0,0,23,0,0,3,5,5,3,0,0,0,25,0,0,0,0,0,5,0,0,0,3
50604113720,0,0,0,0,0,0,0,0,0,0,7,0,10,10,17,4,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,0,3,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,8,5,0,3,0,0,0,0,0,0,9,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,6,3,3,0,0,0,7,0,0,8,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
50604113721,0,0,0,0,0,0,0,0,0,0,6,7,19,21,17,22,6,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,0,0,25,0,0,7,6,3,0,0,0,0,12,8,4,5,0,5,4,3,0,0,25,10,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,6,0,0,0,0,5,0,0,0,0,9,0,0,3,6,3,3,0,0,0,14,0,0,7,0,0,0,0,0,0,5,0,0,0,0,4,9,0,0,0,15,0,0,7,7,0,5,0,0,0,14,0,0,3,4,8,5,3,0,0,36,0,0,3,0,0,0,0,0,0,3
50604113722,0,0,0,0,0,0,0,0,0,3,9,12,8,8,19,10,0,0,0,61,0,0,0,0,6,0,0,0,0,6,0,0,4,0,6,0,0,0,0,4,0,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,9,0,0,6,0,3,0,0,0,0,9,3,3,0,0,4,0,0,0,0,11,3,3,3,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,6,3,0,0,0,0,13,0,0,4,5,4,0,0,0,0,15,0,0,6,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0
50604113723,0,0,4,0,0,0,0,0,0,5,11,12,21,18,18,30,5,0,0,110,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,3,0,0,0,11,0,0,0,5,8,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,3,0,0,0,18,10,0,6,0,0,0,0,0,0,20,0,0,0,7,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,5,5,3,0,0,0,12,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,4,0,0,0,17,0,0,5,4,8,6,0,0,0,16,0,0,6,0,0,9,4,0,0,22,0,0,0,0,0,0,0,0,0,8
50604113724,0,0,0,0,0,0,0,0,0,7,7,20,19,26,26,31,3,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,8,0,0,3,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,9,3,5,4,4,0,0,24,0,0,0,0,3,0,0,0,0,8,6,3,0,4,3,12,0,0,0,29,0,6,0,0,0,0,0,0,0,12,0,0,0,0,6,8,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,0,0,0,0,8,0,0,0,4,3,0,0,0,0,9,0,3,0,6,3,7,3,0,0,21,0,0,0,0,3,8,0,0,0,18,0,0,6,7,10,3,0,0,0,32,0,5,0,0,0,0,0,0,0,3
50604113725,0,0,0,0,3,0,0,0,0,3,6,4,10,19,23,10,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,10,6,3,0,0,0,21,0,0,5,0,0,5,0,0,0,12,0,5,0,0,4,0,0,0,0,11,3,3,0,0,0,0,0,0,0,10,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,6,0,0,0,10,0,0,0,0,4,6,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,3,8,3,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0
50604113726,0,0,0,0,0,0,0,0,0,3,4,4,20,32,27,14,4,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,6,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,8,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,5,0,3,4,5,6,4,0,0,29,0,3,4,3,6,0,0,0,0,15,0,0,0,0,4,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,13,0,0,0,0,11,0,4,0,0,19,0,0,3,0,3,4,0,0,0,18,0,0,0,6,12,0,3,0,0,23,0,0,6,9,10,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0
50604113727,0,5,0,0,0,0,0,0,0,3,4,8,12,19,17,5,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,4,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,3,0,0,3,6,3,0,0,0,16,5,0,0,3,3,0,0,0,0,6,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,15,0,0,3,3,6,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0
50604113728,0,3,0,0,0,4,0,0,0,9,6,18,16,18,17,13,4,0,0,106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,5,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,10,0,0,20,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,11,0,4,0,0,3,3,0,0,0,13,0,4,0,5,0,0,0,0,0,7,0,0,3,5,0,4,0,0,0,18,0,0,6,10,5,0,0,0,0,26,0,0,0,0,5,0,0,0,0,7
50604113729,0,0,0,0,0,0,0,0,0,3,5,0,22,20,13,9,7,0,0,72,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,0,4,3,5,0,0,0,0,7,0,0,7,0,0,0,0,0,0,10,0,0,5,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,4,0,0,0,6,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,5,3,7,0,0,0,14,0,0,10,5,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0
50604113730,3,0,4,0,0,0,0,0,0,9,4,8,16,23,12,9,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,15,0,0,3,5,0,4,0,0,0,10,0,4,0,0,0,0,0,0,0,3,9,4,6,0,0,0,0,0,0,18,0,0,0,5,7,3,0,0,0,19,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,3,6,3,0,0,0,15,0,0,3,6,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4
50604113731,0,0,5,0,0,0,0,0,0,9,6,10,17,31,18,13,7,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,4,3,0,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,0,0,0,0,24,0,0,0,0,3,0,0,0,0,4,3,3,4,6,5,0,0,0,0,18,7,0,4,4,0,4,0,0,0,19,0,0,0,5,8,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,8,3,3,0,0,0,11,0,0,0,4,4,3,0,0,0,19,0,0,5,10,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,4
50604113732,0,0,0,0,0,3,0,0,0,8,4,12,25,16,21,17,7,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,4,5,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,4,0,0,22,0,0,3,4,0,0,0,0,0,14,0,6,6,4,4,0,0,0,0,24,4,0,10,0,0,4,0,0,0,25,0,0,5,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,3,5,0,0,0,0,11,0,0,0,7,3,0,4,0,0,14,0,0,4,0,7,0,0,0,0,9,0,7,7,4,12,6,0,0,0,40,0,0,0,0,0,0,0,0,0,3
50604113733,0,0,0,0,0,0,5,0,0,3,4,3,19,14,10,10,3,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,14,3,0,5,0,5,0,0,0,0,12,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,4,3,0,4,0,0,0,15,0,0,0,4,4,3,0,0,0,15,3,0,0,3,0,0,0,0,0,4
50604113734,0,5,0,0,0,0,0,0,0,4,3,12,18,13,12,20,4,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,7,3,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,0,3,6,10,3,3,5,0,0,32,0,0,0,0,0,0,0,0,0,5
50604113735,0,0,0,0,0,0,0,0,0,3,6,6,10,14,17,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,0,0,6,3,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,4,0,4,0,0,0,0,6,0,5,6,5,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,6,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3
50604113736,0,0,0,0,5,0,0,0,0,11,16,15,34,47,37,24,3,0,0,174,0,0,0,0,3,0,0,0,0,4,0,0,0,4,5,0,0,0,0,15,0,10,8,7,10,4,0,0,0,40,0,0,0,5,0,0,0,0,0,3,0,5,3,8,12,3,0,0,0,34,0,0,3,9,0,0,3,0,0,15,4,5,12,10,4,5,0,0,0,35,10,5,10,8,6,0,0,0,0,37,0,0,10,12,9,8,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,7,7,4,4,0,0,0,23,0,0,0,3,4,3,0,0,0,14,0,0,7,8,6,5,0,0,0,22,0,0,0,8,0,7,0,0,0,17,0,4,10,10,11,5,0,0,0,42,0,0,0,0,3,0,0,0,0,7
