SA2_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
506061142,12,53,4,32,5,3,0,0,0,106,3,28,0,0,4,0,0,0,0,39,39,422,23,102,80,26,12,24,12,724,4,0,0,3,4,0,0,0,0,12,21,37,16,42,49,7,0,0,5,184,61,47,40,182,128,36,6,20,10,523,69,59,152,319,280,102,43,55,9,1085,12,3,8,24,45,19,3,12,0,123,10,3,7,42,32,15,4,8,4,123,0,3,3,8,6,0,5,5,0,31,6,14,8,15,13,0,4,8,17,84,252,738,251,796,662,218,83,134,46,3191,0,3,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,23,41,115,9,29,24,13,10,8,0,257,0,10,0,3,3,0,0,0,0,20,17,68,8,39,8,4,0,3,0,148,7,36,0,0,7,0,0,0,0,50,119,590,66,127,120,41,60,44,15,1175,4,0,0,3,4,5,0,4,0,12
506061143,7,26,0,3,5,0,0,0,0,40,6,4,0,0,0,0,0,0,0,9,36,167,19,24,32,5,0,0,5,289,0,0,0,0,0,0,0,0,0,4,10,19,3,19,18,7,0,4,0,78,24,20,8,54,42,8,0,4,5,165,26,19,50,103,90,21,9,25,3,344,4,0,4,10,17,7,0,0,0,42,3,9,10,8,17,6,0,6,0,61,3,3,0,0,7,0,0,3,0,14,4,5,0,9,3,0,4,3,9,36,121,303,91,221,235,62,23,48,14,1125,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,18,37,0,3,6,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,11,32,0,0,5,0,0,0,0,56,10,4,0,0,0,0,0,0,0,15,85,234,33,32,45,9,10,3,5,449,0,0,0,0,0,0,0,0,0,4
506061144,4,16,0,0,0,0,0,0,0,20,0,9,0,0,0,0,0,0,0,10,20,90,6,12,27,0,0,0,0,163,0,0,0,0,0,0,0,0,0,3,6,11,5,5,13,0,3,0,0,44,9,5,3,26,20,4,3,5,4,78,7,12,38,56,50,14,7,17,8,214,3,0,0,5,8,3,0,0,0,17,0,0,3,0,12,4,0,0,0,24,0,4,3,0,3,0,0,4,0,18,4,5,5,8,8,0,0,3,5,40,54,161,65,121,143,33,18,27,13,646,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,11,6,14,0,3,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,26,5,6,0,0,0,0,0,0,0,14,44,127,20,17,29,4,7,3,3,252,0,0,0,0,0,0,0,0,0,3
506071145,30,124,4,15,16,6,0,0,0,190,11,28,0,0,8,0,0,0,0,48,164,941,40,139,169,58,9,32,11,1566,0,0,0,0,0,0,0,3,0,0,20,37,8,24,35,13,0,5,0,143,25,27,16,75,70,29,3,13,4,260,27,22,50,106,95,33,3,15,0,354,0,3,0,18,16,9,0,3,0,37,7,8,0,8,17,8,0,0,0,51,6,9,0,8,5,3,0,0,0,30,0,18,0,5,8,6,0,0,5,59,356,1599,125,422,491,165,14,85,24,3288,5,14,0,0,0,0,0,0,0,22,20,200,0,0,3,0,0,0,0,226,153,497,20,35,71,9,11,14,4,820,3,17,0,0,4,0,0,0,0,30,58,176,4,16,23,12,0,0,0,300,18,45,0,0,8,0,0,0,0,71,413,1679,127,208,260,101,38,77,25,2925,0,0,0,0,0,0,0,4,0,4
506071146,17,75,6,8,9,0,0,0,0,112,8,15,0,0,0,0,0,0,0,22,96,535,26,65,135,34,3,15,9,928,0,0,0,0,0,0,0,0,0,3,10,30,13,17,29,11,0,0,4,114,23,24,4,47,42,10,3,10,0,156,12,10,16,65,62,24,8,13,8,212,0,0,4,5,8,0,0,0,0,21,3,5,5,8,18,4,0,4,0,39,0,5,0,0,11,0,0,0,0,23,4,14,7,10,5,5,0,0,6,41,216,947,86,235,352,106,18,46,35,2038,3,11,0,0,0,0,0,0,0,14,14,140,0,0,5,5,0,0,0,159,121,346,13,26,42,28,8,13,8,606,3,18,0,0,3,0,0,0,0,29,42,126,5,9,11,0,0,0,3,194,11,19,0,4,0,0,0,0,0,36,285,1003,87,101,200,76,34,36,24,1846,0,0,0,0,0,0,0,0,0,4
506071147,22,121,5,15,17,5,0,0,3,191,17,29,0,0,7,6,0,0,0,54,218,960,34,153,206,67,11,33,15,1692,0,0,0,0,0,0,0,0,0,6,34,59,19,35,46,16,0,4,0,212,31,34,19,59,66,17,6,3,0,229,25,24,53,95,81,28,8,13,0,328,0,5,0,14,20,5,0,3,0,59,3,5,0,11,25,9,0,5,0,49,5,0,3,6,8,4,0,0,0,29,7,10,0,12,11,3,0,0,7,53,481,1722,150,416,547,152,17,75,39,3600,6,25,0,0,0,0,0,0,0,35,24,260,4,3,9,0,4,0,0,299,265,629,24,28,84,22,13,14,13,1093,8,33,0,0,5,0,0,0,0,52,55,187,9,16,24,7,0,0,6,307,22,45,0,4,10,6,0,0,0,83,564,1877,118,234,316,121,52,74,44,3387,0,0,0,0,0,0,0,0,0,4
507011148,19,107,10,37,19,0,0,0,0,187,11,47,0,0,4,0,0,0,0,64,152,936,63,147,215,57,11,43,11,1637,0,0,0,3,0,0,0,0,0,3,30,54,16,43,60,15,0,8,0,231,73,81,22,145,130,40,7,18,5,531,44,53,120,258,218,71,14,35,7,825,11,9,5,26,33,23,3,14,0,109,13,6,3,39,42,15,0,7,4,130,0,9,3,9,10,0,5,3,0,37,6,19,4,14,24,3,0,4,9,84,408,1595,257,746,793,239,43,139,37,4258,4,9,0,0,0,0,0,0,0,14,12,93,3,5,0,0,0,0,4,117,128,416,44,38,75,22,15,13,10,761,3,15,0,0,0,0,0,0,0,24,37,155,17,37,24,3,0,3,0,280,20,57,0,0,9,0,0,0,0,91,347,1621,156,209,312,94,78,78,19,2917,0,0,0,9,0,0,0,0,0,6
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,13,41,0,8,9,4,0,0,0,70,0,27,0,6,0,0,0,0,0,31,81,312,13,45,78,16,0,14,10,575,0,0,0,0,0,0,0,0,0,4,11,38,10,21,29,7,0,5,0,116,26,32,18,49,46,18,4,7,0,202,23,22,69,107,89,43,7,12,5,374,0,0,0,7,12,10,0,0,0,34,3,3,3,15,19,4,0,5,0,52,0,5,0,3,0,0,0,3,4,14,6,10,5,11,8,3,0,6,5,53,190,559,112,274,309,102,16,52,26,1645,0,9,0,0,0,0,0,0,0,10,3,25,0,0,0,0,0,0,0,32,49,101,0,4,10,6,0,3,0,178,0,4,0,0,0,0,0,0,0,13,18,58,0,8,8,4,0,0,0,101,5,24,0,6,6,0,0,0,0,37,183,479,42,55,98,26,9,19,13,929,0,0,0,0,0,0,0,0,0,3
507011153,3,48,0,6,4,0,0,0,0,66,4,20,0,0,3,0,0,0,0,23,54,353,14,66,79,23,0,19,3,606,0,0,0,0,0,0,0,0,0,0,7,25,9,17,18,3,0,3,0,91,17,27,16,46,45,15,3,6,5,174,26,18,52,88,75,23,7,12,7,304,0,3,5,11,16,15,3,0,0,50,0,5,0,13,11,4,0,0,0,39,0,5,0,4,0,0,3,0,0,18,0,6,0,8,6,3,0,3,5,36,137,610,105,264,271,92,25,51,22,1579,0,7,0,0,0,0,0,0,0,9,4,63,0,0,0,0,0,0,0,73,29,131,10,14,17,3,9,3,0,230,0,6,0,0,0,0,0,0,0,7,8,73,0,6,9,3,3,0,0,108,9,19,0,0,4,0,0,0,0,28,105,568,58,105,100,37,26,33,5,1039,0,0,0,0,0,0,0,0,0,0
507011154,12,70,7,7,3,0,0,0,0,111,4,25,0,0,0,0,0,0,0,35,77,450,27,98,80,33,3,17,11,788,0,3,0,0,0,0,0,0,0,7,16,35,19,28,15,3,6,3,0,127,26,25,22,61,41,10,5,12,8,206,35,29,62,123,57,36,12,25,6,379,0,0,0,11,15,6,3,3,0,36,9,8,7,16,12,7,0,7,0,65,8,4,0,4,8,6,0,0,0,24,0,14,0,12,9,5,0,4,7,56,218,828,141,391,253,105,27,80,29,2085,0,6,0,0,0,0,0,0,0,8,5,76,0,0,4,0,0,0,0,88,55,184,14,25,19,4,4,3,5,314,0,11,0,3,0,0,0,0,0,15,19,103,7,14,3,4,0,4,0,154,7,37,0,0,3,0,0,0,0,48,137,673,78,136,107,42,16,42,16,1252,0,3,0,0,0,0,0,0,0,7
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,6,23,0,0,3,0,0,0,0,28,0,3,0,0,4,0,0,0,0,7,56,171,14,22,35,15,0,0,0,310,0,0,0,0,0,0,0,0,0,0,9,14,4,8,11,0,0,3,0,56,10,15,0,9,18,4,0,4,4,64,15,13,22,32,26,3,3,4,0,123,0,0,0,0,8,0,0,0,0,11,8,0,3,4,15,3,0,0,0,34,5,0,0,0,0,0,0,0,0,9,5,3,0,4,0,0,0,0,5,20,129,335,43,98,119,35,5,15,8,779,0,4,0,0,0,0,0,0,0,3,4,36,0,0,0,0,0,0,0,49,60,91,5,3,6,0,0,0,0,175,0,4,0,0,0,0,0,0,0,11,5,26,0,6,0,0,0,0,0,46,3,7,0,0,4,0,0,0,0,12,127,305,26,33,53,25,6,0,4,583,0,0,0,0,0,0,0,0,0,0
507011159,9,41,0,8,9,0,0,0,0,68,6,25,0,4,5,0,0,0,0,37,65,364,31,68,94,35,6,25,9,686,0,0,0,0,0,0,0,0,0,0,12,27,9,20,37,7,0,12,0,117,21,24,19,81,58,17,0,9,0,230,39,23,57,135,108,31,15,28,4,427,5,3,0,7,20,13,0,11,0,73,7,3,0,15,24,8,3,6,0,62,0,7,0,4,6,0,0,0,0,28,7,6,0,12,19,0,0,5,11,68,171,644,133,369,394,121,26,97,26,1989,0,10,0,0,0,0,0,0,0,5,3,43,4,0,4,0,3,0,3,60,40,181,15,13,33,10,0,6,0,298,0,6,0,0,0,0,0,0,0,13,15,70,6,10,13,0,0,0,0,110,5,34,3,4,5,0,0,0,3,50,143,654,80,95,137,56,33,35,11,1235,0,0,0,0,0,0,0,0,0,5
507011160,9,40,0,11,4,0,0,0,0,71,7,17,0,6,0,0,0,0,0,27,59,335,27,62,71,23,5,21,11,617,0,0,0,3,0,0,0,0,0,8,10,24,13,31,21,4,0,10,0,111,28,36,15,74,58,26,4,14,0,251,32,26,74,163,101,38,14,31,3,483,5,0,0,12,10,13,0,3,0,50,7,7,0,9,22,3,0,6,0,58,7,9,0,13,7,0,0,5,0,25,4,10,0,11,11,11,0,0,8,50,179,588,135,389,322,125,25,91,24,1873,0,5,0,0,0,0,0,0,0,3,0,27,0,0,0,0,0,0,0,31,32,99,9,7,17,3,0,5,0,181,0,5,0,0,0,3,0,0,0,14,20,59,6,11,4,0,0,0,5,103,8,18,0,6,0,0,0,0,0,33,132,499,64,90,100,36,31,34,16,1013,0,0,0,3,0,0,0,0,0,8
507011161,14,85,4,28,9,3,0,0,0,146,6,36,4,0,0,0,0,0,0,47,104,682,44,126,195,44,9,32,10,1246,0,0,0,3,0,0,0,0,0,3,13,39,11,44,39,12,0,5,4,176,50,48,25,146,112,31,6,23,6,447,51,49,102,237,215,72,21,27,10,778,9,3,9,18,32,14,3,10,0,94,8,0,6,22,37,12,3,8,0,87,0,5,0,8,8,4,0,0,0,26,3,12,9,15,14,12,5,3,3,74,296,1188,216,677,709,214,41,112,41,3500,3,13,0,0,3,0,0,0,0,17,4,65,0,0,4,6,0,4,0,83,92,345,48,43,69,20,11,8,9,641,5,18,4,3,0,0,0,0,0,30,21,116,6,32,12,3,0,0,0,193,13,49,4,5,4,3,0,0,0,72,255,1166,147,175,270,77,39,67,19,2212,0,0,5,3,0,0,0,0,0,7
507011163,0,25,3,8,5,0,0,3,0,42,0,8,0,0,3,0,0,0,0,14,46,232,15,32,73,5,3,11,0,414,0,0,0,0,0,0,0,0,0,0,14,7,3,20,21,0,0,4,0,76,20,23,10,42,38,19,4,8,3,162,19,16,62,98,92,30,5,21,4,343,3,3,4,3,9,7,0,0,0,41,4,0,4,7,13,3,0,3,0,40,0,6,0,3,3,0,0,0,0,15,6,7,0,7,4,5,0,11,9,41,127,374,97,239,257,75,19,60,17,1270,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,0,0,37,29,62,12,0,10,10,3,0,0,120,0,6,0,0,0,0,0,0,0,11,10,27,3,10,5,0,0,0,0,57,0,14,0,0,3,0,0,0,0,22,90,349,44,51,91,12,11,18,3,675,0,0,0,0,0,0,4,0,0,4
507011259,0,52,0,16,5,0,0,0,0,75,0,18,0,0,3,0,0,0,0,20,59,374,20,67,91,9,3,19,5,648,0,0,0,3,0,0,0,0,0,3,3,16,5,23,28,13,0,4,0,93,29,31,15,80,49,21,0,9,0,233,41,27,73,159,99,46,10,22,4,477,6,0,6,12,15,11,0,14,0,64,6,6,3,18,29,0,4,4,0,64,6,4,0,4,6,0,0,4,0,21,8,8,3,13,5,3,0,5,4,52,179,616,130,387,347,112,22,79,21,1889,0,3,0,0,0,0,0,0,0,7,0,32,0,0,0,0,0,0,0,33,44,107,11,10,20,12,5,4,0,205,4,3,0,0,0,0,0,0,0,11,10,70,3,16,3,0,0,0,0,104,0,18,0,0,3,0,0,0,0,20,126,601,74,87,115,26,31,36,0,1101,0,6,0,3,4,0,0,0,0,12
507011260,4,18,5,3,4,0,0,0,3,35,0,0,0,0,5,0,0,0,0,0,9,108,0,11,23,3,0,0,4,155,0,0,0,0,0,0,0,0,0,0,10,8,0,5,7,3,0,4,0,39,9,3,4,12,12,5,0,0,0,45,7,4,7,16,26,12,0,4,5,91,0,0,0,0,4,0,0,0,0,10,0,0,3,0,4,0,0,0,0,14,0,0,0,0,6,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,53,164,21,55,93,32,0,13,7,438,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,13,38,0,3,3,0,0,4,0,67,3,4,0,0,0,0,0,0,0,10,3,25,5,3,4,0,0,0,0,44,0,0,0,0,5,0,0,0,0,6,33,183,6,11,30,13,5,7,6,294,0,0,0,3,0,0,0,0,0,4
507021164,14,90,0,11,6,0,0,0,0,119,4,30,0,0,0,0,0,0,0,37,122,444,13,53,81,26,3,6,8,755,0,0,0,0,0,0,0,0,0,0,10,28,5,10,20,6,0,0,0,83,11,23,10,17,32,4,0,3,0,104,22,12,15,37,41,19,0,0,0,152,4,5,0,6,3,0,0,0,0,23,3,4,4,11,8,5,0,0,0,44,0,11,5,0,4,3,0,0,0,15,8,9,0,3,4,3,0,0,7,32,243,834,53,160,223,77,8,14,15,1621,0,12,0,0,0,0,0,0,0,13,19,108,0,0,6,0,0,0,4,140,92,217,8,13,19,4,0,0,3,352,0,7,0,0,3,0,0,0,0,19,42,117,0,12,5,0,0,0,0,193,6,36,0,5,4,0,0,0,0,52,294,773,38,79,109,46,15,17,9,1388,0,0,0,0,0,0,0,0,0,0
507021165,28,133,3,15,16,9,0,0,0,208,8,33,0,0,6,0,0,0,0,45,217,963,49,150,170,59,8,28,6,1660,0,0,0,4,0,0,0,0,0,4,25,73,12,35,37,12,0,9,0,209,37,37,16,71,53,17,0,6,4,240,38,22,69,100,61,29,7,25,3,362,4,3,0,10,10,14,0,5,0,52,6,8,0,27,28,9,0,8,5,80,7,10,0,7,4,3,0,0,0,37,8,11,6,21,7,3,0,4,3,63,505,1862,162,466,407,157,28,86,32,3711,5,17,0,0,0,0,0,0,0,24,43,289,0,4,3,0,0,0,0,342,229,661,18,33,39,10,0,3,14,1009,12,36,0,0,0,3,0,0,0,46,56,217,6,18,20,13,3,4,0,336,18,38,0,3,8,0,0,0,0,71,482,1743,120,220,231,92,31,70,25,3012,0,0,0,4,0,0,0,0,0,8
507021166,27,138,3,15,16,0,0,0,0,192,6,52,0,0,7,0,0,0,0,66,163,795,42,116,128,50,9,13,13,1321,0,0,0,0,0,0,0,0,0,3,23,53,17,35,28,8,0,5,6,173,37,46,21,63,54,23,5,7,0,250,26,21,66,116,77,28,6,19,3,352,4,0,8,14,9,7,0,3,0,50,6,6,0,11,23,12,0,4,0,57,3,5,0,3,6,3,0,0,0,27,0,5,4,12,6,6,0,3,7,47,364,1497,165,404,388,127,24,59,29,3049,0,21,0,0,0,0,0,0,0,27,29,196,3,3,0,0,0,3,0,244,133,414,9,29,40,4,4,6,8,642,6,20,0,0,0,0,0,0,0,34,45,194,4,21,16,5,0,0,0,291,17,54,6,8,13,0,0,0,0,91,337,1295,115,181,171,80,29,48,11,2260,0,0,0,4,0,0,0,0,0,8
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,14,56,0,29,11,4,0,0,0,120,5,20,0,4,5,0,0,0,0,33,67,495,50,152,138,57,15,55,7,1036,0,0,0,3,0,0,0,0,0,9,13,34,7,33,25,9,5,10,0,137,39,40,22,150,96,26,8,30,0,409,46,38,106,285,185,72,28,45,11,814,8,3,9,25,22,20,0,11,0,99,11,5,8,29,21,10,0,18,5,108,0,5,0,12,3,5,0,10,0,40,3,13,5,13,14,4,3,16,11,78,240,830,217,769,557,235,63,202,33,3150,0,3,0,0,0,0,0,0,0,10,0,31,5,4,3,0,0,0,0,42,75,204,29,55,57,30,20,15,10,491,0,15,0,3,0,0,0,4,0,20,19,81,6,31,11,9,3,0,0,159,6,35,0,3,8,0,0,0,0,50,148,806,174,208,198,86,118,108,19,1855,0,0,3,3,0,0,0,0,0,9
