LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA52380,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,11,3,5,4,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,15,0,0,0,3,0,8,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,6,8,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,14,14,5,0,3,8,17,24,39,17,8,10,7,14,153,0,0,0,4,0,0,0,8,0,5,3,3,21,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,18,8,5,3,3,10,50,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,6,17,6,0,3,11,0,35,0,0
LGA52520,0,0,43,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,13,5,3,4,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,7,3,0,0,0,0,22,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,7,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,11,7,3,0,13,9,17,37,25,20,11,6,11,157,5,0,0,0,0,0,3,8,8,4,6,11,41,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,19,7,3,5,9,3,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,19,4,0,0,4,0,45,0,0
LGA52590,8,3,82,0,0,0,0,3,3,7,5,3,0,0,0,29,0,5,0,0,0,13,21,12,4,6,0,0,66,0,0,0,0,0,0,0,4,4,0,0,0,13,0,0,0,0,3,8,12,10,0,0,0,0,35,0,0,5,10,3,9,8,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,12,8,0,26,47,32,16,8,3,0,4,8,172,0,0,0,0,0,0,0,0,0,0,0,38,46,17,12,7,40,63,76,92,55,25,28,18,60,489,0,0,0,0,0,0,6,9,8,14,12,15,63,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,11,25,0,20,4,0,5,75,0,0,0,0,0,0,0,3,3,7,3,0,13,0,0,0,0,0,9,19,9,0,9,0,0,49,0,0
LGA52660,30,7,292,0,3,0,4,6,10,20,9,3,3,3,0,57,0,0,0,0,3,19,86,53,31,15,17,0,224,0,0,0,0,0,3,13,4,6,4,3,0,41,0,0,4,5,4,34,73,34,3,17,7,3,167,0,3,0,11,21,43,21,4,0,0,0,3,101,0,0,0,0,3,6,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,16,11,14,75,170,122,61,9,4,4,5,20,507,0,0,0,0,0,0,9,0,0,0,0,129,144,19,15,19,96,209,238,329,185,111,107,54,167,1550,0,0,0,0,0,6,19,33,41,51,37,20,208,0,0,0,0,0,4,22,10,6,3,0,6,55,0,0,0,0,3,26,142,119,122,85,65,29,604,0,0,0,0,0,0,12,18,20,19,10,7,86,0,0,0,4,0,47,147,76,24,36,17,25,370,0,0
LGA52730,4,0,70,0,0,0,4,12,21,23,3,3,0,5,7,81,0,0,0,8,0,16,30,18,16,7,4,0,96,0,0,0,0,0,3,7,5,4,3,3,0,23,0,0,0,0,3,13,10,9,0,7,0,0,48,0,0,0,7,14,33,17,4,0,0,3,0,75,0,0,0,0,0,5,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,8,11,4,10,31,97,88,54,3,3,4,8,15,318,0,0,0,0,3,3,6,0,0,0,0,51,56,10,6,10,52,129,183,165,69,46,24,32,73,791,0,0,0,0,0,0,14,18,14,13,8,19,90,0,0,0,0,0,13,16,6,5,6,4,7,51,0,0,0,0,0,11,39,25,24,11,10,16,139,0,0,0,0,0,4,7,0,0,7,0,5,25,0,0,0,4,0,16,29,13,0,6,6,8,79,0,0
LGA52800,13,4,151,0,0,0,0,0,4,8,3,0,0,0,0,15,0,0,0,0,0,3,13,12,8,4,0,0,45,0,0,0,0,0,0,10,0,0,6,6,0,22,0,0,0,5,5,7,17,7,3,3,4,3,49,0,0,0,0,4,6,8,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,9,0,10,3,46,26,20,8,0,0,0,0,9,119,0,0,0,5,0,0,0,0,0,0,0,46,44,0,10,3,52,31,57,77,70,45,44,26,59,475,0,0,0,0,0,3,15,21,14,29,17,16,106,0,0,0,0,0,9,0,3,0,0,0,5,10,0,0,0,0,0,3,18,18,13,8,5,5,69,0,0,0,0,0,0,3,0,4,5,0,3,25,0,0,0,8,8,25,29,22,0,6,0,11,114,0,0
LGA52870,13,0,120,0,0,0,3,4,18,15,9,0,5,0,0,54,0,0,0,0,4,13,35,23,17,12,3,4,108,0,0,0,0,0,7,0,6,3,0,4,0,20,0,0,0,0,6,16,22,8,5,3,4,6,80,0,0,0,10,12,15,12,0,0,0,0,0,58,0,0,0,4,0,4,3,0,0,0,0,0,9,0,0,0,0,0,5,4,0,0,0,0,0,11,6,5,9,38,88,65,40,4,0,0,0,14,267,0,0,0,0,0,0,0,0,5,0,0,74,80,8,7,12,62,114,145,161,73,48,48,32,103,814,0,0,0,0,0,7,12,15,3,19,21,12,86,0,0,0,3,0,8,9,0,3,0,4,4,37,0,0,0,0,5,8,43,25,19,20,16,21,160,0,0,0,0,0,4,7,5,5,3,0,0,24,0,0,0,0,6,18,45,24,4,16,6,20,135,0,0
LGA52940,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,3,13,18,20,6,8,8,8,6,85,0,0,0,0,0,0,0,0,0,4,3,4,15,0,0,0,0,0,5,4,0,0,0,0,0,9,0,0,0,0,4,0,11,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,11,0,0
LGA53010,0,0,35,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,8,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,4,26,20,8,5,6,4,7,96,0,0,0,0,0,0,3,5,4,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,0,0,0,0,0,12,0,0
LGA53080,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,5,4,13,14,10,4,4,0,13,73,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0
LGA53150,62,0,159,0,0,0,0,0,0,16,4,4,3,10,0,39,0,0,0,0,0,0,18,18,13,11,32,0,95,0,0,0,0,0,0,3,0,3,8,0,0,15,0,0,0,0,0,3,19,11,6,18,6,0,70,0,0,0,0,4,14,21,9,4,3,4,4,67,0,0,4,0,0,3,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,18,43,44,55,9,7,10,0,8,217,0,0,0,0,5,0,0,0,0,0,0,63,72,6,5,3,19,55,77,138,68,69,100,122,81,751,0,0,0,0,0,0,4,9,8,39,88,19,173,0,0,0,0,0,0,10,0,8,5,8,3,35,0,0,0,0,0,11,26,29,37,57,171,22,351,0,0,0,0,0,0,0,4,0,9,17,3,33,0,0,0,0,0,5,17,21,4,43,55,11,163,0,0
LGA53220,48,0,169,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,7,10,16,5,15,0,46,0,0,0,0,0,0,0,7,0,4,0,0,12,0,0,0,0,0,3,11,14,7,16,6,0,58,0,0,0,5,4,6,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,16,4,0,0,15,6,12,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,36,32,3,0,0,23,13,21,40,50,53,83,67,44,406,0,0,0,0,0,0,7,10,29,45,66,14,158,0,0,0,0,3,5,0,0,0,0,0,0,15,0,0,0,0,0,4,24,25,37,21,54,8,163,0,0,0,0,0,0,0,3,3,3,12,0,21,0,0,0,0,0,9,22,49,10,39,16,14,157,0,0
LGA53290,29,6,318,0,5,0,5,3,22,24,7,5,0,3,0,71,0,0,0,6,3,16,76,46,32,21,24,10,241,0,0,0,0,0,7,14,3,5,0,4,3,45,0,0,0,4,5,35,34,24,6,3,6,8,130,0,0,0,15,16,25,22,5,5,0,0,6,88,0,0,0,9,3,0,4,0,0,0,0,0,21,0,0,0,0,0,4,3,0,0,0,0,3,21,14,8,9,58,124,78,59,16,3,6,7,18,398,0,0,0,3,5,3,0,0,0,0,0,114,124,16,14,8,93,164,209,300,175,125,102,81,173,1459,0,0,0,0,0,13,25,39,46,56,53,35,278,0,0,0,5,0,5,11,6,10,0,3,7,50,0,0,0,5,0,31,141,88,93,65,55,38,513,0,0,0,3,0,8,5,10,7,11,7,9,65,0,0,0,6,3,44,103,52,11,20,7,23,269,0,0
LGA53360,8,0,69,0,0,0,0,0,4,4,4,0,0,5,0,14,0,0,0,0,0,3,17,9,9,3,10,0,55,0,0,0,0,0,0,5,3,4,0,0,0,15,0,0,0,0,0,3,4,4,0,8,0,3,25,0,0,0,0,0,7,0,4,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,11,15,3,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,7,32,40,56,38,39,27,25,35,300,0,0,0,3,0,0,9,12,10,10,7,3,58,0,0,0,0,0,4,4,6,0,0,6,0,19,0,0,0,0,0,0,21,13,20,11,10,7,90,0,0,0,0,0,0,5,6,3,0,5,0,17,0,0,0,0,0,10,14,6,4,3,6,4,44,0,0
LGA53430,229,14,745,0,0,0,3,6,33,50,21,10,13,20,0,164,0,0,0,0,0,29,112,71,93,78,81,10,471,0,0,0,0,0,0,12,9,10,14,17,0,67,0,0,0,3,4,45,91,46,29,42,45,18,322,0,5,11,28,27,52,62,22,18,11,12,8,249,0,0,0,0,0,8,12,4,0,0,4,3,38,0,0,0,0,0,0,4,0,4,4,5,0,15,30,8,19,111,194,201,131,45,15,23,33,30,843,0,0,0,0,3,0,6,0,0,0,0,282,291,32,14,31,152,241,376,527,348,288,390,451,365,3213,0,0,0,0,3,3,24,33,48,107,188,42,450,0,0,0,0,4,13,38,25,23,25,19,16,164,0,0,0,0,4,16,129,125,147,172,249,52,899,0,0,0,0,0,4,14,11,19,31,43,8,121,0,0,0,0,8,28,110,102,34,108,75,24,490,0,0
LGA53570,0,3,83,3,0,0,0,3,7,8,3,0,0,0,0,31,0,0,0,0,4,8,38,13,11,5,5,0,84,0,0,0,0,0,0,4,3,4,4,0,0,12,0,0,0,4,4,28,27,10,0,4,0,0,75,0,5,8,13,11,13,14,4,0,0,0,0,64,0,0,0,0,0,3,3,0,0,3,0,0,10,0,0,0,0,0,3,4,0,0,0,0,0,15,15,5,3,52,81,66,37,11,0,0,7,16,297,0,0,0,0,0,0,0,0,0,0,0,60,63,24,12,10,74,109,136,149,56,34,29,28,83,738,0,0,0,4,3,3,20,21,15,14,0,11,84,0,0,0,0,0,9,4,3,3,0,0,8,21,0,0,0,0,0,13,31,14,15,12,17,10,107,0,0,0,0,0,4,0,10,4,6,0,7,17,0,0,0,0,0,19,26,14,3,10,3,5,86,0,0
LGA53640,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,11,3,5,3,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,4,6,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,9,3,0,4,7,7,26,24,14,13,3,16,12,135,0,0,0,0,0,0,3,3,3,5,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,17,3,4,0,0,0,34,0,0
LGA53710,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,9,4,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,13,7,4,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,10,21,20,20,23,11,8,10,8,130,0,0,0,0,0,0,0,0,3,4,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,9,3,12,3,5,3,45,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,5,9,5,3,0,0,6,25,0,0
LGA53780,150,23,2018,5,4,0,10,38,118,144,56,24,14,17,6,431,0,0,0,11,11,130,524,309,192,105,59,25,1373,0,0,0,3,0,22,46,44,31,29,18,8,205,4,0,4,25,77,384,471,170,39,59,31,27,1295,0,12,39,121,121,242,113,23,16,10,6,15,711,0,0,3,7,11,29,39,4,0,5,4,12,120,0,0,0,0,0,6,19,9,8,5,3,6,62,218,58,86,433,1031,720,295,46,24,16,12,140,3064,8,0,0,9,27,13,4,0,0,0,0,629,693,238,77,134,621,1320,1703,2039,1279,745,625,300,898,9983,0,0,0,0,6,37,299,509,538,680,472,209,2754,0,0,3,20,21,96,176,90,56,53,29,37,570,4,0,3,11,9,169,1071,805,638,517,334,208,3776,0,0,3,0,7,21,121,112,103,102,62,27,561,3,0,12,53,118,699,1336,748,218,289,148,211,3840,0,3
LGA53800,87,21,808,0,0,3,10,12,34,32,23,9,4,10,5,138,0,0,0,4,11,46,170,125,76,59,33,12,543,0,0,0,0,4,10,25,21,13,18,9,5,100,0,0,0,18,30,93,132,64,22,33,15,18,423,0,5,10,43,54,83,52,21,7,6,8,11,298,0,0,0,5,6,14,17,5,0,3,8,6,72,0,0,0,0,0,0,6,3,3,5,4,3,36,44,30,26,158,384,266,144,30,9,17,19,73,1199,0,0,0,4,4,5,6,0,0,0,0,395,421,54,38,45,250,502,574,754,462,309,320,198,536,4034,0,0,0,4,0,9,81,116,123,197,122,80,727,0,0,0,0,4,28,39,24,17,16,16,9,145,0,0,0,0,0,32,295,232,206,169,136,96,1164,0,0,4,0,0,5,35,32,33,40,35,22,211,0,0,0,12,14,106,248,151,44,55,40,49,727,3,0
LGA53920,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,27,4,8,0,0,0,0,0,5,50,0,6,0,0,0,0,0,0,0,0,0,4,15,6,13,8,29,6,19,6,14,11,16,9,13,140,0,0,0,0,0,0,0,3,3,3,0,0,20,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,8,5,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,3,23,0,0
LGA53990,61,7,483,0,0,8,3,9,42,29,13,10,6,5,0,123,0,0,0,0,4,31,120,83,74,43,31,11,398,0,0,0,0,0,6,19,16,19,10,10,5,68,0,0,0,0,11,57,95,46,3,27,7,9,257,0,6,10,29,26,68,40,11,4,0,4,3,204,4,0,0,0,9,12,15,4,3,0,0,4,53,0,0,0,0,0,8,9,8,5,0,0,0,31,31,22,22,136,298,240,131,25,10,9,3,48,987,0,0,0,5,0,5,0,0,0,0,0,232,250,39,26,35,180,367,471,538,312,216,216,134,324,2861,4,0,0,0,0,5,52,92,84,140,102,62,547,0,0,0,0,0,6,34,16,15,14,9,15,100,0,0,4,3,3,28,231,206,192,154,112,87,1022,0,0,0,0,0,3,27,31,24,33,14,13,152,0,0,0,5,10,93,248,168,45,68,30,41,706,0,0
LGA54060,4,0,51,0,0,0,0,6,6,3,3,0,0,0,0,24,0,0,0,0,0,15,21,11,5,6,0,3,67,0,0,0,0,0,0,0,6,0,3,4,0,15,0,0,0,0,0,8,11,8,0,4,0,0,40,0,0,0,5,6,8,7,5,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,7,4,0,3,29,74,52,33,6,4,4,5,13,229,0,0,0,0,0,0,0,0,0,0,0,53,64,7,3,4,39,93,99,91,49,19,31,23,72,537,5,0,0,0,6,0,3,12,10,8,4,14,63,0,0,0,0,0,5,0,4,5,0,3,5,24,0,0,0,0,0,3,23,15,16,6,9,5,86,0,0,0,0,0,0,4,3,3,4,3,0,14,0,0,0,0,0,0,22,11,3,12,0,5,55,0,0
LGA54130,7,3,53,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,12,6,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,10,17,18,32,19,8,17,3,6,134,0,0,0,0,0,0,3,4,0,4,4,6,28,0,0,0,0,0,0,4,0,0,0,0,5,7,0,0,0,0,0,3,17,0,4,3,3,4,36,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,5,8,0,0,0,0,23,0,0
