LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA54280,71,341,49,344,63,27,49,966,0,0,3,3,4,9,11,0,8,5,5,8,53,0,0,0,0,0,12,20,3,15,3,0,17,74,0,0,0,0,0,0,5,4,3,12,7,4,44,0,0,12,21,11,22,10,6,8,0,3,19,111,0,0,0,0,0,0,5,0,3,0,0,343,356,5,3,18,35,36,153,682,387,717,658,276,606,3579,0,4,5,11,34,95,105,31,40,20,9,41,392,0,3,15,28,46,43,19,0,3,3,0,7,163,0,0,0,3,4,0,11,3,4,0,0,8,35,0,0,27,8,5,4,0,0,0,0,0,0,42,15,16,73,70,33,47,32,7,11,3,0,43,346,0,0,3,0,0,6,0,0,0,0,0,37,45,17,22,119,124,120,190,175,43,56,26,9,134,1023,46,32,177,300,238,562,1279,783,1082,1206,470,1090,7259,6,0,0,0,0,16,67,156,167,282
LGA54310,22,90,29,324,60,25,37,589,0,0,5,4,0,3,11,0,12,0,5,3,36,0,0,0,0,0,4,6,0,31,3,4,4,50,0,0,0,0,0,0,4,0,8,8,13,6,35,4,0,8,7,0,7,3,0,0,6,0,7,38,0,0,0,0,5,0,0,0,3,0,0,161,174,4,4,15,13,7,41,190,134,594,531,408,321,2272,0,0,0,3,3,21,41,9,40,22,13,21,181,0,0,5,4,8,8,3,3,0,3,0,6,49,0,0,0,0,0,5,5,0,0,0,0,3,11,0,5,8,3,4,0,0,0,0,0,0,0,24,9,4,31,21,13,4,12,0,3,0,0,14,113,0,0,0,4,0,0,0,0,0,0,0,17,24,10,6,42,41,26,44,60,11,45,24,14,57,398,26,16,70,86,55,134,385,282,858,986,765,550,4206,0,0,0,0,0,4,36,80,98,205
LGA54340,25,26,4,6,0,0,6,75,0,0,0,7,0,3,4,0,0,0,0,0,23,0,0,0,0,7,7,6,0,0,0,0,3,28,0,0,0,0,0,7,19,8,0,0,0,5,35,0,0,3,12,10,16,15,0,0,0,0,7,56,0,0,0,0,0,0,4,0,0,0,0,43,48,5,0,12,27,22,84,126,48,15,30,11,90,467,0,0,0,4,5,4,4,0,0,0,0,0,20,0,0,10,12,8,5,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,3,0,4,0,0,0,0,0,0,17,3,0,19,21,11,10,6,0,0,0,0,10,72,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,27,40,26,20,12,0,3,0,0,24,161,21,0,53,145,82,184,219,92,45,48,12,156,1063,0,0,0,0,0,0,36,20,16,18
LGA54410,5,8,3,0,0,0,5,22,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,3,7,8,29,29,11,3,0,4,30,130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,8,0,0,0,0,0,0,41,3,3,17,46,27,62,54,23,10,6,7,55,309,0,0,0,3,0,0,11,8,3,8
LGA54480,4,6,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,4,8,4,17,17,4,0,0,3,20,69,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,0,9,8,10,24,34,18,5,0,3,24,151,0,0,0,0,0,0,4,0,0,0
LGA54550,18,13,0,6,0,0,5,45,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,7,14,10,49,53,15,18,14,9,39,220,0,0,0,5,0,4,0,0,0,0,0,5,15,0,0,0,7,0,4,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,11,9,0,4,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,12,9,6,0,0,0,0,10,62,8,3,22,80,37,105,120,40,22,26,12,75,550,0,3,0,0,0,6,21,15,9,10
LGA54620,6,3,0,0,0,0,0,19,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,3,8,11,21,31,0,4,0,0,19,96,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,0,0,0,0,5,22,0,3,10,31,26,43,48,10,11,9,0,45,236,0,0,0,0,0,5,17,10,4,10
LGA54690,3,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,13,11,4,3,0,0,7,51,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,13,0,0,7,18,16,23,15,6,7,3,0,17,119,0,0,0,0,0,0,3,3,0,0
LGA54760,6,11,0,3,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,4,19,31,7,5,8,0,20,104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,11,6,0,6,21,16,39,58,13,12,8,0,43,223,0,0,0,0,0,3,9,8,5,8
LGA54830,214,320,47,131,20,11,55,847,0,0,4,12,23,37,35,6,11,3,0,15,145,0,0,0,0,5,26,35,3,7,3,0,11,96,0,0,0,0,0,3,10,6,5,3,3,3,39,8,0,16,47,29,52,42,7,8,4,0,37,254,0,0,0,0,0,0,9,0,0,0,0,359,369,19,4,23,68,99,468,917,436,372,270,80,639,3395,4,0,0,20,39,110,120,31,25,8,0,47,399,0,0,29,70,65,58,30,5,3,0,0,22,285,0,0,3,11,7,8,9,0,0,0,0,4,38,5,3,20,30,14,4,8,0,0,0,0,7,87,12,13,116,168,86,93,47,6,7,5,0,67,625,0,0,0,0,0,4,0,0,0,0,0,31,39,25,16,171,288,204,280,217,39,38,15,3,179,1474,66,28,241,748,493,1128,1691,830,581,453,122,1120,7500,0,0,0,0,0,17,158,275,192,162
LGA54900,10,13,0,4,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,0,3,8,6,34,45,11,8,7,3,32,152,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,3,0,0,0,0,6,24,18,0,20,24,17,60,85,38,20,6,6,63,363,0,0,0,0,3,8,6,18,4,5
LGA54970,5,3,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,14,10,6,8,5,0,0,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,6,3,0,0,0,0,6,31,4,0,15,30,14,19,16,15,6,7,0,18,139,0,0,0,0,0,0,3,0,0,4
LGA55040,0,11,0,21,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,19,4,0,0,0,0,7,24,22,39,20,7,25,142,0,0,0,0,0,3,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,6,5,4,10,0,0,0,0,9,33,4,3,0,14,12,12,52,40,50,41,4,49,286,0,0,0,0,0,0,3,5,3,9
LGA55110,248,588,108,437,84,31,100,1664,3,3,12,35,29,89,81,18,18,9,0,25,318,0,0,0,0,10,28,54,13,48,19,3,27,198,0,0,0,0,0,6,6,9,18,11,10,17,85,7,6,19,80,67,109,72,14,10,16,0,65,465,0,0,0,0,4,4,10,0,5,0,0,999,1026,25,12,47,157,169,676,1568,810,1005,779,257,1505,7005,3,0,15,35,72,199,206,48,55,28,4,102,767,0,5,73,195,174,182,60,20,5,0,0,80,785,0,0,5,14,7,18,14,5,9,6,0,23,94,0,8,60,61,20,21,11,3,3,0,0,22,209,31,31,222,350,196,176,76,20,9,8,0,110,1214,3,0,6,0,0,0,0,0,0,0,0,40,57,45,49,376,655,463,600,365,95,75,42,4,373,3140,180,79,676,2627,1610,2929,3255,1513,1624,1322,471,2904,19189,5,3,0,5,5,27,186,238,198,287
LGA55180,60,61,5,11,3,0,9,161,0,0,3,14,5,18,5,5,0,0,0,4,56,0,0,0,3,3,6,8,0,3,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,5,20,10,16,7,3,0,0,0,9,59,0,0,0,0,0,0,0,0,0,0,0,93,98,0,3,13,49,48,193,271,106,71,51,19,160,995,0,0,0,0,13,25,19,0,7,0,0,3,75,0,0,5,40,24,13,0,0,0,0,0,12,97,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,12,3,0,0,0,0,0,0,0,0,23,3,4,30,40,17,25,9,0,0,0,0,11,137,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,55,91,50,67,35,5,7,4,0,38,350,21,7,112,360,205,478,532,197,117,92,26,337,2482,0,0,0,7,4,17,62,48,32,29
LGA55250,9,0,0,4,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,13,13,4,0,0,13,4,22,5,7,4,0,0,14,68,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,9,6,5,0,0,0,0,0,12,44,3,0,8,24,14,30,24,17,6,8,6,42,194,0,0,0,0,0,0,3,0,0,5
LGA55320,201,558,127,1015,273,153,181,2581,7,4,17,24,30,84,103,29,49,54,26,39,468,3,0,4,6,3,14,30,4,57,17,14,20,172,0,0,0,4,0,6,7,17,16,25,24,24,126,20,7,25,54,43,115,150,61,49,50,23,97,690,0,0,0,0,0,10,10,8,6,0,4,1126,1160,57,18,60,119,151,654,1738,1235,2245,2426,1577,2090,12366,0,0,10,27,53,199,346,86,174,78,13,147,1139,0,8,31,116,128,200,147,37,26,14,7,95,822,0,0,4,13,6,16,19,5,9,4,4,15,82,9,8,30,19,18,18,4,3,5,0,0,10,121,63,35,113,176,106,224,154,38,46,23,6,110,1095,0,0,4,0,0,0,0,0,0,0,0,26,42,76,55,199,358,310,660,672,171,260,128,27,395,3295,248,83,467,1498,1167,2873,3979,2410,3432,3718,2293,3382,25544,0,0,0,3,0,19,137,282,320,521
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,3,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,0,0,0,20,0,0,10,14,12,10,3,0,0,3,0,10,68,0,0,0,0,0,0,0,0,0,0
LGA55460,14,29,4,12,5,0,4,73,0,0,0,6,0,4,4,0,0,0,0,0,13,0,0,0,0,0,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,5,3,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,3,13,15,48,86,46,31,29,3,67,344,0,0,0,0,3,8,3,5,5,0,0,9,31,0,0,6,6,4,3,4,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,8,12,4,4,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,11,29,8,15,4,5,5,0,0,17,101,13,3,23,91,47,123,178,89,62,52,14,134,814,0,0,0,0,5,4,21,26,9,20
LGA55530,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,18,5,3,4,3,4,51,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,6,17,0,0,8,14,8,24,26,13,12,4,6,20,127,0,0,0,0,0,0,6,3,4,0
LGA55600,15,24,3,0,0,0,5,52,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,20,20,4,4,3,16,8,45,89,30,20,12,5,56,292,0,0,0,0,0,8,3,0,0,0,0,0,14,0,0,0,4,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,6,8,5,7,0,0,0,0,9,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,16,19,11,10,5,0,0,0,14,95,9,4,26,66,36,95,158,71,45,24,6,109,659,0,0,0,0,0,5,20,21,13,4
LGA55670,9,10,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,3,4,13,27,7,0,6,10,22,93,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,5,6,0,0,0,0,4,31,5,0,8,25,9,37,45,9,3,15,7,34,205,0,0,0,0,0,0,4,0,3,3
LGA55740,11,25,5,105,35,23,13,228,0,0,0,3,0,3,7,3,8,9,7,4,44,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3,3,0,13,6,0,3,3,3,6,7,3,9,3,3,3,47,0,0,0,0,0,0,0,0,0,0,0,88,88,8,0,0,13,9,38,90,47,173,193,195,153,918,0,0,0,0,6,13,20,3,20,10,0,15,84,0,0,11,17,3,10,14,0,7,0,0,9,74,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,17,12,13,17,8,6,7,5,0,13,106,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,29,26,22,38,46,6,42,9,5,40,283,30,5,52,85,73,169,241,154,295,308,309,293,2021,0,0,0,0,0,0,16,26,28,37
LGA55810,0,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,3,11,0,4,0,0,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,4,28,4,0,14,19,10,17,21,4,5,0,3,21,123,0,0,0,0,0,3,3,0,5,4
LGA55880,3,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,16,16,7,0,3,4,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,8,8,0,4,7,13,27,29,16,7,9,4,11,135,0,0,0,0,0,5,7,6,3,0
LGA55950,0,5,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,11,17,9,3,5,0,13,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,5,0,8,27,15,21,31,12,8,7,3,23,155,0,0,0,0,0,3,10,4,0,5
