LGA_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
LGA56090,0,0,0,5,4,0,0,0,0,0,4,11,0,5,21,0,7,6,12,22,6,5,5,9,19,0,26,0,8,39,8,59,18,14,97,13,58,11,14,97,0,19,3,7,26,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,37,189,35,75,340,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,6,3,8,18,0,3,4,7,8,0,18,4,4,29,5,30,14,18,62,10,74,14,26,125,17,22,7,12,53,3,3,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,42,180,44,79,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,0,5,0,0,9,3,11,0,8,28,6,37,10,26,79,23,63,20,26,129
LGA56160,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,0,5,0,0,5,0,8,0,3,14,0,16,4,0,24,0,25,6,5,38,4,32,8,7,50,3,49,3,5,64,7,8,3,3,17,0,5,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,19,147,19,38,221,0,6,0,0,4,0,0,0,0,0,0,7,0,0,9,0,6,0,7,14,0,9,0,7,9,4,19,7,5,41,10,61,10,18,98,22,54,11,13,96,0,4,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,7,33,169,30,59,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,9,0,5,0,8,17,4,25,6,9,38,16,84,11,26,136,4,47,8,15,80
LGA56300,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,6,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,0,0,0,0,6
LGA56370,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,4,0,0,6,0,19,0,3,24,0,15,0,6,25,0,13,0,6,17,0,15,0,3,16,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,6,75,7,20,105,0,3,0,0,3,0,0,0,0,0,0,10,0,4,11,0,11,0,8,16,0,13,0,4,21,3,20,0,6,31,3,16,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,74,8,28,115,0,0,0,0,0,0,0,0,0,0,0,9,3,3,12,0,0,0,3,6,0,3,0,0,8,3,15,3,9,30,5,16,6,3,27,3,6,0,0,11
LGA56580,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,3,6,4,10,0,3,0,5,10,0,4,0,3,9,3,10,0,3,15,5,11,8,5,24,3,11,11,3,25,3,0,4,0,8,6,3,0,0,9,0,4,0,0,8,3,0,0,0,4,0,0,3,4,11,0,0,0,0,4,24,53,31,30,137,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,9,0,0,6,10,16,0,8,8,5,22,5,7,9,0,22,0,5,7,0,13,0,0,4,0,13,0,0,0,0,7,0,6,4,0,15,0,0,6,0,5,20,50,42,29,145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,5,0,0,0,0,0,0,0,4,0,7,0,6,0,3,9,0,10,3,3,26
LGA56620,5,56,0,18,79,0,9,0,3,9,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,0,25,99,0,42,3,22,72,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,7,28,4,64,3,27,103,9,37,3,18,63,9,15,0,6,29,0,5,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,17,5,0,23,0,27,0,5,30,0,20,4,8,32,4,20,0,7,29,4,20,0,6,40,0,22,0,3,27,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,17,138,8,32,197,0,0,0,0,3,0,4,0,0,4,0,10,5,4,23,5,21,0,10,38,0,19,0,3,24,6,29,3,4,37,6,39,5,12,59,0,21,4,9,35,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,26,147,14,48,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18,0,9,28,5,14,0,4,23,11,32,3,9,56,13,29,10,17,67,12,14,3,7,36
LGA56790,0,0,0,0,0,0,4,0,0,4,0,5,3,3,10,0,9,0,0,14,0,4,0,0,3,0,5,0,0,7,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,6,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,4,15,0,4,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,3,4,7,11,0,9,0,0,10,0,0,0,0,4
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,0,0,0,0,0,0,0,0,0,6,0,6,0,4,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,9,0,0,10,5,13,3,11,31,0,6,10,11,27,0,8,0,3,27,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,6,12,58,26,45,136,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,7,0,4,0,5,13,0,5,0,8,13,0,28,8,11,43,0,21,11,10,42,0,15,15,14,36,0,3,3,4,8,0,0,0,0,3,0,0,0,0,8,0,3,0,0,3,0,0,0,0,6,3,97,44,56,202,0,4,0,0,4,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,4,6,5,11,5,16,0,8,31,4,39,22,30,99
LGA57140,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,11,0,0,10,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,0,0,5,0,11,0,0,10,0,18,0,3,22,0,20,0,4,27,0,6,0,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,61,3,15,79,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,13,3,4,19,0,12,0,0,19,0,13,3,0,23,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,14,5,73,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,0,4,14,0,5,0,4,6,0,16,3,4,26,0,8,0,0,15,0,3,0,0,6
LGA57280,0,25,0,9,38,0,18,3,3,27,8,29,3,6,50,0,17,3,10,34,4,4,0,4,7,0,8,0,5,13,0,9,3,4,7,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,6,28,0,13,3,8,20,11,145,23,61,240,0,19,4,8,35,0,3,0,0,3,0,31,5,7,47,4,27,4,3,35,0,18,3,9,30,4,19,4,6,23,7,17,0,4,32,3,21,5,5,33,3,7,5,9,19,0,5,0,0,3,0,6,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,7,26,23,186,20,63,299,0,28,3,8,42,0,10,0,0,8,0,25,5,13,47,4,15,4,10,33,6,15,3,5,24,0,21,3,5,35,9,32,3,8,51,7,24,3,10,40
LGA57350,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,23,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,19,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,8,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,0,0,3,0,0,6,0,3,0,0,8,0,0,0,0,0
LGA57490,0,5,5,3,8,5,25,3,9,44,22,54,6,24,107,6,67,11,40,127,4,76,13,22,122,18,251,30,66,361,74,564,72,131,843,46,261,33,64,406,6,21,5,6,37,0,4,0,3,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,32,12,13,57,183,1369,191,383,2131,0,0,0,0,0,0,0,0,0,4,0,32,8,15,58,14,42,12,21,81,8,34,0,13,60,3,99,17,39,155,40,477,46,124,690,181,738,121,204,1244,17,96,10,26,154,0,7,0,4,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,25,4,14,42,270,1553,228,464,2507,0,0,3,3,15,0,0,0,0,4,0,21,6,8,38,4,52,9,30,89,8,65,8,25,105,22,143,20,60,246,87,615,98,210,1012,170,680,126,194,1171
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,4,0,4,10,0,10,0,0,9,0,20,4,4,26,6,28,5,6,42,6,52,3,15,70,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,12,14,127,15,32,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,13,0,24,7,7,43,14,102,14,17,146,8,18,0,11,33,0,0,0,3,9,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,23,168,25,44,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,3,7,0,4,0,4,12,5,50,0,11,70,22,152,15,27,216
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,0,3,0,0,9,0,20,0,12,39,5,46,6,20,80,6,22,4,13,45,4,3,3,9,25,0,14,10,14,31,8,46,15,29,102,3,57,27,32,122,3,22,21,11,56,0,13,11,6,27,0,6,3,4,12,0,0,7,0,4,0,5,0,0,3,0,4,0,0,4,0,18,6,3,22,34,279,105,161,581,0,0,0,4,3,0,0,0,3,7,3,28,8,16,51,0,29,3,17,50,0,13,5,15,34,3,9,12,11,30,7,41,18,16,82,11,72,25,34,140,10,42,27,14,88,4,18,12,12,43,0,7,9,5,18,0,3,0,0,3,0,4,0,0,6,0,0,0,5,8,0,9,5,4,19,48,265,126,155,596,0,0,0,0,0,0,0,0,0,5,0,17,0,14,28,5,31,8,7,51,6,11,0,8,24,3,16,10,17,47,10,57,15,41,118,15,76,25,54,162
LGA57910,0,23,4,20,50,5,103,18,41,166,25,137,31,64,263,20,85,25,89,216,8,71,23,48,154,26,176,36,104,346,83,515,111,216,919,80,468,138,199,879,26,92,34,50,197,8,34,17,7,61,0,5,4,3,24,0,9,7,4,20,0,0,0,0,0,0,6,0,5,13,7,44,10,39,101,293,1771,467,877,3405,0,5,0,6,15,4,9,5,15,32,12,94,28,67,194,18,116,27,61,218,8,48,22,49,123,13,84,23,73,184,33,368,76,175,654,94,630,166,274,1170,42,195,88,99,426,17,55,28,31,128,11,22,14,10,53,7,13,6,5,24,0,8,9,3,14,6,5,0,0,10,6,34,16,32,91,264,1675,502,896,3339,0,5,0,6,16,0,10,3,10,28,7,55,18,42,118,17,102,38,71,229,12,62,21,37,135,21,167,31,114,327,64,501,106,264,934,92,663,175,307,1245
LGA57980,0,0,0,0,0,0,4,4,5,9,0,5,3,3,10,0,5,0,0,6,0,0,0,0,3,0,0,3,0,9,6,8,3,0,17,3,22,8,0,32,4,18,10,12,40,0,3,3,5,16,0,0,4,0,8,0,5,4,0,8,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,10,66,49,33,167,0,0,0,0,4,0,0,0,0,0,0,8,3,0,8,0,0,0,4,0,0,0,0,4,4,0,0,0,0,9,0,9,0,4,13,0,27,6,3,37,4,22,9,5,33,0,16,4,7,29,6,19,8,0,25,0,0,0,3,4,4,4,0,0,7,0,0,0,0,4,0,6,4,0,9,9,107,39,33,184,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,4,0,0,0,0,4,0,3,6,5,10,0,18,0,4,28,0,19,8,8,38
