LGA_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
LGA55810,58,0,0,20,0,77,17,0,0,0,0,21,6,0,0,0,0,6,31,0,0,0,0,31,0,0,0,0,0,0,30,0,0,0,0,30,12,0,0,0,0,12,0,0,0,0,0,0,80,0,0,0,0,86,21,0,0,0,0,21,16,0,0,0,0,18,193,0,0,25,6,223,45,0,0,30,0,79,24,0,0,3,0,30,0,0,0,0,0,0,11,3,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,12,12,0,0,3,0,13,0,0,0,0,0,0,38,0,0,3,0,45,14,0,0,0,0,15,56,0,0,14,0,72,177,6,0,53,8,242,60,0,0,18,0,82,17,0,0,3,0,16,0,0,0,0,0,0,17,0,0,0,0,16,7,0,0,0,0,7,11,0,0,3,0,11,15,0,0,3,0,21,0,0,0,0,0,0,43,6,0,6,0,55,22,0
LGA55880,90,0,0,3,0,98,37,0,0,0,0,37,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,11,0,0,0,0,11,4,0,0,3,0,9,0,0,0,0,0,0,36,0,0,3,0,34,28,0,0,0,0,28,6,0,0,0,0,6,194,0,0,7,0,201,88,0,0,9,0,98,31,0,0,0,0,34,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,11,15,0,0,0,0,12,0,0,0,0,0,0,32,0,0,0,0,39,34,6,0,0,0,31,18,0,3,3,0,26,209,5,3,8,0,228,83,0,0,4,4,88,23,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,10,3,0,0,0,0,5,10,0,0,0,0,10,13,4,0,0,0,12,0,0,0,0,0,0,35,6,0,0,0,40,22,0
LGA55950,93,0,0,5,0,101,46,0,0,4,0,43,0,0,0,0,0,0,7,6,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,11,3,4,0,0,0,8,0,0,0,0,0,0,26,10,0,0,0,39,20,0,0,0,0,22,4,0,0,0,0,3,190,17,0,8,0,212,95,0,0,5,0,104,42,0,0,0,0,42,0,0,0,0,0,0,14,4,0,0,0,16,0,4,0,0,0,4,9,0,0,0,0,14,10,4,0,4,0,12,0,0,0,0,0,0,29,7,0,6,0,37,23,0,0,0,0,26,15,0,0,4,0,17,204,10,0,9,0,222,105,0,0,5,0,110,36,0,0,0,0,36,3,0,0,0,0,3,11,0,0,0,0,11,7,0,0,0,0,7,11,0,0,0,0,11,14,0,0,3,0,15,5,0,0,0,0,5,47,0,0,3,0,51,29,0
LGA56090,4520,100,25,9,0,4653,5672,71,6,4,0,5750,596,49,3,0,0,650,56,43,34,0,3,135,28,0,0,0,0,28,563,34,15,0,0,612,44,0,0,0,0,41,5,0,0,0,0,5,1291,133,53,0,3,1478,181,6,8,4,0,199,740,19,10,24,0,791,12402,334,95,38,4,12872,4669,148,4,22,7,4851,6108,64,3,8,10,6201,603,59,7,0,0,670,43,74,8,0,0,127,4,17,0,0,0,25,498,55,3,0,0,564,33,3,0,0,0,36,3,0,0,0,0,7,1196,209,19,5,3,1428,145,21,0,0,0,168,710,37,7,9,6,771,12823,480,34,46,28,13407,5105,156,7,7,5,5280,6452,62,6,0,0,6519,629,84,0,0,0,711,35,94,0,0,0,129,13,21,0,0,0,29,515,50,0,4,8,572,53,0,0,0,0,58,3,0,0,0,0,8,1231,254,4,6,9,1510,145,22
LGA56160,3,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,13,10,0,0,0,0,11,4,0,0,0,0,3,40,0,0,0,0,45,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,13,0,0,0,7,19,4,0,0,4,5,8,35,0,0,7,14,56,0,0,0,8,0,14,3,0,0,3,0,4,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,9,0,0,0,3,0,4,0,0,0,12,0,14,0,0,0,0,0,0,5,4,0,19,9,34,9,0
LGA56230,1711,30,17,120,0,1875,1885,14,12,16,0,1928,392,17,19,0,0,423,60,25,6,0,0,89,15,0,0,0,0,16,299,13,13,4,0,327,60,9,0,35,0,105,6,0,0,0,0,10,828,65,30,44,0,974,233,20,7,8,0,265,321,22,7,39,0,394,4980,146,75,227,5,5430,1841,172,4,126,8,2149,2298,20,3,17,7,2345,548,42,5,4,0,601,26,44,0,0,0,69,9,8,3,0,0,20,353,23,5,4,0,382,44,8,0,35,0,83,7,0,0,0,0,4,983,121,14,42,0,1162,219,32,0,11,0,256,415,61,0,124,3,600,5753,396,23,310,22,6510,2196,73,3,144,4,2424,2625,21,0,13,6,2661,579,36,5,5,0,624,27,35,3,0,0,64,8,13,4,0,0,24,412,26,6,8,3,442,62,3,0,38,3,112,12,0,0,0,0,8,1091,113,10,49,6,1277,224,51
LGA56300,236,0,0,18,0,250,123,0,0,5,0,133,20,0,0,0,0,19,8,3,0,0,0,13,0,4,0,0,0,4,31,0,0,4,0,32,27,0,0,3,0,32,0,0,0,0,0,0,88,7,0,6,0,99,35,0,0,3,0,39,27,0,0,9,0,30,501,6,0,46,0,556,229,0,0,8,0,242,145,0,0,8,0,155,52,0,0,0,0,54,7,0,0,0,0,7,0,0,0,0,0,0,29,0,0,0,0,28,6,0,0,0,0,5,0,0,0,0,0,0,96,0,0,5,0,104,19,0,0,4,0,21,49,0,0,9,0,59,545,0,0,27,0,579,303,5,6,14,0,321,163,0,0,0,0,165,47,0,0,0,0,49,11,3,0,0,0,8,0,0,10,0,0,8,30,0,0,0,0,29,17,0,0,0,0,19,0,0,0,0,0,0,100,3,13,3,0,125,20,0
LGA56370,148,0,0,0,0,155,62,0,0,0,0,62,0,0,0,0,0,0,5,8,7,0,0,15,0,0,5,0,0,0,26,0,0,0,0,30,15,5,0,0,0,16,0,0,0,0,0,0,45,13,5,0,0,63,32,0,0,0,0,32,14,0,0,0,0,19,306,13,8,0,0,326,148,0,0,0,0,151,56,0,0,0,0,60,0,0,0,0,0,0,11,0,0,0,0,11,8,0,0,0,0,7,22,0,0,0,0,27,10,0,0,0,0,10,0,0,0,0,0,0,49,0,0,0,0,56,23,0,0,0,0,23,38,0,0,0,0,39,315,6,0,0,0,326,148,0,0,0,0,154,50,0,0,0,0,52,3,0,0,0,0,3,4,6,0,0,0,11,0,5,0,0,0,5,19,0,0,0,0,21,12,0,0,0,0,18,0,0,0,0,0,0,35,19,0,0,0,62,22,0
LGA56460,598,7,10,3,0,620,569,5,0,0,0,570,120,12,23,0,0,162,103,37,28,0,0,170,9,0,20,0,0,26,91,3,3,0,0,104,42,3,7,0,0,59,3,0,3,0,0,6,369,57,89,4,0,518,40,0,11,5,0,57,85,8,7,0,0,99,1653,72,125,10,3,1862,590,11,0,21,0,623,549,4,0,4,0,558,138,21,7,0,0,164,69,39,0,3,0,112,0,0,0,16,0,21,143,7,0,3,0,152,42,5,0,3,0,51,3,0,0,0,0,3,399,70,10,24,0,503,43,0,0,14,0,60,190,29,0,9,0,236,1773,119,14,76,7,1986,653,19,0,3,0,682,517,0,0,0,0,521,142,18,5,0,0,174,94,36,0,0,0,132,11,15,0,0,0,32,160,8,0,0,0,171,35,4,0,0,0,42,3,5,0,0,0,12,454,93,5,0,0,552,57,16
LGA56580,2802,208,86,0,4,3098,1873,95,42,0,0,2012,596,114,110,0,0,819,63,44,33,0,0,141,0,7,14,0,0,19,325,51,47,4,0,430,115,9,5,0,0,136,0,3,5,0,0,10,1098,234,215,4,0,1553,122,43,79,0,0,250,200,44,46,0,0,295,6096,627,468,6,3,7204,2752,319,101,0,0,3174,1921,216,67,0,0,2208,575,165,105,0,0,847,44,66,20,0,0,136,0,24,10,0,0,39,240,41,35,0,0,317,72,15,4,0,0,99,0,4,0,0,0,8,938,323,182,0,0,1444,82,36,71,0,0,188,232,49,62,0,7,353,5923,951,481,5,8,7367,3038,311,99,0,0,3452,2050,169,68,0,0,2284,643,176,150,0,0,980,40,84,10,0,0,131,0,30,24,0,0,60,209,71,51,0,0,327,138,18,6,0,0,165,0,3,0,0,0,6,1034,384,245,0,0,1663,85,43
LGA56620,0,0,0,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,186,0,3,0,0,187,39,0,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,220,0,8,3,0,229,87,0,8,4,6,104,13,0,3,3,0,24,325,0,20,22,11,376,3,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,188,0,3,0,0,191,12,0,0,0,0,12,0,0,0,0,0,0,6,0,3,0,0,16,0,0,0,0,0,0,205,0,6,0,0,217,66,0,8,0,0,75,64,0,18,8,0,87,338,0,31,28,4,402,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,211,3,0,0,5,221,29,0,0,0,0,28,0,0,0,0,4,4,18,9,0,4,8,31,7,0,0,0,0,7,267,6,0,3,13,294,39,11
LGA56730,1249,8,9,53,4,1321,1387,8,4,6,0,1413,231,10,25,0,0,264,151,28,70,0,0,254,4,0,3,0,0,12,222,3,10,5,0,239,66,3,0,4,5,80,7,0,0,0,0,8,687,40,116,8,7,859,70,3,3,3,0,85,318,11,20,6,0,357,3710,73,162,79,7,4037,1285,3,7,36,5,1338,1407,5,4,6,10,1429,290,16,21,0,0,332,194,31,25,0,0,248,3,0,9,0,0,10,266,0,3,0,0,274,58,0,6,6,0,78,9,0,0,0,0,8,817,52,61,6,7,948,78,0,0,0,0,86,368,15,13,11,4,415,3957,79,97,62,27,4215,1440,8,0,31,0,1488,1495,6,0,0,7,1508,309,41,5,0,0,356,146,69,0,0,0,218,10,10,0,0,0,18,290,9,5,0,0,306,64,8,0,8,0,80,6,0,0,0,0,6,823,138,10,8,3,981,68,0
LGA56790,508,9,3,320,10,852,287,4,5,20,0,321,77,22,4,0,0,104,35,3,4,0,0,40,11,0,3,0,0,14,85,19,6,10,0,118,22,7,3,18,0,50,0,0,0,0,0,3,226,52,25,31,0,329,52,0,0,15,0,69,76,3,4,39,0,126,1148,75,39,427,16,1704,516,21,13,336,8,885,285,4,8,10,3,305,70,18,12,4,0,103,16,0,9,0,0,27,6,0,3,0,0,5,105,17,7,4,3,142,25,4,6,35,0,67,0,0,0,0,0,0,215,38,40,45,3,343,69,3,5,12,4,89,120,6,10,177,3,319,1207,67,69,583,17,1942,565,38,0,245,31,880,254,3,0,22,4,281,50,26,0,0,0,74,19,3,0,0,0,20,15,0,0,3,0,12,118,19,0,15,3,152,24,6,0,78,16,130,5,0,0,0,0,4,227,50,0,99,22,395,47,8
LGA56860,38,0,0,0,0,42,19,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,26,0,0,0,0,26,7,0,0,0,0,7,3,0,0,0,0,3,91,0,0,0,0,94,44,0,0,3,0,50,15,0,0,0,0,15,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,24,11,0,0,0,0,11,5,0,0,0,0,5,100,0,0,3,0,104,45,0,0,4,0,48,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,18,9,0
LGA56930,227,0,21,0,0,247,105,9,16,0,0,119,23,3,44,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,42,0,54,0,0,98,8,0,5,0,0,18,26,0,18,0,0,49,412,9,109,0,0,531,221,28,8,0,0,254,101,13,11,0,0,123,33,16,36,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,14,4,11,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,47,21,44,0,0,109,14,0,0,0,0,11,35,7,6,0,0,46,416,57,71,0,0,545,236,21,9,0,0,264,127,10,9,0,0,146,22,14,39,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,41,19,48,0,0,107,4,3
LGA57000,93,0,0,5,0,95,37,0,0,0,0,37,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15,8,0,0,0,0,14,0,0,0,0,0,0,34,0,0,0,0,36,24,0,0,3,0,30,3,0,0,0,0,3,192,0,0,10,0,204,73,0,0,17,0,91,36,0,0,0,0,36,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,15,3,0,0,3,0,11,0,0,0,0,0,0,28,5,0,3,0,32,22,0,0,0,0,19,13,0,0,0,0,18,169,3,0,24,0,194,56,0,0,7,4,71,31,0,0,0,3,31,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,12,0,0,0,0,12,8,0,0,4,0,7,0,0,0,0,0,0,29,0,0,4,0,34,10,0
LGA57080,117,210,904,7,6,1244,75,175,1439,19,0,1712,83,255,3344,26,6,3718,5,84,254,0,0,337,0,17,28,0,0,43,33,97,937,7,0,1077,3,12,131,0,0,148,0,5,22,0,0,25,125,467,4712,35,9,5345,14,14,155,6,12,196,28,110,1308,165,0,1614,361,972,8521,230,31,10111,106,229,1133,15,7,1495,48,177,1708,3,3,1939,68,257,4145,6,20,4497,0,27,383,0,0,412,9,5,70,0,0,81,33,88,945,7,7,1073,8,11,123,0,0,137,0,0,22,0,0,27,118,394,5690,5,31,6235,10,24,156,3,10,204,18,60,1704,227,20,2027,301,886,10394,252,71,11901,150,218,1569,0,0,1939,81,169,1955,0,0,2208,70,285,5756,0,10,6125,5,16,400,0,0,412,6,10,130,0,0,143,38,93,1147,0,12,1288,18,16,186,0,7,224,0,3,33,0,0,40,130,423,7649,5,33,8234,13,16
LGA57140,201,0,0,6,0,207,105,0,0,0,0,107,14,0,0,0,0,18,21,0,6,0,0,29,4,0,6,0,0,9,32,0,3,0,0,32,7,0,3,0,0,8,5,0,0,0,0,4,78,0,19,0,0,105,22,0,0,0,0,21,18,0,0,0,0,20,427,4,25,8,0,459,201,0,0,0,4,206,110,0,0,0,4,114,8,0,0,0,0,9,22,0,4,0,0,23,3,0,9,0,0,14,32,0,4,0,0,33,6,0,3,0,0,3,0,0,0,0,0,0,70,0,16,0,0,89,30,0,0,0,0,30,49,3,0,0,0,55,463,8,17,0,5,490,206,0,0,0,0,204,102,0,0,0,0,102,16,0,0,0,0,16,15,5,0,0,0,19,21,0,0,0,0,18,33,0,0,0,0,33,14,0,0,0,0,10,0,0,0,0,0,0,96,8,0,0,0,104,15,0
LGA57210,707,20,0,13,0,741,528,25,5,8,0,560,162,15,0,0,0,173,27,9,0,0,0,38,0,11,0,0,0,11,84,7,0,0,0,87,34,3,0,3,0,40,3,0,0,0,0,3,307,35,5,5,0,352,79,7,3,3,0,95,115,10,0,5,0,129,1733,98,10,36,4,1878,762,0,0,17,12,791,572,0,0,9,12,588,156,0,4,0,0,163,41,0,0,0,0,42,11,0,0,0,0,11,113,0,0,0,0,115,28,0,0,0,0,28,3,0,0,0,0,3,349,3,4,0,0,359,97,0,0,0,0,96,190,0,6,6,0,202,1975,4,8,33,27,2041,887,0,0,20,0,912,582,4,0,5,3,593,151,0,0,0,0,151,31,8,0,0,0,37,13,10,4,0,0,22,127,0,0,0,0,132,43,0,0,5,0,51,5,0,0,0,0,5,361,24,4,4,0,395,89,0
LGA57280,235,27,15,221,21,521,537,54,24,49,5,666,301,72,53,10,3,437,295,89,19,0,0,404,34,0,3,0,0,42,67,7,13,20,0,107,661,236,121,13,5,1036,5,6,0,0,0,9,1368,408,207,39,11,2039,246,33,54,45,12,381,639,152,125,285,4,1212,3019,673,425,645,52,4811,224,16,14,121,6,377,396,19,12,7,0,434,800,101,245,0,4,1149,401,37,21,0,4,466,26,0,13,0,0,34,88,7,17,3,0,115,824,121,188,13,8,1158,16,0,4,0,0,16,2156,271,473,23,19,2945,239,17,31,13,3,307,566,82,170,230,21,1072,3585,411,700,396,48,5138,262,57,25,144,32,521,744,81,12,17,5,860,580,273,222,8,3,1087,432,114,28,0,5,584,79,16,7,0,4,103,113,33,23,13,6,179,994,290,193,93,23,1585,12,8,0,0,0,15,2220,732,467,107,36,3561,254,61
LGA57350,211,0,0,10,0,224,87,0,0,0,0,87,6,0,0,0,0,6,22,7,0,0,0,27,9,0,0,0,0,9,23,0,3,0,0,28,8,0,0,0,0,11,0,0,0,0,0,0,72,7,6,0,0,76,30,0,0,0,0,30,16,0,0,0,0,16,408,7,6,10,0,427,200,0,0,3,6,211,73,0,0,0,0,73,0,0,0,0,0,0,19,0,3,0,0,19,4,0,0,0,0,3,32,0,0,0,0,35,14,0,0,0,0,18,0,0,4,0,0,4,71,0,11,0,0,79,29,0,0,0,4,32,60,0,0,0,3,62,426,0,11,3,10,454,171,3,0,0,5,178,57,0,0,0,0,57,3,0,0,0,0,3,5,3,0,0,0,9,5,0,0,0,0,6,23,0,0,0,0,23,9,3,0,0,4,13,0,0,0,0,0,0,47,4,0,0,4,54,22,0
LGA57420,217,14,0,21,0,257,135,0,0,6,0,139,98,4,0,0,0,102,11,6,3,0,0,18,0,3,7,0,0,3,56,0,0,4,0,53,82,0,0,6,0,92,0,0,0,0,0,0,240,19,3,10,0,273,40,5,0,0,0,48,44,20,3,20,0,85,677,50,14,56,0,795,227,0,0,11,3,236,109,0,0,3,8,116,61,0,7,0,0,66,14,6,0,0,0,31,0,3,0,0,0,3,60,0,0,0,0,54,47,6,0,8,0,55,0,0,0,0,0,0,181,14,5,9,0,209,41,0,0,0,0,46,83,0,0,10,5,99,641,20,5,30,15,706,275,0,0,19,3,295,127,0,0,0,0,132,65,0,3,0,0,66,12,3,3,0,0,21,3,0,0,0,0,3,68,0,0,4,0,67,56,0,5,5,0,73,0,0,0,0,0,3,212,7,8,13,3,239,152,0
LGA57490,7845,533,371,268,0,9017,15609,330,196,13,6,16153,4466,503,582,3,0,5557,377,199,250,0,0,824,13,26,12,0,0,58,2296,249,242,5,0,2791,417,37,31,41,0,521,30,3,12,0,0,50,7606,1011,1130,53,0,9800,366,37,51,15,0,471,1720,171,204,54,0,2153,33140,2087,1950,400,12,37589,9099,644,147,123,10,10015,19686,490,139,20,26,20362,5246,763,331,3,10,6356,433,214,109,0,0,759,20,20,26,0,0,68,2386,281,114,11,4,2799,492,48,19,32,0,588,25,14,13,0,0,48,8611,1336,615,45,16,10618,336,179,17,10,0,541,2789,344,203,50,5,3397,40517,2989,1118,248,57,44933,10992,692,298,203,9,12192,22451,432,215,14,22,23137,6116,691,678,0,5,7494,410,244,151,0,0,806,51,69,39,0,0,155,2676,250,158,9,0,3100,471,43,27,58,7,598,32,9,5,0,0,49,9762,1306,1054,70,9,12203,319,258
LGA57630,12,0,0,15,3,35,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,12,0,0,0,0,16,9,0,0,3,0,17,43,0,0,25,4,78,26,0,0,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,3,0,11,7,0,0,3,0,11,41,0,0,5,3,48,21,0,0,20,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,10,6,0
LGA57700,1552,5,4,4,0,1574,3119,7,3,10,0,3143,309,0,4,0,0,313,25,0,0,0,0,25,6,0,0,0,0,3,319,0,0,3,0,325,35,0,0,4,0,40,3,0,0,0,0,4,694,0,4,8,0,711,113,0,3,0,0,117,257,3,0,8,0,266,5727,25,18,33,3,5800,1803,7,4,8,7,1833,5217,44,0,10,8,5285,547,18,0,0,0,569,6,0,0,0,0,6,3,5,0,0,0,12,395,4,0,0,0,407,34,0,0,0,0,37,4,0,0,0,0,4,999,34,0,0,3,1035,113,5,0,4,0,120,529,8,5,5,0,544,8657,92,16,26,25,8815,2081,7,24,89,11,2209,6452,30,5,5,6,6501,708,18,0,0,0,723,9,0,0,0,0,4,5,10,0,0,0,15,471,8,3,4,0,491,44,5,6,9,0,53,10,0,0,0,0,12,1242,41,9,12,0,1303,123,0
LGA57770,69,3,7,322,3,408,49,0,3,9,0,63,23,13,15,0,0,53,28,0,10,0,0,34,0,0,0,0,0,0,22,3,0,13,0,42,13,0,0,37,0,55,0,0,0,0,0,0,80,16,36,51,0,192,42,0,0,13,0,59,7,0,3,65,0,74,261,22,44,463,3,797,100,3,3,310,37,452,39,5,0,21,3,68,31,4,11,5,0,47,25,8,0,0,0,32,0,0,0,0,0,0,17,6,3,5,0,34,25,0,4,32,3,68,0,0,0,0,0,0,104,20,17,39,3,187,44,0,3,17,3,69,26,7,0,93,7,138,316,37,26,474,56,905,101,0,3,352,0,466,43,4,0,19,0,69,36,0,3,0,0,46,21,0,0,0,0,23,6,4,0,23,0,31,25,5,0,22,0,49,32,0,0,108,13,153,0,3,0,0,0,4,120,13,4,151,12,308,42,0
