LGA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
LGA53360,17,15,31,127,124,247,0,0,0,15,11,25,0,0,0,179,204,379,0,0,0,3,3,6,0,0,3,0,0,0,5,3,9,0,0,0,6,17,23,6,5,5,10,12,18,0,0,0,0,0,0,17,19,37,44,39,75,0,0,0,401,441,839,9,3,10,5,0,4,0,4,4,0,0,0,0,0,0,5,4,9,5,4,9,960,859,1819,4,7,4,0,3,3,966,864,1831,216,152,367,1613,1476,3085
LGA53430,162,248,411,1150,1451,2599,0,0,0,87,125,218,0,0,0,2891,3405,6296,11,23,34,97,105,200,21,37,64,5,12,12,26,38,59,3,0,8,41,37,81,33,58,95,148,154,307,4,10,14,11,6,17,140,221,359,238,284,519,11,15,17,4917,5973,10893,51,49,105,104,88,194,46,47,90,0,3,0,10,11,16,61,81,142,73,96,167,8626,8608,17237,72,72,144,59,71,129,8755,8752,17511,1404,1163,2567,15510,16419,31930
LGA53570,18,54,75,392,438,827,0,0,0,31,29,62,0,0,0,433,420,848,3,5,8,14,7,24,19,21,40,3,13,19,6,7,13,0,0,0,12,19,25,16,26,43,52,70,122,0,3,4,12,4,19,82,78,166,89,103,194,4,5,0,1177,1231,2411,0,5,9,13,4,15,0,0,0,0,0,0,0,0,0,11,8,14,11,8,16,1355,1105,2455,8,10,11,3,6,12,1356,1115,2472,329,247,578,2914,2660,5576
LGA53640,5,3,7,78,81,160,0,0,0,38,42,82,43,34,82,69,52,120,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,9,12,0,0,0,10,3,15,0,0,0,0,0,0,17,19,32,9,17,25,0,0,0,271,263,533,6,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,226,527,0,0,3,5,4,3,304,232,532,70,62,130,650,564,1215
LGA53710,0,0,0,79,81,163,0,0,0,0,4,8,0,0,0,96,107,206,3,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,4,5,0,3,3,5,3,6,0,0,0,0,0,0,21,26,47,4,11,22,0,0,0,227,246,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,194,161,357,0,0,0,0,5,6,204,163,370,60,53,115,486,470,955
LGA53780,2072,2564,4634,4186,5237,9418,0,3,4,1361,1524,2891,30,38,69,10235,11154,21386,143,161,309,243,265,512,196,271,465,148,150,299,105,121,223,189,186,369,422,498,920,986,1108,2099,809,877,1686,69,94,166,247,278,525,599,813,1416,2458,2780,5239,93,131,228,22522,25694,48214,2837,2737,5577,7052,6689,13744,24,25,44,4,5,12,1615,1435,3049,194,308,498,1814,1748,3563,21598,19289,40889,130,90,225,61,104,166,21796,19485,41279,5371,3955,9324,63485,62887,126376
LGA53800,115,235,350,2152,2591,4745,0,0,0,175,178,358,0,0,0,4078,4744,8826,31,27,60,39,24,64,99,151,255,22,24,37,52,100,150,0,0,3,77,93,175,248,312,560,165,155,317,29,46,74,95,98,190,329,453,781,453,575,1025,12,12,24,8052,9589,17642,90,77,169,264,300,563,10,10,13,5,8,15,20,9,31,50,74,122,74,91,168,8511,7646,16154,39,33,68,14,35,48,8567,7715,16276,2340,1980,4314,19505,19992,39489
LGA53920,4,7,11,29,30,55,0,0,0,21,12,31,0,0,0,555,592,1146,0,0,0,3,0,3,0,0,6,0,0,3,3,4,8,0,0,0,178,193,374,110,139,250,6,9,8,0,0,0,0,5,6,58,58,116,96,76,167,0,0,0,1056,1111,2172,0,6,7,3,4,9,0,0,0,40,45,86,0,0,0,4,3,5,45,46,94,345,312,660,5,0,6,0,0,0,353,312,664,320,304,620,1788,1789,3574
LGA53990,50,115,165,1527,1908,3440,0,0,0,238,254,490,0,0,0,2666,2873,5539,62,71,128,26,28,51,102,141,239,61,60,119,28,26,51,0,0,0,40,56,103,59,72,132,183,207,385,13,22,27,51,49,97,213,307,523,494,527,1023,14,22,30,5776,6615,12391,67,53,125,80,73,154,9,11,15,0,0,0,11,9,24,36,44,82,49,56,106,7080,6474,13551,36,25,59,19,23,43,7139,6515,13655,1116,845,1962,14285,14286,28567
LGA54060,3,21,27,296,384,686,0,0,0,16,5,19,0,0,0,249,277,523,0,0,0,5,3,7,0,0,0,0,0,0,10,14,16,0,0,0,3,6,15,3,6,14,32,22,51,0,0,0,6,7,16,48,72,118,23,33,53,0,0,0,685,839,1525,0,3,4,3,6,9,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,861,754,1620,3,3,8,6,7,6,869,761,1628,266,212,481,1831,1851,3680
LGA54130,0,0,0,67,69,137,0,0,0,3,3,4,0,0,0,71,68,139,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,4,4,0,0,0,8,6,15,0,0,0,0,0,0,11,8,25,33,21,58,0,0,0,199,192,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,283,625,0,0,0,0,0,0,346,283,631,80,67,142,621,541,1160
LGA54170,649,1037,1686,9696,11907,21602,0,0,4,1246,1368,2612,3,4,11,15822,18032,33849,263,307,567,757,823,1579,151,213,364,181,223,401,176,203,380,142,138,279,500,557,1055,809,942,1755,1168,1292,2457,59,72,137,67,84,151,1370,1861,3226,2155,2550,4703,71,73,139,34631,40648,75272,722,672,1393,683,732,1420,94,114,205,4,0,0,98,121,221,222,307,533,325,432,755,37478,33539,71014,245,160,406,92,163,253,37821,33861,71681,4274,3315,7585,79198,80810,160003
LGA54200,255,449,699,3022,3648,6671,0,0,0,430,504,927,124,102,231,5350,5947,11297,72,112,182,114,123,240,76,101,177,48,53,98,72,89,162,13,26,41,127,148,273,212,236,451,359,450,810,30,33,59,239,290,536,428,642,1069,1033,1204,2234,101,99,209,11852,13817,25669,478,449,928,634,608,1240,16,16,39,0,3,3,124,115,237,73,129,202,195,242,443,13607,12355,25966,95,79,170,28,54,78,13726,12483,26212,1947,1588,3537,29108,29654,58762
LGA54280,118,199,317,1024,1025,2048,0,0,0,244,266,518,5,6,14,2664,2639,5306,67,95,159,34,40,73,60,67,121,111,134,238,61,51,116,10,3,12,119,118,233,120,134,258,168,168,337,17,22,43,66,76,139,186,235,420,562,672,1239,23,36,58,5549,5794,11338,197,173,375,166,111,274,3,0,6,0,5,4,44,43,92,31,42,75,76,89,169,7107,5871,12975,34,29,59,16,27,42,7156,5919,13075,2179,1572,3749,15441,13864,29306
LGA54310,140,200,336,661,647,1307,0,0,0,149,157,307,0,0,0,1740,1633,3374,19,14,32,43,39,86,29,30,61,29,27,58,28,18,46,0,0,0,43,42,88,39,31,72,63,61,127,9,13,19,20,30,48,104,126,223,252,291,545,14,12,23,3240,3184,6425,170,151,319,121,94,222,8,8,19,45,32,77,22,23,42,16,25,47,85,76,160,5674,4720,10393,27,20,46,7,10,18,5707,4751,10458,2554,1704,4261,12032,10166,22199
LGA54340,33,39,73,161,179,347,0,0,0,192,205,402,0,0,0,244,258,500,0,0,4,0,0,9,15,22,37,7,9,15,19,22,43,3,0,3,9,13,28,12,7,17,34,14,46,3,3,3,15,6,22,32,40,71,75,71,146,0,0,3,826,863,1692,7,6,13,185,159,342,0,0,0,0,0,0,0,0,0,5,10,7,4,10,10,760,668,1421,6,0,12,0,4,4,765,669,1433,265,223,489,2085,1970,4057
LGA54410,3,3,6,82,97,171,0,0,0,11,11,14,0,0,0,73,85,159,0,5,5,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,7,7,9,3,7,3,19,22,5,5,9,3,6,10,25,25,46,13,11,22,0,0,0,222,268,487,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,3,7,270,203,470,0,0,0,0,0,0,274,203,480,83,72,156,584,554,1138
LGA54480,0,0,0,25,21,47,0,0,0,6,3,12,0,0,0,26,12,35,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,5,0,0,0,0,0,0,10,14,26,14,13,26,0,0,0,95,82,172,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,108,255,0,0,0,0,0,0,140,108,255,34,32,63,275,219,491
LGA54550,0,3,0,175,191,367,0,0,0,37,25,71,0,0,0,152,146,297,0,0,0,0,0,0,0,3,4,0,0,0,5,10,20,0,0,0,0,0,8,0,4,4,8,5,14,0,4,4,0,0,0,43,62,102,10,15,26,3,0,6,445,459,910,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,9,6,9,19,420,366,788,0,0,0,3,3,5,424,372,792,95,85,181,981,921,1901
LGA54620,0,0,0,78,74,159,0,0,0,0,0,3,0,0,0,45,55,105,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,8,8,17,0,0,0,5,0,9,17,29,43,13,4,19,0,0,0,184,191,373,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,131,329,0,0,3,0,0,3,202,135,337,71,61,130,457,388,847
LGA54690,0,0,0,37,31,70,0,0,0,0,0,0,0,0,0,34,28,63,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,11,0,13,3,0,3,0,0,0,85,70,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,94,81,169,0,0,0,0,0,0,93,80,176,17,10,26,201,159,361
LGA54760,0,0,0,67,75,133,0,0,0,5,0,5,0,0,0,66,75,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,11,0,0,0,0,3,3,18,14,31,4,0,7,0,0,0,161,172,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,148,334,0,0,0,0,0,0,186,148,334,47,47,92,398,373,769
LGA54830,221,406,628,1501,1841,3338,0,0,0,270,309,579,0,0,0,3822,4166,7989,41,54,95,124,135,261,161,211,367,82,84,164,25,38,64,16,20,36,213,212,433,310,346,652,240,232,474,30,64,89,82,96,172,181,233,418,979,1161,2140,52,62,110,8133,9253,17386,685,667,1350,365,353,724,20,0,19,0,3,3,513,440,947,67,124,189,579,559,1142,10367,9573,19941,79,64,137,32,69,102,10480,9700,20180,3014,1437,4443,23482,22379,45867
LGA54900,0,3,3,111,87,203,0,0,0,10,7,15,0,0,0,98,99,196,0,0,0,0,0,6,3,4,5,0,0,0,3,0,3,0,0,0,0,0,4,4,3,4,14,5,20,0,0,0,0,0,0,24,27,50,34,26,62,0,0,0,295,267,567,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,317,262,576,0,0,0,0,0,0,317,262,576,60,54,111,680,582,1265
LGA54970,6,0,7,39,12,46,0,0,0,3,0,7,0,0,0,67,35,105,43,39,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,10,0,0,0,3,0,3,11,12,16,30,21,52,0,0,0,210,127,343,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,311,181,487,5,0,3,0,0,0,313,177,492,368,103,472,916,419,1333
LGA55040,6,10,18,39,35,73,0,0,0,11,4,16,0,0,0,92,73,165,4,15,16,3,0,7,0,0,0,0,5,6,6,0,5,0,0,0,0,0,0,0,0,5,8,7,19,0,0,0,5,6,8,9,9,19,28,12,40,0,8,7,205,184,382,6,5,4,17,7,19,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,365,253,615,4,6,4,0,0,0,362,255,621,378,143,525,979,606,1588
LGA55110,279,571,852,6245,8010,14253,0,0,0,824,974,1796,9,11,18,6426,7640,14062,79,98,171,123,156,278,296,402,694,153,166,319,111,155,269,3,6,15,200,248,449,409,539,954,653,717,1369,65,105,166,47,76,123,677,1035,1713,1285,1533,2821,36,52,86,17649,21917,39565,238,268,506,167,194,363,27,22,41,0,0,0,94,73,163,141,252,396,234,325,561,20935,20183,41115,122,94,217,74,158,229,21128,20438,41562,3658,3201,6858,43372,46934,90306
LGA55180,17,45,64,506,566,1071,0,0,0,65,73,142,0,0,0,674,782,1460,0,0,6,45,28,74,28,44,62,14,5,18,4,14,20,0,0,0,23,15,33,17,25,37,49,52,100,0,0,6,29,40,67,102,114,218,82,83,166,0,5,10,1644,1841,3489,6,5,14,52,32,88,3,0,3,0,0,0,0,0,3,11,25,36,11,31,42,2345,2120,4465,14,7,15,5,10,18,2359,2135,4497,467,434,904,4574,4522,9093
LGA55250,7,5,7,50,21,77,0,0,0,5,4,11,0,0,0,84,53,132,7,0,9,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,37,45,87,8,0,11,15,15,23,0,0,3,216,152,370,6,0,3,3,0,3,0,0,0,5,4,3,0,0,0,3,0,4,6,4,13,261,182,440,0,0,0,0,0,0,263,180,444,219,144,365,717,485,1200
LGA55320,1145,1680,2827,4854,6212,11070,0,0,0,867,1059,1927,77,86,166,11144,13247,24393,80,123,195,386,450,837,105,126,234,31,47,74,107,137,248,34,36,70,293,333,623,511,600,1115,997,1157,2159,23,40,60,50,64,112,1040,1462,2505,1410,1770,3178,26,34,58,22046,26991,49039,843,854,1699,699,705,1401,49,45,99,0,4,3,177,188,368,227,274,499,403,467,870,21466,20320,41781,165,125,295,77,120,195,21715,20557,42271,2746,2578,5322,49641,53880,103523
LGA55390,3,0,3,21,9,24,0,0,0,0,0,0,0,0,0,43,5,55,8,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,24,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,7,21,0,0,0,99,57,152,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,4,3,5,5,145,45,192,0,0,0,0,0,0,143,47,190,144,26,168,394,128,524
LGA55460,7,4,15,159,200,359,0,0,0,5,5,14,0,0,0,232,261,490,26,29,50,10,0,6,15,11,28,0,0,0,0,4,4,0,0,0,0,0,0,9,4,12,25,15,31,6,3,13,39,41,78,49,76,128,41,40,84,0,0,0,609,687,1300,0,7,6,9,5,11,0,0,0,0,0,0,0,0,4,5,4,9,8,3,12,736,612,1347,4,0,4,6,7,7,747,614,1358,220,191,412,1603,1517,3119
LGA55530,0,0,0,32,26,57,0,0,0,0,0,0,0,0,0,32,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,10,3,0,6,0,0,0,79,65,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,86,196,0,0,0,0,0,0,114,86,199,38,32,71,230,185,407
LGA55600,0,4,4,175,203,382,0,0,0,21,27,46,0,0,0,202,231,435,0,0,0,0,3,4,4,0,0,0,0,0,3,4,4,3,5,4,0,6,3,0,0,0,13,11,20,0,0,0,0,8,11,39,38,73,20,28,52,5,0,0,488,571,1056,0,0,0,0,4,4,0,0,0,10,8,10,0,0,0,0,7,5,6,11,16,489,398,892,0,0,4,0,0,0,495,405,895,161,150,313,1153,1133,2292
LGA55670,0,0,0,49,50,100,0,0,0,4,0,7,0,0,0,40,48,90,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,3,0,0,0,4,0,0,4,0,0,5,0,0,9,0,9,5,5,0,5,0,0,0,113,120,235,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,123,256,3,0,3,0,0,0,133,123,256,85,82,161,333,327,660
LGA55740,111,128,240,661,859,1520,0,0,0,27,39,66,0,0,0,694,904,1597,5,12,19,52,48,106,5,3,9,0,5,0,12,15,23,0,0,3,12,12,25,22,15,46,60,78,137,5,0,5,0,3,7,78,98,179,69,93,165,3,4,6,1706,2200,3906,38,51,90,48,44,95,8,5,17,0,0,0,4,4,4,25,26,48,25,33,52,2041,2015,4061,24,24,49,7,11,16,2073,2053,4129,338,301,637,4355,4818,9169
LGA55810,3,3,6,27,19,43,0,0,0,0,0,0,0,0,0,30,37,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,10,5,13,3,17,24,0,0,0,84,72,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,87,71,155,0,0,0,0,0,0,87,71,155,182,138,322,363,290,653
LGA55880,0,0,0,48,50,93,0,0,0,0,0,0,0,0,0,41,33,76,3,6,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,8,14,10,8,15,8,4,8,113,109,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,80,178,0,0,0,0,0,0,98,81,183,32,21,50,244,219,459
LGA55950,4,0,4,25,19,48,0,0,0,7,5,13,0,0,0,31,42,74,25,33,56,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,9,0,0,0,3,4,9,11,22,33,26,22,50,0,0,0,148,152,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,80,200,4,0,6,0,0,0,122,82,202,42,35,79,313,265,579
LGA56090,121,234,357,2152,2580,4733,0,0,0,352,386,745,93,89,178,2602,2948,5551,59,84,143,63,63,128,125,146,273,40,70,114,40,52,95,5,6,7,91,109,203,89,113,205,191,224,415,21,22,43,57,62,120,227,361,586,622,742,1357,68,51,118,6896,8104,15001,46,55,98,43,57,95,15,23,41,0,0,0,20,22,39,75,105,184,96,128,223,9783,9069,18850,77,44,121,28,53,83,9886,9163,19047,3235,1068,4298,20336,18832,39166
LGA56160,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,17,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,42,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,20,22,42,0,0,0,0,0,0,20,22,42,13,6,17,49,50,101
LGA56230,44,79,125,1299,1527,2827,0,0,0,143,177,318,0,0,6,1155,1361,2518,16,13,27,14,15,26,86,103,186,13,17,36,23,33,52,0,0,0,38,52,93,63,62,125,128,125,252,15,13,23,12,14,25,158,250,412,206,204,410,6,5,15,3377,3970,7348,13,7,22,17,14,35,4,0,6,0,3,0,0,0,0,22,36,54,21,36,60,4577,4192,8768,20,15,36,14,25,42,4609,4236,8843,879,745,1626,8975,9090,18068
LGA56300,3,13,12,119,118,235,0,0,0,4,9,9,0,0,0,85,78,163,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,0,0,0,7,9,12,3,4,0,9,10,15,0,0,0,0,0,0,13,21,36,14,12,30,0,0,0,260,260,518,0,0,0,0,6,6,0,0,3,0,0,0,0,0,0,0,7,7,0,7,3,390,348,734,4,4,4,0,6,6,395,353,745,135,117,252,790,751,1538
LGA56370,0,0,0,60,80,147,0,0,0,0,3,5,0,0,0,64,50,115,20,17,33,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,4,0,0,0,13,9,13,3,14,21,9,8,12,0,0,0,174,192,362,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,122,281,4,6,4,0,0,0,158,125,285,83,55,135,415,371,787
LGA56460,7,15,25,294,346,643,0,0,0,77,104,178,0,0,0,373,452,823,0,0,0,4,3,6,25,39,61,9,6,19,11,10,24,0,0,0,5,3,11,10,15,21,31,27,59,10,15,24,10,12,28,81,96,177,69,83,156,0,4,3,1007,1225,2231,10,14,23,12,8,18,0,3,3,0,0,0,9,6,13,8,10,18,9,17,26,995,875,1873,7,3,10,0,5,7,1003,881,1887,305,263,567,2350,2427,4779
LGA56580,152,247,400,1658,1929,3584,4,0,4,93,107,192,0,0,0,2044,2362,4407,35,51,85,143,153,298,10,19,30,0,6,6,31,37,59,4,7,12,52,76,119,45,47,91,145,156,296,5,10,14,3,5,10,336,407,747,255,290,539,4,11,16,4864,5655,10524,197,179,376,93,116,205,55,44,96,0,0,0,24,22,49,53,41,97,75,69,145,4796,4284,9080,49,25,76,9,16,28,4848,4327,9174,625,583,1211,10920,11211,22132
LGA56620,0,0,0,6,6,15,0,0,0,3,0,0,0,0,0,29,23,51,10,11,19,0,0,0,0,0,0,3,6,6,18,11,37,0,0,0,6,10,17,0,0,3,0,0,5,0,0,0,0,0,0,8,7,11,164,157,321,0,0,0,247,236,486,0,0,0,0,0,4,0,0,0,81,85,163,0,0,0,0,0,0,81,85,163,168,198,370,6,0,3,0,0,5,170,203,377,164,169,330,656,697,1358
LGA56730,22,42,58,649,769,1420,0,0,0,56,77,130,67,78,140,923,1023,1949,43,48,90,14,15,29,50,60,112,8,13,19,10,26,37,4,3,6,25,22,45,14,14,33,47,55,101,19,21,38,23,31,57,93,132,226,136,187,326,4,6,11,2188,2586,4775,16,14,37,33,30,61,0,3,3,0,0,3,3,0,3,21,29,48,30,30,56,2450,2268,4720,13,14,27,12,28,39,2479,2313,4787,979,606,1581,5744,5619,11358
LGA56790,9,21,31,283,289,572,0,0,0,10,12,18,0,0,0,259,275,538,3,0,3,5,3,4,3,4,3,0,0,0,11,15,25,0,0,0,4,3,8,0,0,8,14,18,30,0,4,4,0,9,9,44,50,97,19,25,43,0,4,4,660,709,1368,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,8,5,13,8,5,13,724,546,1270,4,0,8,6,0,4,736,546,1281,294,238,532,1708,1522,3227
LGA56860,0,0,0,20,18,34,0,0,0,3,0,3,0,0,0,9,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,0,3,0,0,0,39,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,53,116,0,0,0,0,0,0,69,53,116,35,21,56,136,120,255
LGA56930,3,5,9,163,210,373,0,0,0,3,0,4,0,0,0,131,182,309,0,0,0,14,6,20,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,20,20,38,0,0,0,0,0,0,14,29,37,0,6,7,0,0,0,348,458,804,4,10,8,12,13,25,10,8,18,0,0,0,0,0,0,10,9,19,10,9,19,262,337,595,6,0,0,0,0,0,259,334,599,34,78,110,684,912,1597
LGA57000,0,3,5,44,52,96,0,0,0,0,0,4,0,0,0,36,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,8,0,0,0,3,4,3,8,6,13,4,0,9,0,0,0,111,98,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,74,218,0,0,0,0,0,0,142,74,218,138,58,199,390,239,629
LGA57080,537,757,1287,836,766,1602,0,0,4,138,153,291,0,0,0,2128,2179,4302,22,18,36,139,184,323,25,23,44,19,7,21,27,28,58,20,10,25,79,94,177,92,104,195,148,137,286,6,6,9,20,13,38,145,155,297,362,439,804,4,7,13,4216,4314,8532,624,645,1274,616,568,1183,65,56,119,0,0,0,44,47,100,77,91,163,118,135,260,6731,5572,12309,103,56,156,16,32,53,6859,5658,12516,1957,1334,3293,14996,13471,28463
LGA57140,0,0,0,88,75,167,0,0,0,30,27,57,0,0,0,44,63,108,0,0,0,0,0,0,5,19,29,0,0,0,0,3,3,0,0,0,3,0,5,3,7,7,6,10,16,0,0,0,0,5,5,12,15,33,23,16,44,0,0,0,226,244,467,3,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,3,3,10,260,218,476,0,0,4,0,0,0,260,215,480,40,38,78,534,502,1037
LGA57210,10,14,22,335,363,693,0,0,0,97,106,203,0,0,3,219,246,464,4,3,9,3,4,8,17,23,37,16,9,22,6,11,22,0,0,0,7,11,18,4,8,15,28,34,63,3,7,7,16,21,39,41,64,110,107,99,206,0,0,0,908,1001,1908,9,0,11,63,48,108,0,0,0,0,0,0,0,0,0,17,10,27,17,10,27,1349,1195,2542,12,6,20,0,13,12,1362,1215,2573,416,324,736,2775,2610,5388
LGA57280,77,138,213,439,456,892,0,0,0,94,102,192,0,0,0,1331,1311,2642,19,21,42,28,29,57,41,57,100,35,38,75,20,15,35,3,0,5,36,26,67,73,115,185,56,46,102,0,3,8,30,47,74,93,88,184,222,233,464,6,7,10,2523,2608,5128,112,97,208,259,225,483,3,0,10,23,17,46,13,15,24,29,21,43,61,45,114,3684,3155,6837,23,9,32,10,10,14,3715,3174,6887,1483,1165,2650,8229,7449,15684
