LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA53430,0,0,0,5,8,0,3,0,0,25,0,0,0,8,8,8,10,10,0,47,0,0,0,15,7,8,5,0,0,50,3,23,40,239,100,93,91,54,31,674,38,58,95,260,111,91,96,60,65,877,814,1431,1687,4610,2211,2247,1874,1029,518,16419,0,0,0,0,0,0,0,0,0,0,1577,2517,2555,5641,2607,2601,1982,921,318,20711,0,0,0,0,0,0,3,0,0,3,0,0,0,6,4,4,9,10,4,44,0,3,3,34,5,3,0,3,0,58,0,0,0,0,0,0,0,0,0,3,0,5,9,71,37,36,24,3,0,188,0,0,0,29,6,8,5,5,0,60,0,9,13,28,17,8,4,4,0,86,0,0,0,14,3,21,30,36,34,133,0,0,0,4,0,3,3,7,0,17,9,44,116,656,455,587,477,278,87,2715,0,0,0,3,3,5,0,0,0,12,8,13,11,127,30,15,8,7,0,215
LGA53570,0,0,0,4,4,6,3,0,0,17,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,9,57,11,6,10,5,0,93,11,12,18,37,38,28,47,23,7,223,118,277,214,597,367,424,414,202,45,2660,0,0,0,0,0,0,0,0,0,0,223,495,345,650,484,560,572,256,55,3630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,52,73,129,108,82,11,467,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,13
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,9,3,20,4,3,10,0,0,49,51,72,44,162,72,76,60,12,7,564,0,0,0,0,0,0,0,0,0,0,92,120,80,229,121,134,113,23,14,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,4,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,6,11,6,18,8,6,0,55,20,61,36,94,60,82,71,34,12,470,0,0,0,0,0,0,0,0,0,0,44,107,61,143,95,116,111,42,20,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,12,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,17,29,160,58,53,27,11,0,355,0,4,3,25,12,25,20,12,0,96,0,13,39,89,53,31,6,0,0,239,16,178,295,915,384,255,186,108,26,2355,164,374,320,801,313,232,237,207,164,2806,4170,8659,7794,18593,7942,6571,5225,2770,1156,62887,13,118,334,1067,226,120,50,19,3,1948,7880,13784,9656,15008,6720,5124,4363,1919,677,65130,3,68,47,359,106,30,25,0,0,627,0,0,3,40,13,18,8,3,0,95,0,0,0,36,3,3,0,0,0,54,0,9,11,85,56,44,38,6,0,251,0,7,14,37,24,18,15,3,0,123,0,3,3,25,34,28,17,3,0,120,14,134,347,1436,657,373,202,41,20,3219,0,0,0,25,15,11,21,19,10,98,0,31,49,69,35,10,15,13,3,224,9,131,240,786,973,1677,1360,1135,380,6691,0,0,5,43,14,18,9,4,0,95,0,0,4,26,17,20,8,5,3,80
LGA53800,0,3,4,26,15,10,12,0,0,66,0,0,0,4,5,9,4,6,0,24,0,0,4,21,15,5,0,0,0,56,0,10,12,53,40,31,20,22,9,200,116,249,198,457,213,175,164,105,66,1745,1176,2693,2264,4874,2775,2559,2030,1125,481,19992,0,0,0,0,0,0,0,0,0,0,2118,4724,3835,7015,3897,3734,2899,1425,571,30222,0,0,0,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,17,0,0,0,4,3,0,0,0,0,7,6,9,0,15,12,9,6,0,4,57,0,0,0,6,0,0,3,0,0,9,0,5,0,19,19,4,3,0,0,57,0,0,0,0,0,0,0,3,0,12,4,3,0,4,0,0,0,0,0,15,0,28,60,195,264,356,263,237,81,1490,0,3,4,10,3,11,0,0,0,24,0,0,0,15,8,8,4,0,0,36
LGA53920,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,18,10,23,14,53,21,23,17,8,4,169,140,275,330,576,202,145,90,25,9,1789,0,0,0,0,0,0,0,0,0,0,283,536,593,905,330,197,118,39,9,3009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,8,0,0,29,0,3,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA53990,0,0,0,9,0,0,0,0,0,13,0,0,0,7,3,6,5,0,0,21,0,0,12,20,14,14,6,0,0,72,0,7,12,68,30,31,16,11,0,182,28,64,54,136,78,92,84,57,17,604,783,2016,1526,3573,1894,1955,1560,760,224,14286,0,0,0,6,0,0,0,0,0,6,1629,3814,2608,5079,2674,2578,2067,932,242,21624,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,11,0,3,0,18,3,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,12,13,70,17,4,8,0,0,116,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,25,75,190,261,425,338,220,57,1588,0,0,0,10,0,0,0,0,0,16,0,0,0,7,0,5,0,0,0,19
LGA54060,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,10,5,21,11,39,27,31,35,21,10,197,65,214,132,316,253,321,330,182,45,1851,0,0,0,0,0,0,0,0,0,0,118,373,269,436,353,463,490,220,54,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,47,62,44,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,4,5,3,13,15,13,4,3,0,57,35,78,32,151,76,87,56,16,3,541,0,0,0,0,0,0,0,0,0,0,86,140,71,223,105,144,103,37,8,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,0,12,15,84,57,43,24,9,0,251,0,19,35,87,88,83,71,35,15,427,0,3,45,145,174,152,85,17,10,627,13,114,162,795,494,462,333,173,69,2611,72,187,177,507,236,255,262,191,122,2003,4145,10332,9139,19145,11573,11331,9274,4122,1746,80810,0,0,0,32,13,15,13,3,0,70,8177,18150,13743,21579,11124,9967,8676,3363,1232,96018,0,0,6,19,6,0,7,5,0,38,0,0,0,23,13,37,12,8,0,93,0,12,10,197,27,13,8,0,0,278,3,5,0,10,9,7,5,0,0,40,3,39,49,184,104,83,41,15,9,529,0,4,6,27,23,9,15,3,0,85,4,47,69,356,132,123,124,17,15,892,0,0,0,20,16,46,40,35,18,179,0,3,8,59,24,65,57,28,6,255,56,1010,2105,4104,4297,4770,3584,1899,629,22454,0,0,9,16,8,8,5,8,0,54,0,15,15,109,36,23,15,10,4,233
LGA54200,0,3,6,27,4,8,0,0,0,52,0,0,3,15,6,12,15,7,0,59,0,3,26,45,38,31,21,8,0,173,4,24,46,196,124,111,101,73,33,707,31,104,106,302,119,141,111,106,53,1059,1562,3917,3217,7381,3963,3689,3266,1902,750,29654,0,18,61,168,50,15,9,3,0,316,3197,7147,5464,9323,4865,3998,3390,1678,552,39615,0,8,15,51,33,3,6,0,0,114,0,0,0,3,0,6,3,0,0,11,0,0,0,18,0,4,0,0,0,28,0,0,3,3,0,0,0,0,0,14,0,3,3,35,20,20,14,0,0,108,0,3,5,11,9,10,9,6,0,48,0,18,14,187,49,43,28,6,0,340,0,0,0,0,4,8,14,7,5,45,0,0,0,5,0,7,9,5,6,20,8,76,172,547,753,1149,1057,879,316,4970,0,0,4,8,6,3,3,0,0,27,0,3,3,33,3,15,8,3,0,72
LGA54280,0,0,0,20,5,0,4,0,0,29,0,0,0,4,4,3,0,0,0,17,0,16,11,66,24,24,3,0,0,147,7,26,18,126,39,36,16,3,6,282,72,180,150,409,151,135,80,33,23,1224,1077,2061,1691,4419,1833,1534,794,322,138,13864,0,0,0,20,0,0,0,0,0,28,2000,3343,2582,5440,2379,2037,1141,434,126,19481,0,0,0,9,0,0,0,0,0,9,0,0,0,4,0,0,6,0,0,11,0,6,6,26,9,0,0,0,0,45,0,3,4,3,0,0,0,0,0,12,0,0,0,13,4,7,5,0,0,32,0,5,0,20,7,8,3,0,0,43,4,8,11,102,15,3,7,0,0,149,0,0,0,7,5,9,10,4,0,29,0,0,0,0,0,4,4,0,0,9,0,18,24,166,104,192,86,39,6,643,0,6,8,51,10,8,4,0,0,88,0,0,8,14,0,0,0,0,0,29
LGA54310,0,0,0,16,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,9,0,0,4,11,7,9,0,0,0,33,0,12,11,104,31,12,8,3,0,172,84,268,154,587,191,127,30,11,3,1448,863,1840,1048,3954,1405,750,239,59,8,10166,0,0,0,4,0,0,0,0,0,3,1627,3010,1712,4959,1862,982,306,69,3,14544,0,5,5,10,5,0,0,0,0,15,0,0,0,4,3,0,0,0,0,11,0,0,0,6,0,5,0,0,0,11,0,0,0,10,0,0,0,0,0,17,0,0,0,23,3,5,6,0,0,37,0,0,0,6,0,5,0,0,0,9,0,0,4,74,13,8,0,0,0,103,0,0,0,0,0,4,0,0,0,10,0,3,0,3,0,0,0,0,0,10,0,16,23,228,98,134,31,13,0,550,0,0,7,6,5,0,3,0,0,18,0,0,6,19,4,0,0,0,0,37
LGA54340,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,17,19,34,23,57,24,27,19,14,4,212,132,243,247,471,240,237,217,120,64,1970,0,0,3,13,9,6,0,0,0,30,235,402,359,588,300,346,300,151,68,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,11,31,29,22,11,111,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,14,0,5,7,6,11,9,9,8,7,70,23,42,54,100,77,98,68,55,34,554,0,0,0,0,0,0,0,0,0,0,50,81,94,149,114,139,117,76,36,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,3,8,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,7,0,4,0,0,26,23,29,14,65,37,20,16,10,0,219,0,0,0,0,0,0,0,0,0,0,41,67,34,106,65,40,26,11,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,5,15,11,16,12,9,8,85,51,131,65,207,120,134,98,73,32,921,0,0,0,0,0,0,0,0,0,0,100,231,111,293,183,228,171,113,39,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,12,3,9,7,52,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,5,4,5,13,6,7,4,3,3,59,22,46,26,94,56,62,47,25,11,388,0,0,0,0,0,0,0,0,0,0,40,80,53,138,103,93,72,34,16,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,17,8,33,27,31,23,6,7,159,0,0,0,0,0,0,0,0,0,0,18,46,17,63,45,53,42,22,4,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,14,5,3,10,0,0,43,31,60,17,87,49,56,47,17,4,373,0,0,0,0,0,0,0,0,0,0,44,102,40,140,88,87,61,33,11,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,7,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,0,4,35,15,7,5,0,0,60,0,0,0,11,4,14,14,5,4,54,4,12,28,110,29,19,3,0,0,204,3,26,73,324,93,85,62,26,12,714,69,137,122,327,116,98,73,34,17,988,1871,3141,2648,7559,2719,2106,1416,685,236,22379,0,0,0,10,6,0,4,0,0,18,3582,5353,3688,8427,2844,1886,1310,493,122,27705,0,3,3,48,7,0,0,0,0,62,0,0,0,15,14,6,0,4,0,33,0,4,3,31,0,6,0,4,0,50,0,3,4,13,0,0,0,0,0,24,0,9,6,37,13,15,3,3,0,95,0,0,0,27,16,11,12,4,0,68,0,4,15,103,48,35,23,3,0,232,0,0,0,16,21,11,15,10,0,76,0,3,0,8,0,0,5,0,0,29,4,47,147,549,416,747,465,373,160,2917,0,4,6,25,7,12,3,0,0,50,0,0,0,22,12,3,0,3,0,40
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,5,9,10,8,7,4,7,0,41,45,69,51,155,76,85,55,30,10,582,0,0,0,0,0,0,0,0,0,0,94,137,96,240,124,154,104,41,6,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,9,5,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,6,9,10,45,18,14,0,0,0,106,22,40,50,165,56,64,15,3,0,419,0,0,0,0,0,0,0,0,0,0,37,72,79,250,90,96,31,9,5,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,6,12,27,55,22,20,0,0,0,140,52,73,73,201,86,73,28,11,0,606,0,0,0,0,0,0,0,0,0,0,72,134,94,242,93,84,52,11,3,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,11,9,3,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,0,3,10,44,21,7,3,0,0,87,0,13,17,38,31,32,37,22,13,204,0,8,20,59,35,36,23,4,3,193,6,35,54,223,137,139,144,76,19,835,66,239,233,503,281,289,278,311,238,2447,2375,5456,4712,10086,5745,6370,6529,4059,1605,46934,0,0,0,13,0,0,0,0,0,19,4500,9268,7023,12652,6397,6899,7589,4316,1527,60189,0,0,0,14,0,0,3,0,0,22,0,0,0,3,0,5,4,0,0,19,0,13,3,42,9,7,0,0,0,72,0,7,3,16,0,5,0,0,0,24,3,23,8,52,24,41,33,7,3,192,0,0,3,13,8,3,3,0,0,35,0,3,9,65,65,37,14,5,6,200,0,0,0,4,4,8,21,10,3,51,0,0,0,0,0,8,9,3,0,28,11,262,656,1265,1454,2108,2116,1787,495,10161,0,0,10,15,9,4,5,0,0,39,3,0,0,25,6,7,12,4,5,66
LGA55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,9,3,6,4,27,10,9,13,4,0,70,0,34,43,60,58,73,39,29,7,344,212,505,443,950,628,767,598,311,122,4522,0,5,4,20,6,3,4,0,0,36,410,946,813,1373,918,1094,841,408,137,6936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,16,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,4,53,52,132,116,80,27,476,0,0,0,0,3,0,0,0,0,4,0,0,0,20,0,4,0,0,0,24
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,11,8,5,18,40,17,14,6,0,0,116,32,49,74,159,62,62,26,14,0,485,0,0,0,0,0,0,0,0,0,0,59,91,109,208,82,102,55,18,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,0,0,25,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
