LGA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA55740,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,12,0,6,7,24,3,3,5,0,0,48,0,0,3,9,4,7,15,0,3,42,0,0,0,0,0,0,0,0,0,5,0,0,9,20,24,14,12,5,5,87,0,12,9,19,8,11,17,7,0,96,0,10,24,53,43,21,19,10,0,184,0,0,3,8,11,7,0,0,0,39,0,0,0,5,0,0,0,0,0,6,0,4,4,11,6,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,3,6,8,27,18,12,17,10,0,102,0,0,0,4,5,0,0,0,0,15,0,0,0,5,5,6,4,0,0,24,0,0,5,4,3,7,8,0,0,32,3,31,33,194,75,38,36,36,9,454,8,44,43,122,53,64,70,52,38,492,401,1146,1185,2153,1334,1141,995,594,211,9169
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,20,47,29,85,53,46,26,10,0,317,40,80,55,174,104,103,72,23,9,653
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,13,12,0,0,0,40,33,45,22,103,75,100,45,20,16,459
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,9,3,18,12,5,9,10,4,71,46,79,48,120,82,85,68,46,11,579
LGA56090,0,0,0,3,0,4,0,0,0,10,0,0,0,9,14,10,3,0,0,25,0,6,31,81,48,29,17,8,0,222,0,0,0,19,9,3,12,0,4,59,0,0,0,0,0,3,0,0,0,6,0,3,10,39,56,65,87,37,16,319,0,10,6,13,10,14,17,7,0,71,0,32,37,122,114,48,35,11,0,418,0,0,0,8,3,5,9,3,0,35,0,0,0,14,0,4,0,0,0,20,0,7,18,48,17,11,5,0,0,107,0,0,0,3,0,0,0,0,0,4,3,13,13,44,27,44,30,14,5,194,0,0,9,33,17,15,6,0,0,81,0,0,4,13,13,34,24,20,0,110,4,3,12,45,41,37,21,4,7,170,0,17,37,176,122,164,134,87,31,766,44,152,134,435,246,278,158,136,84,1669,1871,4662,4336,9172,5655,5720,4548,2428,775,39166
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,10,9,24,3,29,17,10,5,0,0,101
LGA56230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,5,18,33,20,17,4,0,0,102,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,21,22,37,38,28,9,169,0,0,0,4,6,6,5,4,0,17,0,10,21,38,37,29,11,7,0,166,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,15,9,7,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,17,10,3,52,0,4,5,6,0,0,5,3,0,21,0,0,0,6,4,6,3,9,0,32,0,0,0,6,10,8,12,0,0,35,0,0,4,32,22,34,34,20,6,151,47,138,135,314,195,188,185,116,42,1361,926,2352,1887,3780,2285,2496,2502,1433,409,18068
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,5,0,18,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,3,0,9,5,3,3,0,0,20,8,34,6,45,34,25,41,31,3,227,48,161,83,271,182,280,336,151,30,1538
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,21,14,23,16,13,14,130,55,104,47,172,98,119,89,68,41,787
LGA56460,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,15,13,70,15,4,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,18,0,0,0,0,0,5,0,0,0,6,0,13,8,23,11,9,3,0,0,75,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,3,0,0,15,0,0,8,32,11,15,3,10,0,84,28,68,63,135,66,60,54,29,9,510,226,599,589,1061,592,654,567,326,159,4779
LGA56580,0,0,3,14,6,4,0,0,0,24,0,0,0,0,3,3,3,0,0,10,0,6,9,16,10,10,0,0,0,48,0,0,0,19,10,14,9,5,0,51,0,0,0,0,0,0,0,0,0,0,0,14,27,28,46,51,47,26,11,255,4,26,35,67,52,43,54,31,3,317,7,20,58,110,101,84,56,25,6,471,0,8,5,19,33,22,11,11,9,125,0,0,4,20,23,10,17,8,0,75,0,10,5,13,8,0,3,4,0,39,0,0,0,3,0,0,0,0,0,10,13,58,49,68,33,24,16,14,5,283,0,9,3,37,35,6,8,0,0,96,0,0,0,5,6,14,13,8,4,54,0,0,4,22,22,28,10,5,0,99,5,70,64,160,117,119,88,43,13,683,14,48,54,130,90,78,98,82,65,660,998,3203,3045,4316,3143,2774,2506,1499,650,22132
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,8,8,29,14,26,7,0,0,94,82,208,242,432,180,135,52,14,3,1358
LGA56730,0,0,0,16,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,9,0,22,30,57,42,16,8,3,0,177,0,0,0,3,0,0,3,9,3,18,0,0,0,6,0,0,0,0,0,4,0,0,0,4,10,16,8,3,0,43,0,0,0,0,5,3,4,0,0,11,0,4,3,19,20,14,12,3,0,73,0,0,4,19,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,7,3,0,0,15,0,0,4,18,5,4,0,0,0,41,0,0,0,0,0,5,0,5,0,12,0,0,0,11,4,5,4,0,0,23,0,0,11,63,29,28,24,21,9,179,51,159,116,247,148,163,123,86,36,1130,588,1479,1242,2533,1488,1662,1438,706,237,11358
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,9,6,34,23,51,36,93,57,75,91,48,21,486,128,345,205,570,408,606,597,282,86,3227
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,15,7,12,3,0,56,8,24,33,39,37,46,44,14,4,255
LGA56930,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,10,0,0,3,7,0,0,18,5,0,6,7,5,11,9,0,0,37,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,4,6,11,12,11,3,0,0,42,0,11,8,9,4,5,6,8,0,61,53,211,322,232,215,220,183,114,41,1597
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,6,4,22,24,63,28,37,16,6,0,191,21,68,58,177,102,117,55,26,11,629
LGA57080,7,10,19,113,10,4,0,0,0,162,0,0,3,4,6,5,0,0,0,18,0,11,59,271,51,31,19,0,0,438,0,0,0,47,12,11,28,6,7,112,0,0,0,0,0,0,0,0,0,5,0,4,18,86,40,38,31,18,6,226,5,16,147,280,45,50,29,14,3,583,0,7,99,173,57,62,20,11,0,433,4,10,27,85,10,6,7,4,0,150,0,0,7,140,0,3,5,0,0,156,3,11,35,147,42,11,7,0,0,261,0,0,0,17,0,4,4,0,0,27,9,17,49,123,29,20,23,10,0,281,3,22,65,155,34,25,16,6,5,332,0,0,5,25,8,10,9,8,0,66,0,0,24,68,10,13,6,4,0,127,26,61,207,1213,131,94,99,50,11,1886,63,80,453,1293,301,242,164,89,22,2712,933,1065,4868,13363,2682,2481,1901,901,268,28463
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,9,0,3,3,12,14,9,11,6,4,59,48,116,81,188,123,177,172,107,23,1037
LGA57210,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,9,21,10,3,4,0,0,53,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,7,3,27,0,0,0,0,0,0,0,0,0,0,0,0,4,14,15,9,7,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,19,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,3,3,5,0,15,0,0,0,0,0,5,3,0,0,10,0,0,0,7,20,19,26,6,5,90,17,74,51,116,84,94,97,45,30,619,242,655,488,1028,769,910,823,352,117,5388
LGA57280,0,0,0,9,3,0,0,0,0,12,0,0,4,9,3,4,0,0,0,20,0,49,54,218,72,43,15,0,0,451,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,4,19,7,15,6,0,0,59,0,5,0,13,4,8,9,0,0,39,0,11,14,71,67,32,7,0,0,200,0,10,0,30,3,9,3,0,0,47,0,0,0,0,0,0,0,0,0,9,0,13,8,56,13,3,0,0,0,92,0,0,0,0,4,5,0,0,0,13,0,3,0,19,0,9,3,0,0,34,0,7,5,19,6,0,0,0,0,33,0,0,0,0,6,7,4,0,0,10,0,4,18,28,36,22,0,0,0,101,0,8,18,100,38,49,12,0,0,233,136,296,267,918,355,272,72,15,6,2331,1411,2469,1663,5895,2024,1608,468,111,33,15684
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,11,27,9,38,48,38,47,17,10,239,52,98,49,161,121,160,190,81,39,961
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,9,0,18,11,3,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,10,0,0,0,21,5,4,4,0,0,42,14,16,18,50,37,44,22,17,3,217,155,234,139,561,299,323,221,126,32,2085
LGA57490,0,10,7,41,10,5,7,0,0,86,0,3,7,26,28,15,5,0,0,87,6,155,241,505,271,149,73,9,0,1418,0,6,8,57,22,16,29,6,3,142,0,3,8,24,12,7,5,0,0,65,0,102,175,386,405,477,348,225,59,2184,0,9,17,74,56,45,27,13,0,244,12,164,355,845,577,322,154,71,13,2507,0,8,4,31,12,6,9,3,0,67,6,0,0,27,0,0,0,0,0,39,3,48,54,198,95,41,13,0,0,454,0,0,0,0,5,4,3,0,0,18,6,40,53,145,53,71,51,14,3,432,0,21,30,109,42,24,12,3,0,239,0,25,54,117,94,127,87,56,20,586,0,30,90,232,147,91,35,11,0,638,7,151,233,844,534,475,351,219,62,2874,332,844,947,2417,1010,770,543,463,329,7647,9148,20284,16896,36703,17886,15559,10901,6210,2083,135678
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,8,7,4,4,0,37,0,0,6,22,11,31,22,15,0,109
LGA57700,0,13,3,37,12,0,0,0,0,70,0,0,13,13,7,0,0,0,0,36,0,31,55,132,55,20,6,0,0,308,0,0,0,10,0,0,0,0,0,15,0,0,0,7,0,0,0,0,0,15,0,4,9,66,54,61,38,22,0,258,0,8,16,33,30,17,6,3,0,101,4,39,73,210,132,82,24,6,4,575,0,0,0,27,3,4,3,0,0,41,0,0,0,5,0,0,0,0,0,8,0,9,6,26,10,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,4,32,6,18,8,7,0,81,0,0,0,18,7,3,5,0,0,35,0,4,0,16,16,17,7,3,5,65,0,10,43,103,43,21,7,0,0,228,0,31,70,272,98,88,50,29,13,645,58,173,141,458,215,175,101,64,20,1406,2777,5235,3704,9664,4066,3391,2123,955,249,32173
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,25,0,3,0,5,0,33,7,19,11,45,17,28,22,10,5,168,61,109,73,289,124,166,145,63,8,1031
LGA57840,0,0,37,78,5,5,3,0,0,134,0,0,6,9,9,14,3,0,0,38,5,19,46,120,36,35,23,8,0,283,0,4,0,39,13,23,35,7,9,129,0,0,0,0,0,0,0,0,0,4,3,4,22,75,77,84,89,55,25,430,6,18,66,196,83,81,82,27,13,571,3,22,87,231,119,124,74,30,11,705,0,8,11,80,28,18,20,5,0,180,0,0,3,47,8,4,10,0,0,83,5,19,19,78,34,19,12,0,4,193,5,0,0,19,4,6,5,3,4,41,10,40,32,80,29,32,21,11,3,263,0,11,23,76,50,49,18,6,0,229,0,4,7,15,12,18,15,5,4,78,0,4,14,69,29,42,21,4,0,184,18,77,156,777,243,180,165,93,37,1749,67,120,199,586,224,244,233,218,209,2096,2025,4194,5914,12325,5276,5155,4773,2503,1233,43405
LGA57910,6,74,171,646,51,30,15,3,3,1013,0,0,5,25,44,18,12,0,0,107,4,154,256,758,343,195,103,36,9,1858,0,12,15,232,111,154,224,79,72,897,0,0,0,16,8,0,5,5,0,26,6,34,101,467,271,340,312,204,84,1824,6,60,85,434,186,175,188,69,28,1225,13,143,421,1466,737,609,438,202,83,4110,5,24,77,350,103,85,81,54,19,802,6,14,14,323,45,16,15,6,0,441,15,108,141,350,157,63,43,5,3,888,0,11,22,106,37,29,15,0,0,220,24,104,110,374,142,118,83,34,8,1006,12,113,250,1094,900,751,489,128,73,3812,0,5,16,134,62,66,64,42,8,406,0,8,62,369,158,153,96,24,4,887,108,1030,1279,6734,1679,1217,915,522,219,13695,488,882,988,3840,1246,991,888,735,449,10515,13360,24903,24550,72507,28195,24207,20107,12645,5894,226369
LGA57980,0,0,0,11,0,0,0,0,0,21,0,0,0,4,6,8,0,0,0,9,0,4,12,50,20,11,11,0,0,100,0,4,0,19,8,5,4,0,9,54,0,0,0,0,0,0,0,0,0,0,0,4,16,45,30,42,37,18,4,209,3,20,21,56,23,13,19,12,0,165,0,12,22,103,49,34,34,12,5,275,0,4,0,14,5,8,0,4,4,40,0,3,4,12,5,0,3,0,0,38,0,8,12,18,11,11,0,0,0,63,0,0,0,3,4,0,0,0,0,10,7,25,15,64,15,23,16,13,0,177,0,0,9,17,14,7,13,4,0,69,0,0,0,7,7,3,4,10,6,38,0,0,5,25,8,4,11,7,0,56,12,60,50,319,132,95,53,51,17,783,28,56,66,249,92,83,96,54,33,753,814,1913,1807,5069,2135,1989,1947,1153,439,17267
