SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED50106,0,0,0,11,4,0,0,0,0,16,0,0,0,10,7,10,6,5,3,42,0,5,5,17,13,10,4,0,0,52,3,5,5,68,31,56,58,30,8,269,23,93,80,198,136,142,145,96,51,967,949,2374,1955,4174,2635,2872,2565,1551,661,19732,0,0,0,0,0,0,0,0,0,3,1857,4383,3515,6394,3631,3745,3341,1691,695,29248,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,16,14,25,17,26,11,4,6,128,0,0,0,0,0,0,0,0,0,5,0,4,6,38,9,17,5,5,0,83,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,0,4,4,0,4,0,38,63,235,318,658,657,577,224,2771,0,0,0,9,6,0,0,0,0,17,0,0,4,19,9,3,6,3,0,43
SED50202,0,3,4,36,6,11,3,0,0,61,0,0,0,6,7,15,15,10,3,55,0,12,23,71,37,15,8,5,0,161,3,53,91,369,119,114,44,22,7,831,131,226,218,474,179,134,119,96,65,1646,1859,3498,3151,7648,2947,2778,2242,1155,441,25722,0,13,34,115,17,9,0,0,0,191,3521,5994,4453,8712,3195,2575,2052,809,220,31529,0,3,0,27,0,0,0,0,0,36,0,0,5,0,0,3,0,3,0,13,0,0,3,3,3,6,0,0,0,18,0,0,0,20,3,6,3,0,0,38,4,13,17,32,9,8,4,7,0,86,0,0,0,10,9,22,11,0,0,44,3,8,4,54,31,16,13,4,0,134,0,0,0,0,3,6,3,7,0,25,0,0,0,6,3,4,4,0,0,21,3,29,82,494,502,1075,819,598,210,3809,0,0,3,14,6,4,0,0,0,21,3,0,0,10,4,11,3,4,3,33
SED50304,0,9,20,129,91,67,50,10,11,372,0,0,6,16,7,7,9,0,0,35,0,0,5,47,9,7,9,0,0,82,7,116,180,920,164,123,83,61,34,1700,43,90,98,407,113,119,97,82,40,1085,1340,2113,2269,8356,2663,2447,2162,1386,694,23438,0,5,3,35,13,9,0,5,0,70,2561,3333,2902,7198,2823,2363,1605,922,346,24065,0,3,3,26,4,0,3,0,0,35,0,0,0,54,19,59,30,8,8,183,5,6,5,217,14,4,3,0,0,261,0,0,0,7,6,8,0,0,0,22,0,6,10,44,19,13,6,0,0,103,0,5,7,20,11,6,6,4,0,64,0,21,47,336,93,107,62,32,11,720,0,4,3,34,20,33,89,75,40,296,0,6,7,10,4,11,13,16,5,68,5,30,92,537,272,318,238,165,63,1715,0,0,0,8,3,4,5,0,0,18,0,4,10,50,7,20,5,0,0,87
SED50405,0,3,3,39,11,7,6,0,0,60,0,4,10,27,21,16,10,3,4,93,5,13,49,153,63,28,8,0,0,316,0,50,79,384,137,95,58,22,9,831,84,203,147,412,129,84,84,61,32,1224,2473,4785,3576,9908,3446,2457,1697,833,174,29342,0,0,0,8,3,0,0,0,0,8,4813,7879,4432,10440,3060,1985,1440,644,115,34804,0,6,7,37,5,0,0,0,0,45,0,0,0,24,7,3,5,0,0,45,0,6,6,31,0,3,0,0,0,52,0,0,0,9,0,0,0,0,0,7,0,16,10,49,19,10,9,0,0,102,0,0,0,11,9,4,4,0,0,33,0,4,10,89,26,16,19,0,0,168,0,4,0,14,13,12,6,8,0,53,0,3,0,17,3,6,5,3,0,35,6,258,532,1264,980,1075,646,491,100,5361,3,3,16,45,15,13,0,0,0,99,0,0,0,14,9,10,7,3,0,47
SED50502,4,20,39,254,162,128,78,24,11,721,0,0,0,3,3,9,0,0,0,29,0,4,11,27,9,5,4,3,0,55,8,20,72,278,125,111,79,36,19,745,48,107,103,269,121,108,73,69,37,937,1269,2562,2385,6135,2881,2777,2113,1081,479,21674,0,12,35,162,45,14,13,3,0,287,2476,4737,3800,6627,3037,2622,1858,798,316,26268,0,0,0,19,4,3,9,4,0,41,0,0,0,51,33,49,32,11,4,187,0,0,0,26,5,0,0,0,0,37,0,0,0,24,25,18,13,3,0,79,0,3,0,18,19,7,9,3,0,56,0,0,0,0,0,9,3,0,0,15,4,7,36,185,80,85,44,5,4,452,0,0,0,24,19,36,33,20,7,142,0,0,3,8,8,5,8,7,0,50,10,27,54,408,337,544,404,269,100,2153,0,0,0,9,0,5,8,0,0,28,0,0,0,33,7,5,9,3,0,62
SED50605,0,17,11,41,29,17,14,0,0,125,0,3,0,8,6,14,12,11,4,52,0,0,5,21,29,24,9,6,4,97,8,39,66,238,129,132,100,57,37,794,19,40,56,138,70,85,85,43,38,569,981,2734,2667,5285,3091,3032,2765,1428,715,22696,0,0,0,6,0,0,0,6,0,10,1878,4586,4048,5055,2797,2749,2324,1278,614,25327,0,3,7,44,3,0,4,0,0,58,0,5,0,14,4,10,4,3,0,41,5,4,7,41,7,4,0,5,0,69,3,3,0,7,0,0,0,0,0,20,5,13,10,35,32,20,11,3,0,121,0,4,3,13,8,8,11,0,0,43,3,63,85,548,186,179,110,38,36,1249,0,0,0,13,4,11,24,15,4,75,0,6,4,9,0,11,11,13,0,59,9,139,167,383,444,585,463,360,118,2664,0,0,0,8,7,3,9,0,3,30,0,12,6,42,19,10,6,0,4,95
SED50702,0,0,25,113,32,30,40,5,5,250,0,0,0,10,5,0,0,7,3,30,3,6,13,54,15,13,5,0,0,110,4,86,107,611,131,87,65,44,15,1158,80,124,140,504,148,147,96,95,95,1435,1428,2362,2659,8339,2810,2547,2030,1121,606,23909,0,17,37,161,36,12,4,0,0,263,2602,3807,3489,7368,2907,2596,1912,909,400,25990,4,31,33,153,35,5,0,0,0,259,0,0,4,25,5,4,7,0,0,45,0,4,5,104,10,7,0,0,0,128,0,0,0,12,9,5,7,0,0,31,3,3,5,52,5,3,10,6,4,86,0,0,0,10,12,7,6,3,0,38,9,36,99,548,195,176,77,20,5,1161,0,0,3,10,9,19,17,14,7,73,0,8,6,19,9,9,11,4,0,70,0,32,91,440,308,566,405,264,124,2237,0,0,8,13,12,5,9,0,0,40,0,3,0,44,3,6,5,6,0,64
SED50805,0,0,5,7,9,0,0,0,0,26,0,8,0,13,11,14,15,4,5,66,0,0,4,19,17,22,9,3,0,69,4,31,32,203,98,68,54,57,34,587,23,62,57,186,98,79,82,92,99,772,1015,2479,2389,4967,2998,2611,2105,1358,872,20794,0,0,0,0,0,0,0,0,0,0,1961,4382,3926,6316,3789,3049,2376,1311,784,27889,0,0,0,9,0,3,0,0,0,8,0,0,0,6,3,7,10,0,0,34,0,6,8,54,12,9,0,0,0,95,0,0,0,3,0,0,0,0,0,4,7,11,9,47,28,25,23,7,3,145,0,0,0,12,6,3,6,0,6,34,0,15,9,57,25,24,16,7,7,165,0,0,0,9,7,13,28,18,9,80,0,0,0,11,0,0,9,10,9,43,14,116,184,615,593,645,497,325,152,3136,0,0,0,0,7,0,3,0,0,10,0,8,0,44,13,14,15,6,0,98
SED50906,0,0,0,22,12,5,3,0,0,50,0,0,0,5,10,12,3,11,4,42,0,4,12,46,25,23,14,0,4,133,5,28,23,135,66,56,37,31,8,391,58,114,128,319,143,125,125,85,59,1152,1199,2761,2573,5661,3066,2883,2432,1342,650,22567,0,0,0,3,0,0,0,0,0,3,2266,4990,4160,7745,4077,3769,3169,1628,607,32406,0,5,0,24,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,3,26,5,0,0,0,0,31,0,0,3,0,0,0,0,0,0,5,0,3,9,31,14,17,10,0,3,90,0,0,0,6,3,9,0,0,0,20,0,4,7,61,17,14,0,0,0,116,0,0,0,0,0,4,4,4,0,20,3,3,0,9,0,0,0,0,0,23,3,63,134,297,387,609,462,354,142,2439,0,0,0,3,0,0,0,0,0,7,0,0,0,15,6,4,3,9,4,34
SED51004,0,4,11,45,14,13,9,0,0,92,0,4,20,27,38,40,8,8,0,149,0,0,20,63,56,47,14,3,0,209,5,50,69,286,188,151,71,31,3,853,38,98,104,221,105,83,53,35,20,746,1299,3003,3157,6002,3821,2990,1652,812,271,23003,0,0,3,55,21,28,10,0,0,120,2461,5058,3834,5459,2610,1855,1146,504,155,23075,0,0,0,16,0,0,0,0,0,18,0,0,0,11,8,4,4,5,0,34,0,0,4,46,10,5,0,0,0,68,0,4,0,12,13,12,7,0,0,49,0,17,15,39,24,21,4,6,0,116,0,0,3,11,9,19,4,4,7,47,0,16,15,110,38,29,21,8,0,235,0,0,0,4,9,5,10,7,0,42,0,4,15,34,18,17,11,4,0,104,21,374,1063,1771,1925,1835,858,484,158,8486,0,0,7,5,3,4,0,0,0,15,0,4,0,20,6,3,4,11,0,56
SED51104,0,6,3,42,10,3,0,0,0,68,0,12,30,50,41,24,21,11,5,188,6,10,35,129,52,41,9,4,0,288,5,49,123,399,158,107,78,42,16,973,69,170,153,399,171,106,76,83,24,1248,2178,4330,3549,8888,3875,2654,1908,1168,460,29017,0,0,4,24,22,6,4,0,0,60,4219,7222,3961,8113,2676,1787,1347,774,357,30458,0,0,4,12,7,0,4,0,0,24,0,0,0,13,3,5,0,0,0,18,0,3,6,101,15,0,0,0,0,129,0,3,0,12,3,0,0,0,0,27,3,6,12,34,18,19,5,4,0,105,0,0,6,19,3,0,3,7,0,32,0,4,8,66,22,25,7,0,0,136,0,0,6,15,6,13,12,11,0,55,0,12,14,33,9,14,12,11,5,107,22,482,1195,2479,1967,1495,950,725,232,9545,0,0,0,17,5,0,4,0,0,33,0,0,0,23,6,10,6,6,0,50
SED51205,0,0,29,91,33,37,23,12,4,238,0,0,3,7,5,9,8,3,0,31,0,3,12,28,12,15,8,3,0,85,8,112,151,633,156,111,89,52,15,1324,77,133,164,461,135,96,82,70,51,1271,1832,2895,3136,9027,2803,2648,2202,1149,476,26175,4,14,64,181,36,17,16,5,0,334,3452,4365,3213,5475,2093,1969,1709,720,274,23261,0,23,20,151,31,3,5,0,0,234,0,0,3,10,4,4,4,0,0,31,0,0,4,40,0,0,4,0,0,55,0,10,9,34,16,19,13,4,0,97,4,10,8,21,11,7,0,5,4,68,0,0,0,17,11,20,11,5,0,55,13,47,200,1046,316,231,123,27,26,2028,0,0,0,13,6,0,15,12,3,52,0,6,12,29,9,0,3,8,3,69,0,46,76,308,274,493,455,379,138,2166,0,0,0,5,4,4,4,8,0,19,0,0,0,32,3,7,0,0,0,43
SED51304,0,6,3,16,9,9,8,3,0,58,0,5,13,15,14,13,10,0,0,71,0,0,5,28,42,34,25,13,5,151,0,44,32,193,126,88,113,42,17,658,12,35,26,117,58,52,90,62,35,482,1066,3120,2167,4657,3005,2706,2980,1444,532,21667,0,0,0,3,0,0,0,0,0,0,2180,5528,3645,5542,3580,2855,3256,1597,466,28644,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,10,0,0,0,15,0,0,3,52,4,4,3,0,0,74,0,0,0,0,0,0,0,0,0,4,0,11,9,57,35,21,18,10,9,169,0,0,0,7,8,4,0,6,0,19,0,22,11,134,26,52,28,10,0,283,0,0,0,6,3,10,23,13,9,64,0,0,4,11,5,11,10,7,3,50,14,245,299,666,742,758,686,462,137,4009,0,0,0,3,0,7,0,0,0,9,0,0,4,35,14,3,5,0,0,61
SED51401,0,0,0,10,0,5,4,0,0,19,0,0,0,0,0,7,3,0,0,13,0,0,0,15,11,12,8,3,0,46,0,3,4,50,29,34,36,20,14,187,77,215,172,422,276,279,255,190,85,1978,944,2202,1536,3807,2459,2855,2467,1341,531,18135,0,0,0,15,0,0,0,0,0,12,1748,3875,2744,5668,3525,4041,3606,1792,613,27611,0,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,4,0,0,0,9,0,0,0,0,0,12,0,0,0,11,0,0,0,0,0,10,0,3,0,3,4,10,6,5,0,38,0,0,0,3,0,0,0,0,0,9,0,0,0,10,11,7,0,0,0,33,0,0,0,0,0,4,4,4,0,3,0,0,0,9,0,0,3,7,0,10,3,7,19,168,233,507,478,283,82,1778,0,0,0,12,0,0,0,0,0,13,0,0,6,13,6,8,6,0,0,37
SED51504,0,0,4,34,25,20,11,0,0,100,0,6,0,11,7,0,5,4,0,41,0,0,3,19,35,24,16,0,0,93,14,142,122,809,156,131,72,41,38,1513,30,37,41,171,60,58,74,47,47,577,1087,2982,2518,5940,3344,2501,2017,1358,843,22583,0,0,0,9,0,4,0,0,0,13,2095,5193,4067,5684,3692,2782,2057,1415,794,27781,0,0,0,18,3,3,0,0,0,31,0,0,0,20,0,6,3,5,0,34,0,13,13,103,11,7,0,0,0,145,0,0,0,6,0,3,0,0,0,11,4,21,25,55,50,43,16,11,3,223,3,10,5,23,3,6,0,5,0,49,0,69,59,372,162,88,78,30,17,873,0,3,0,6,9,16,11,13,10,65,0,12,6,15,6,10,7,7,3,71,18,159,205,550,527,556,396,282,113,2807,0,0,0,0,4,4,5,0,5,15,0,11,18,55,28,5,6,3,0,135
SED51605,0,4,8,21,18,10,3,0,0,60,0,0,5,14,15,4,5,3,0,41,0,6,17,49,21,10,4,0,0,108,0,35,58,384,191,203,135,66,13,1076,48,89,90,244,102,87,64,61,27,813,1592,3357,3027,7583,3569,2565,1649,766,257,24366,0,0,0,14,3,0,0,0,0,12,3126,5864,4555,8245,3788,2337,1423,572,187,30095,0,3,7,29,9,0,3,0,0,51,0,0,0,57,25,44,16,12,0,160,0,0,3,49,7,0,5,5,0,73,0,0,0,3,4,0,0,0,0,11,0,9,10,42,29,11,3,4,0,111,0,0,0,12,19,7,7,6,0,52,0,34,80,402,167,91,53,16,3,846,0,0,9,79,39,90,112,61,23,414,0,0,0,8,6,8,5,3,3,31,3,99,200,780,571,709,368,214,57,2991,0,3,0,14,0,6,0,0,0,24,0,0,0,50,15,5,4,0,0,83
SED51706,0,3,3,25,0,7,0,0,0,38,0,0,0,3,7,11,9,5,0,42,0,3,10,35,20,16,10,0,0,99,0,6,4,65,39,48,31,17,7,216,46,127,95,258,157,173,158,123,73,1225,1246,2942,2202,5392,3007,3161,2586,1382,476,22398,0,0,0,13,0,0,0,0,0,15,2504,5574,3972,7985,4255,4333,3690,1700,517,34539,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,4,0,22,10,12,8,0,0,55,0,0,0,4,3,3,0,0,0,10,0,3,10,41,8,3,5,0,0,77,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,27,60,294,352,638,552,389,82,2389,0,0,0,4,3,0,0,0,0,8,0,7,0,11,5,0,7,0,0,33
SED51804,0,0,4,11,12,4,0,3,0,38,0,4,6,14,7,13,7,10,0,59,0,0,4,16,20,26,17,0,0,96,9,63,55,290,130,113,90,56,18,824,20,87,111,211,102,109,130,127,124,1029,872,2667,2958,4869,3244,2953,2582,1804,925,22899,0,0,0,0,0,0,0,0,0,5,1696,4424,4484,5579,3678,3316,2993,2133,888,29184,0,0,0,6,5,3,0,0,0,18,0,0,0,13,0,5,5,0,0,26,0,9,3,72,14,4,6,0,0,98,0,0,0,0,0,0,0,0,0,7,0,9,25,69,59,41,30,3,0,242,0,6,0,27,10,3,4,6,0,52,3,50,85,191,106,68,46,27,10,592,0,4,3,10,5,9,12,5,0,54,0,0,0,4,3,0,12,4,6,27,22,185,279,625,606,722,575,404,185,3610,0,0,0,6,0,0,0,0,0,13,0,19,26,79,26,17,7,0,0,167
SED51902,0,0,0,15,3,7,3,0,0,35,0,3,0,10,15,25,12,7,0,67,0,6,20,75,34,16,4,0,0,158,0,18,44,176,79,69,55,28,7,486,32,127,86,261,118,115,71,52,18,876,1720,3543,2768,6757,3205,2818,1987,859,243,23904,0,3,4,23,5,3,0,0,0,37,3404,6634,4542,8969,3825,2868,2037,729,213,33225,0,0,3,9,4,0,0,0,0,18,0,0,0,8,0,0,3,0,0,17,0,0,0,6,0,0,0,0,0,7,0,8,0,8,0,0,0,0,0,17,3,8,13,34,18,24,15,4,0,122,0,3,0,4,8,0,7,0,0,24,0,0,3,30,15,15,7,3,0,68,0,0,0,12,0,6,4,10,5,37,0,0,0,3,0,0,0,3,0,5,0,51,190,688,881,1338,886,551,135,4720,0,6,7,28,9,4,3,0,0,54,0,5,4,24,14,6,5,3,0,64
SED52006,0,0,0,16,8,7,0,0,0,37,0,10,13,24,18,19,22,15,7,123,0,3,5,19,16,18,10,4,0,77,4,16,26,85,63,61,71,35,13,375,14,92,67,171,111,120,134,129,77,909,996,2472,2092,4296,2828,3210,3527,2015,637,22076,0,0,0,0,0,0,0,0,0,0,1918,4253,3205,5555,3158,3582,4244,2294,667,28874,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,3,0,0,7,0,6,5,19,3,3,0,0,0,38,0,0,0,3,0,0,0,0,0,7,0,8,10,25,8,21,21,8,3,99,0,0,3,4,0,0,3,0,0,15,0,0,5,22,36,13,0,0,0,69,0,0,0,0,4,8,13,5,0,34,0,0,0,0,0,3,11,3,0,16,0,159,351,599,794,1135,1157,874,205,5273,0,0,6,4,4,3,0,0,0,16,0,0,0,9,7,0,6,4,0,32
SED52102,0,0,7,28,6,10,6,0,0,54,0,0,0,8,7,4,9,0,0,33,0,3,21,33,27,19,4,4,0,112,4,22,41,182,82,82,57,36,18,512,33,103,101,272,104,107,74,67,28,894,1312,2800,2371,6076,2674,2515,1973,1035,376,21136,0,17,71,209,51,24,6,3,0,383,2710,4923,3677,7051,3169,2755,2101,905,322,27612,0,8,15,55,40,3,6,0,0,129,0,0,0,10,0,4,0,0,0,15,0,0,0,16,0,0,0,0,0,20,0,0,3,16,10,13,10,5,0,55,0,4,5,17,7,8,5,0,0,45,0,3,0,10,12,8,6,6,0,47,0,16,16,206,47,53,27,0,0,368,0,0,0,0,4,5,13,7,0,17,0,0,0,5,0,0,3,5,4,14,4,35,86,351,377,659,482,417,144,2551,0,0,4,8,0,3,0,0,0,18,0,3,3,20,0,6,3,3,0,40
SED52205,0,0,0,18,13,0,4,0,0,46,0,0,0,22,8,19,8,6,0,64,0,0,0,27,13,9,8,0,0,64,9,27,49,364,155,180,161,117,53,1110,38,76,127,355,144,137,125,108,106,1209,1121,1988,2338,6514,3018,2988,2403,1308,724,22406,0,0,0,7,5,0,0,0,0,12,2214,3474,3563,7675,3603,3125,2318,1014,350,27344,0,0,0,4,0,0,0,0,0,8,0,0,3,38,17,26,31,19,3,138,0,3,0,65,15,5,0,0,0,88,0,0,0,8,3,0,0,0,0,8,0,8,19,103,37,49,26,5,0,243,0,0,4,45,13,9,9,4,0,87,0,8,15,52,23,19,10,8,0,131,0,0,3,40,20,56,102,93,98,406,0,0,7,4,4,5,12,10,0,43,9,68,143,827,583,817,604,324,104,3484,0,0,0,0,5,3,0,0,0,11,8,9,11,178,39,22,12,10,0,291
SED52301,0,3,4,26,15,10,12,0,0,66,0,0,0,4,5,9,4,6,0,24,0,0,4,21,15,5,0,0,0,56,0,10,12,53,40,32,20,22,9,201,109,239,189,447,205,169,159,103,66,1687,1158,2655,2233,4818,2735,2523,2007,1115,481,19725,0,0,0,0,0,0,0,0,0,0,2092,4664,3801,6929,3836,3675,2861,1409,566,29833,0,0,0,8,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,17,0,0,0,4,0,0,0,0,0,11,6,9,0,15,5,9,6,0,4,56,0,0,0,6,0,0,3,0,0,9,0,5,0,19,19,4,3,0,0,57,0,0,0,0,0,0,0,3,0,12,4,3,0,4,0,0,0,0,0,15,0,28,60,193,264,357,265,229,81,1476,0,3,4,10,3,3,0,0,0,24,0,0,0,15,8,8,4,0,0,36
SED52404,0,0,6,17,18,10,8,3,0,57,0,11,11,24,22,24,14,8,4,122,0,0,6,43,41,31,15,3,4,149,3,24,43,220,140,130,98,39,16,708,22,43,46,127,61,68,66,41,30,517,1241,2647,2286,5486,2851,2901,2395,988,340,21144,0,0,0,7,0,4,0,0,0,11,2415,4734,3618,6600,2979,2642,2242,784,234,26249,0,0,0,3,3,0,0,6,0,9,0,0,0,6,4,13,11,0,0,38,0,0,0,63,8,4,0,0,0,82,0,0,0,3,0,5,0,0,0,9,0,17,13,57,29,21,10,9,4,161,0,0,0,12,10,3,7,0,0,28,0,5,7,68,35,26,32,4,3,188,0,0,0,8,8,11,11,11,0,46,0,0,0,15,3,19,25,3,0,69,20,253,417,1093,935,1071,913,499,140,5359,0,0,0,3,0,0,3,0,0,10,0,6,4,30,8,6,4,3,0,57
SED52505,3,0,15,59,15,23,7,0,0,113,0,0,0,10,7,8,7,4,0,43,0,6,35,114,40,22,6,0,0,224,13,81,126,434,174,121,82,33,7,1062,15,75,49,190,59,61,43,19,8,517,2242,4297,3150,9843,3298,2857,2005,673,209,28579,0,0,9,36,3,6,0,0,0,59,4382,6646,3829,7736,2548,2115,1630,537,154,29575,0,16,12,71,22,5,0,0,0,135,0,0,0,10,0,0,0,0,0,16,0,0,4,42,12,7,7,0,0,68,0,0,5,19,3,4,5,0,0,34,0,5,13,29,8,15,12,7,0,78,0,5,4,17,8,13,3,5,0,64,3,55,101,742,233,138,100,22,9,1409,0,0,0,14,0,12,5,0,0,34,0,22,10,41,5,4,3,0,0,80,20,193,230,611,570,731,505,220,62,3142,0,0,0,21,10,5,3,0,0,44,0,0,4,17,9,7,6,4,0,43
SED52604,0,6,7,25,12,16,7,4,0,70,0,0,8,21,25,29,32,5,7,127,0,3,21,39,48,55,29,0,3,193,0,25,57,208,145,142,92,63,19,749,23,63,68,162,78,87,80,62,29,640,926,2370,2586,4895,3072,3163,2176,947,413,20551,0,0,0,8,7,4,0,0,0,24,1861,4037,3540,4991,2408,2272,1496,543,229,21379,0,0,6,16,4,0,3,0,0,29,0,0,0,8,5,5,7,0,0,27,0,5,3,54,5,10,0,0,0,76,0,5,0,8,6,0,4,0,0,21,6,6,19,40,25,31,9,3,0,133,0,0,0,3,3,0,0,0,0,15,3,6,29,101,28,37,31,7,5,240,0,0,0,0,3,18,8,3,5,42,0,4,4,25,10,25,15,6,6,86,6,273,766,1255,1420,1768,1200,570,181,7440,0,5,3,6,4,9,0,3,0,21,0,3,7,26,11,13,3,3,4,65
SED52702,0,0,0,13,5,0,0,0,0,20,0,0,0,9,3,17,15,9,0,62,0,0,6,24,23,26,22,6,0,98,0,17,21,85,86,95,89,69,28,480,14,44,57,121,78,94,76,84,52,616,834,2566,2077,3884,3014,2854,2610,1539,585,19969,0,0,0,0,0,0,0,0,0,0,1659,4894,3901,5518,3771,3094,2719,1398,397,27349,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,13,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,7,37,17,21,14,6,3,111,0,0,4,0,4,4,0,0,0,17,0,6,4,17,19,7,3,5,0,70,0,0,0,3,4,8,9,4,3,36,0,0,0,0,0,7,3,8,0,14,9,81,164,440,752,1098,1034,778,266,4627,0,0,0,0,6,3,0,0,0,17,0,0,0,21,9,15,3,8,4,58
