LGA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
LGA50840,24,3,0,0,5,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,893,127,58,4,4,9,15,3,0,41,1149
LGA50910,7,5,4,0,7,0,0,5,32,0,0,0,0,0,0,0,0,0,0,3,55,12,10,5,4,0,7,0,0,12,104
LGA50980,245,52,53,67,202,80,14,23,1218,5,0,0,0,0,0,3,0,0,6,14,2124,574,514,79,93,98,264,102,21,125,3999
LGA51080,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,65,5,4,0,0,4,0,0,0,8,94
LGA51120,8,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,69,12,11,0,0,0,0,0,0,0,96
LGA51190,505,125,119,127,168,77,19,44,2204,4,0,0,0,3,0,0,0,0,85,88,3537,989,896,167,164,171,228,114,36,245,6544
LGA51260,413,84,64,71,88,35,21,26,1573,6,0,0,0,0,0,3,0,0,16,26,4885,1077,967,148,122,120,173,93,36,248,7870
LGA51310,571,119,140,150,205,104,26,52,3127,0,0,0,0,0,0,0,0,0,10,7,4836,1330,1167,194,221,236,330,207,58,169,8746
LGA51330,7546,1805,1663,2113,2518,985,175,540,33571,13,0,9,0,4,0,4,0,0,35,71,17675,10034,9183,2074,1873,2335,2802,1130,226,845,48173
LGA51400,378,36,63,46,56,34,4,12,1230,0,0,0,0,0,0,0,0,0,3,9,1703,981,702,68,107,71,111,43,13,75,3875
LGA51470,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,51,11,14,0,0,0,6,0,0,3,85
LGA51540,83,26,20,35,52,18,7,14,541,5,0,0,0,0,0,0,0,0,0,8,1017,147,146,39,37,50,68,21,7,60,1595
LGA51610,10,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,136,33,31,0,0,0,0,3,0,9,210
LGA51680,36,7,4,0,10,0,0,7,159,5,0,0,0,0,0,0,0,0,0,4,897,223,129,13,7,3,16,4,0,56,1356
LGA51710,51,16,7,12,0,3,0,16,437,0,0,0,0,0,0,0,0,0,209,209,399,77,64,15,7,12,3,3,0,232,807
LGA51750,209,42,65,79,115,47,7,25,1102,0,0,0,0,0,0,0,0,0,4,4,1844,462,427,69,118,137,192,107,31,69,3452
LGA51820,4370,615,566,542,671,293,64,307,19392,11,0,4,0,0,0,0,0,0,38,59,19414,7998,7383,980,837,819,981,447,152,748,39761
LGA51860,5,0,0,3,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,52,12,4,0,0,3,0,0,0,9,81
LGA51890,30,0,3,9,5,0,0,7,164,0,0,0,0,0,0,0,0,0,11,7,737,131,78,7,7,13,6,6,3,33,1021
LGA51960,39,3,6,0,9,0,0,11,187,3,0,0,0,0,0,0,0,0,0,3,353,175,115,12,17,10,26,8,4,30,752
LGA52030,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,86,11,20,0,0,0,4,0,0,3,124
LGA52100,4,0,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,57,17,11,6,5,3,7,0,0,3,108
LGA52170,60,10,8,13,15,5,8,11,310,0,0,0,0,0,0,0,0,0,0,5,1104,207,231,31,43,55,79,55,28,38,1873
LGA52240,10,7,3,0,4,0,0,3,40,0,0,0,0,0,0,0,0,0,0,5,113,28,8,7,3,3,7,0,0,8,174
LGA52310,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,101,8,8,0,0,0,5,3,0,5,128
LGA52380,11,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,0,0,68,26,27,0,0,0,9,0,0,11,147
LGA52450,32,7,4,3,8,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,85,19,42,8,8,3,9,5,7,10,185
LGA52520,51,7,5,14,12,6,3,0,111,0,0,0,0,0,0,0,0,0,0,0,91,14,68,12,6,16,9,4,9,9,240
LGA52590,24,6,8,10,29,11,0,5,122,0,0,0,0,0,0,0,0,0,0,6,342,53,41,16,8,10,37,22,0,26,554
LGA52660,207,30,26,27,24,16,0,3,659,0,0,0,0,0,0,0,0,0,0,0,1280,475,391,48,34,36,41,31,6,66,2405
LGA52730,30,6,12,3,9,3,0,3,178,7,0,0,0,0,0,0,0,0,6,16,1119,104,73,9,19,10,17,16,0,69,1425
LGA52800,70,11,16,28,33,20,5,0,285,0,0,0,0,0,0,0,0,0,10,14,421,132,126,18,27,37,61,29,5,31,896
LGA52870,36,4,0,17,25,6,8,7,222,0,0,0,0,0,0,0,0,0,0,0,770,125,82,11,3,19,25,13,5,65,1126
LGA52940,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,42,7,5,0,0,0,0,0,0,0,53
LGA53010,0,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,31,7,3,5,0,3,0,0,0,5,62
LGA53080,3,0,3,3,5,0,0,6,47,0,0,0,0,0,0,0,0,0,0,3,109,33,17,6,3,3,14,0,5,8,204
LGA53150,53,12,12,18,8,10,0,16,390,0,0,0,0,0,0,0,0,0,0,4,1175,258,225,28,31,41,22,22,8,53,1868
LGA53220,385,51,66,67,103,50,14,30,1566,8,0,0,0,0,0,7,0,0,0,22,1703,1104,858,86,111,109,207,82,33,121,4430
LGA53290,109,18,22,21,55,24,6,14,480,5,0,0,0,0,0,0,0,0,0,4,1035,270,225,27,48,33,89,36,5,65,1837
LGA53360,36,7,14,32,39,21,0,4,238,0,0,0,0,0,0,0,0,0,0,6,796,140,119,30,19,53,73,38,15,39,1314
LGA53430,371,79,89,106,126,83,26,78,2834,10,0,3,0,0,0,5,0,0,23,44,5568,1188,1037,171,166,222,285,179,65,237,9123
LGA53570,48,7,14,55,85,27,94,17,504,0,0,0,0,0,0,0,0,0,0,9,759,164,122,13,17,68,99,35,102,63,1430
LGA53640,29,4,8,3,6,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,74,26,40,3,11,9,6,6,0,3,183
LGA53710,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,73,10,4,3,0,0,0,0,0,0,97
LGA53780,8856,1440,1265,1406,1862,629,160,578,35072,26,5,5,9,0,0,3,0,0,200,247,21252,13540,10870,1690,1477,1596,2077,747,204,1224,54676
LGA53800,530,98,88,86,80,72,38,30,2023,14,0,0,0,0,0,0,0,0,16,33,2997,993,941,135,149,120,110,93,52,154,5746
LGA53920,23,3,10,6,15,5,5,3,124,0,0,0,0,0,0,0,0,0,0,0,266,52,50,5,9,17,22,5,8,17,454
LGA53990,428,75,84,125,143,34,27,75,1667,11,0,0,0,0,0,0,0,0,8,19,2720,1002,844,120,112,169,166,54,37,179,5403
LGA54060,12,4,0,5,4,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,386,41,26,8,4,7,3,5,0,25,504
LGA54130,4,0,0,4,9,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,77,29,15,0,0,11,4,3,4,0,142
LGA54170,2402,332,336,411,563,282,72,214,13150,25,9,5,0,0,0,0,0,0,37,79,32748,11138,8648,993,866,939,1084,580,186,837,58019
LGA54200,1190,178,133,131,162,70,28,73,5355,4,0,0,6,0,0,0,0,0,43,56,9752,3147,2148,259,211,215,221,123,56,354,16488
LGA54280,846,135,163,199,281,125,63,56,3076,5,9,0,0,0,0,0,0,0,28,38,2276,1720,1613,206,242,340,400,181,90,169,7240
LGA54310,596,124,94,102,146,75,20,45,2122,3,3,0,0,0,0,0,0,0,21,28,1925,1194,1099,168,139,147,219,103,46,130,5170
LGA54340,87,33,11,41,23,24,35,23,514,4,0,0,0,0,0,0,0,0,12,11,304,204,109,37,18,53,23,25,40,59,876
LGA54410,5,12,0,4,6,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,79,9,20,11,0,3,6,6,0,5,136
LGA54480,6,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,30,11,4,0,0,5,3,0,0,0,51
LGA54550,19,9,0,8,6,6,4,0,82,0,0,0,0,0,0,0,0,0,6,6,110,28,35,17,6,16,9,6,8,16,250
LGA54620,10,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,78,25,19,7,3,3,9,3,0,11,153
LGA54690,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,6,0,0,0,0,3,51
LGA54760,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,43,14,4,0,0,0,4,0,0,3,67
LGA54830,2307,360,308,273,345,139,37,108,7771,0,4,0,0,0,0,0,0,0,201,210,5571,4075,3569,481,417,380,434,180,62,472,15636
LGA54900,15,3,0,0,3,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,69,25,38,9,3,0,3,4,0,11,172
LGA54970,30,0,10,7,8,3,0,4,187,0,0,4,0,0,0,0,0,0,0,9,288,168,82,17,17,16,24,8,4,15,629
LGA55040,48,11,12,9,10,3,5,6,193,0,0,0,0,0,0,0,0,0,0,4,230,158,97,21,19,18,33,8,7,21,617
LGA55110,1360,199,164,238,251,83,42,88,4859,17,3,3,0,0,0,0,0,0,38,62,12845,4650,3896,460,346,421,469,178,97,566,23921
LGA55180,74,3,17,32,53,18,10,31,428,4,0,0,0,0,0,0,0,0,7,11,954,130,140,10,28,37,77,30,10,80,1499
LGA55250,21,5,4,14,27,6,8,5,171,0,0,0,0,0,0,0,0,0,0,0,185,94,57,11,4,22,46,6,7,7,436
LGA55320,2697,524,526,507,656,425,78,244,16250,10,6,3,0,0,0,0,0,0,27,49,20983,5322,4453,742,751,746,888,594,137,609,35229
LGA55390,16,6,10,4,5,4,0,4,78,0,0,0,0,0,0,0,0,0,0,0,109,57,54,7,11,11,14,5,0,10,267
LGA55460,28,18,9,6,7,4,0,11,117,0,0,0,0,0,0,0,0,0,0,0,221,41,49,21,6,5,11,3,0,22,381
LGA55530,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,28,8,8,0,0,0,0,0,0,0,40
LGA55600,12,3,5,0,3,3,0,0,63,0,0,0,0,0,0,0,0,0,0,0,155,45,23,9,5,0,11,3,3,8,258
LGA55670,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,36,3,4,0,0,0,3,0,0,3,56
LGA55740,163,34,42,61,129,30,4,25,995,0,0,0,0,0,0,0,0,0,0,0,1471,431,388,65,83,94,190,84,27,63,2887
LGA55810,13,0,4,0,8,5,0,0,47,0,0,0,0,0,0,0,0,0,0,3,106,38,29,6,5,4,11,8,0,9,208
LGA55880,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,31,6,6,0,0,0,0,0,0,0,42
LGA55950,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,6,9,0,0,0,0,0,0,8,55
LGA56090,230,40,22,28,25,19,7,39,1493,6,0,0,0,0,0,0,0,0,398,412,6263,1176,740,92,59,69,65,48,25,560,9098
LGA56160,6,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,3,0,0,0,30
LGA56230,74,11,21,15,17,4,0,30,425,0,0,0,0,0,0,0,0,0,8,7,2188,409,262,23,26,22,28,4,6,126,3093
LGA56300,3,0,6,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,236,32,16,4,9,0,5,0,0,16,318
LGA56370,8,4,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,33,13,14,5,0,5,0,0,0,4,75
LGA56460,75,24,14,25,36,13,22,6,352,3,0,0,0,0,0,0,0,0,4,8,373,118,107,29,12,30,39,21,23,32,788
LGA56580,344,93,114,68,120,100,12,52,2651,7,0,0,0,0,0,0,0,0,0,14,4436,986,796,147,188,123,196,190,62,127,7251
LGA56620,7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,31,7,17,4,0,0,0,0,0,0,57
LGA56730,110,20,11,20,19,16,5,12,434,9,0,0,0,0,0,0,0,0,312,313,1101,214,229,29,15,22,30,19,8,373,2047
LGA56790,9,0,8,0,5,3,0,0,74,0,0,0,0,0,0,0,0,0,0,4,485,58,33,4,10,3,11,9,0,29,642
LGA56860,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,21
LGA56930,15,3,3,0,11,4,0,4,105,0,0,0,0,0,0,0,0,0,0,0,258,40,36,24,15,7,11,20,4,8,423
LGA57000,20,0,5,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,82,45,32,0,5,0,5,3,4,8,178
LGA57080,1831,600,735,1064,1625,847,226,179,9841,6,5,0,0,0,0,3,0,4,60,83,4338,2177,2639,766,943,1316,2039,1092,336,353,15999
LGA57140,3,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,128,10,13,0,0,0,0,0,0,3,164
LGA57210,48,16,9,8,26,16,5,7,241,0,0,0,0,0,0,0,0,0,10,10,679,101,85,14,17,15,29,16,0,51,1001
LGA57280,430,79,76,101,140,36,11,26,1590,0,0,0,0,0,0,6,0,0,10,11,1192,894,825,124,120,156,211,70,29,89,3712
LGA57350,0,0,5,7,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,72,8,0,0,4,5,8,0,0,0,95
LGA57420,28,0,8,8,7,16,0,8,151,0,0,0,0,0,0,0,0,0,0,0,240,100,86,10,28,25,25,27,5,30,571
LGA57490,1986,315,262,269,289,135,73,151,8302,30,14,12,0,0,0,0,0,0,43,97,20088,8938,7409,728,604,600,615,309,168,746,40218
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,0,0,0,0,0,0,0,34
LGA57700,676,75,43,55,82,54,16,45,2541,6,0,0,0,0,0,0,0,0,68,78,3965,1928,1265,113,83,111,123,71,25,252,7923
LGA57770,30,4,9,19,27,3,0,9,158,0,0,0,0,0,0,0,0,0,0,4,351,68,62,14,12,32,39,9,3,33,619
LGA57840,1338,294,290,371,534,273,47,114,7037,7,0,0,0,0,0,0,0,0,13,29,7941,2004,2116,431,422,513,691,365,80,279,14841
LGA57910,8963,2359,2149,2474,3311,1307,163,921,47097,43,13,3,5,4,4,5,9,0,84,177,40517,13317,13638,2968,2694,3111,4044,1727,306,1759,84078
LGA57980,538,103,113,169,183,104,23,28,2357,3,0,0,0,0,0,0,0,0,22,27,2978,852,940,181,195,238,271,173,74,117,6028
LGA58050,6069,912,696,734,919,411,124,470,26188,16,8,9,0,0,3,0,3,0,90,136,22948,12204,9272,1211,975,981,1173,538,197,1089,50583
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,7,0,0,0,0,0,0,0,44
LGA58260,5,0,0,0,8,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,39,10,14,0,0,0,5,0,0,6,81
LGA58330,13,0,0,0,3,0,0,3,95,4,0,0,0,0,0,0,0,0,6,8,743,99,57,3,8,7,3,5,0,39,959
LGA58400,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,3,3,0,0,0,0,0,0,0,44
LGA58470,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,9,5,0,0,3,0,0,0,0,48
LGA58510,1490,453,486,626,786,364,60,149,7487,6,0,0,0,0,0,0,0,0,69,81,5711,2084,2197,560,606,752,968,423,103,391,13794
LGA58540,7,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,60,20,22,3,4,0,4,0,5,7,117
LGA58570,804,212,290,349,434,173,42,146,5311,3,0,3,0,0,0,5,0,0,20,35,6101,1519,1598,325,416,498,615,279,71,288,11718
LGA58610,7,0,5,7,14,0,3,0,55,0,0,0,0,0,0,0,0,0,0,0,179,21,20,3,3,10,19,0,3,17,271
LGA58680,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,53,7,3,0,0,0,3,0,0,3,64
LGA58760,6636,1063,862,948,1132,499,173,575,32211,58,20,12,0,0,5,0,0,0,101,208,37174,21799,15354,1913,1488,1508,1709,833,310,1503,83593
LGA58820,27,3,3,3,11,9,0,7,169,0,0,0,0,0,0,0,0,0,18,18,477,102,69,5,8,10,16,9,0,59,767
LGA58890,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,53,6,7,0,0,0,0,0,0,3,70
LGA59030,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,49,10,6,0,0,3,0,0,0,0,68
LGA59100,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,10,3,0,0,0,4,0,0,0,48
LGA59170,3,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,45,16,20,0,0,3,8,4,0,4,105
LGA59250,18,0,4,0,6,0,0,0,74,0,0,0,0,0,0,0,0,0,0,6,98,43,44,3,4,7,13,0,0,7,226
LGA59310,19,0,8,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,94,23,24,0,8,3,3,6,0,7,171
LGA59320,3,0,0,0,6,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,38,5,9,0,0,0,6,0,0,0,48
LGA59330,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,49,0,6,0,3,0,5,0,0,0,63
LGA59340,91,26,19,37,76,30,20,17,503,6,0,0,0,0,0,0,0,0,0,5,860,222,240,43,37,62,113,54,32,45,1705
LGA59350,4,3,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,65,33,14,5,3,0,3,0,4,8,127
LGA59360,26,0,7,9,11,8,0,4,124,0,0,0,0,0,0,0,0,0,0,0,168,79,51,4,9,11,24,10,0,16,374
LGA59370,13,6,0,4,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,493,35,28,10,5,7,6,0,0,32,617
LGA59799,36,9,4,7,8,9,0,19,200,0,0,0,0,0,0,0,0,0,0,5,352,156,115,17,6,18,14,10,3,28,717
