POW_SA2_CODE_2021,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Taiwan_E,P_Taiwan_OM_IE,P_Taiwan_OM_UIE,P_Taiwan_CFW,P_Taiwan_ES_NS,P_Taiwan_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
501011001,5,0,0,0,0,5,29,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,14,4,4,3,0,28,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,3,130,19,43,25,4,222,10,3,6,3,0,22,0,0,4,0,0,5,59,9,13,0,0,82,14,0,8,5,0,27,1419,220,388,160,32,2224
501011003,7,0,0,0,0,4,17,0,0,0,0,19,4,0,0,0,0,6,3,0,0,0,0,6,50,10,11,4,0,80,15,0,0,0,0,16,31,0,0,0,0,32,14,0,0,0,0,16,292,68,84,20,3,466,21,6,3,0,0,31,7,6,3,0,0,20,152,17,26,7,0,202,37,8,12,5,0,63,3430,605,803,202,66,5109
501011004,0,0,0,0,0,0,36,0,0,0,0,36,0,0,4,0,0,7,5,0,0,0,0,6,41,9,13,0,0,67,5,0,0,0,0,5,13,0,0,0,0,12,11,0,0,0,0,15,283,33,91,14,5,432,11,6,7,0,0,29,8,0,0,0,0,17,212,8,31,0,0,257,27,3,0,3,0,37,3119,342,673,80,44,4258
501011293,9,0,0,0,0,9,35,0,0,0,0,39,5,0,0,0,0,5,13,0,0,0,0,14,69,3,7,0,0,85,0,0,0,0,0,0,7,0,0,0,0,9,21,0,0,0,0,20,351,29,49,3,6,437,19,3,0,0,0,21,15,0,6,0,0,27,75,6,17,3,5,105,24,4,3,0,4,30,4698,362,469,87,41,5664
501011294,3,0,0,0,0,3,46,0,0,0,0,46,0,0,0,0,0,0,6,0,0,0,0,6,81,11,17,0,0,107,7,0,0,0,0,10,4,0,0,0,0,4,22,0,0,0,0,22,351,18,55,7,0,437,9,0,0,0,0,9,7,4,0,0,0,9,140,9,20,0,0,167,25,0,4,0,6,32,4159,276,590,81,36,5145
501021005,5,0,0,0,0,5,22,0,3,0,0,26,3,0,0,0,0,8,0,0,0,0,0,4,48,3,9,3,0,66,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,11,206,12,30,0,4,244,5,0,0,0,0,12,0,3,0,0,0,5,75,4,5,0,0,90,8,0,0,0,0,10,2709,172,283,45,19,3224
501021007,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,5,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,60,0,14,0,3,85,6,0,0,0,0,6,3,0,3,0,0,8,24,0,7,0,0,31,6,0,0,0,0,8,1003,102,194,61,13,1371
501021008,5,0,0,0,0,5,76,0,0,0,0,76,5,0,0,0,0,11,8,0,0,0,0,13,99,0,5,0,0,105,21,3,0,0,0,21,0,0,0,0,0,0,6,0,0,0,0,6,336,5,8,0,0,349,7,0,0,0,0,7,4,0,0,0,0,4,148,6,0,0,0,151,14,0,0,0,0,12,3522,34,93,7,18,3678
501021009,8,0,0,0,0,8,34,0,0,0,0,34,9,0,0,0,0,9,6,0,0,0,0,6,85,0,3,0,0,92,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,211,6,13,0,0,236,3,0,0,0,0,7,7,0,0,0,0,7,70,0,9,0,0,79,25,4,0,0,0,30,4459,91,151,46,30,4774
501021010,0,0,0,0,0,0,14,0,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,3,14,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,5,0,0,80,0,0,0,0,0,7,0,0,0,0,0,0,34,5,4,0,0,46,7,0,5,0,0,12,1253,111,167,53,23,1603
501021011,0,0,0,0,0,0,95,0,0,0,0,97,3,0,0,0,0,3,6,0,0,0,0,6,99,0,0,0,0,104,0,0,0,0,0,0,25,0,0,0,0,25,5,0,0,0,0,9,233,12,6,7,0,252,9,0,0,0,0,11,0,0,0,0,0,0,105,7,0,3,0,114,25,0,0,0,4,27,3867,230,141,36,22,4295
501021012,6,0,0,0,0,6,30,0,0,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,51,0,3,0,0,59,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,112,7,12,5,0,145,3,0,0,0,0,4,6,0,0,3,0,9,42,0,9,0,0,46,11,0,0,0,0,9,1892,81,176,36,15,2202
501021014,7,0,0,0,0,7,277,0,0,0,8,284,3,0,0,0,0,3,5,0,0,0,0,5,98,0,3,0,0,102,0,0,0,0,0,0,52,0,0,0,0,52,14,0,0,0,0,10,232,11,20,12,0,272,14,0,0,0,0,15,6,0,0,0,0,4,187,7,5,0,0,195,28,4,4,7,0,44,4110,197,304,141,40,4786
501021015,0,0,0,0,0,0,143,0,0,0,0,148,0,0,0,0,0,0,8,0,0,0,0,8,132,0,4,0,0,137,4,0,0,0,0,4,23,0,0,0,0,23,6,0,0,0,0,4,272,8,25,0,3,308,12,0,0,0,0,13,5,0,3,0,0,11,112,0,7,3,0,120,23,0,0,0,0,24,4483,200,226,44,26,4974
501021016,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,5,139,3,11,4,3,161,7,0,0,0,0,6,0,0,0,0,0,0,40,0,4,0,0,41,26,7,3,7,5,37,2061,79,114,47,24,2327
501021251,0,0,0,3,0,3,33,0,8,0,0,42,3,0,0,0,0,3,3,0,5,0,0,7,37,3,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,18,0,0,100,4,0,0,0,0,3,3,0,6,0,0,7,22,3,8,0,0,29,3,0,0,0,0,6,1035,52,148,19,3,1257
501021252,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,12,0,0,47,5,0,0,0,0,3,0,0,0,0,0,0,19,7,0,0,0,25,0,0,0,0,0,0,489,58,84,19,0,642
501021253,15,4,4,0,0,18,156,0,7,0,0,163,9,0,7,0,0,20,32,0,3,0,0,37,262,13,11,3,0,293,14,5,5,0,0,22,19,0,0,0,0,21,29,0,0,0,0,34,777,38,64,9,4,893,22,6,0,0,0,32,19,4,4,0,0,27,289,23,23,0,0,334,55,0,5,0,0,59,10027,564,636,93,61,11380
501021254,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,6,4,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,29,3,0,0,0,0,3,424,16,39,7,0,498
501031017,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,173,16,28,12,3,241,7,0,4,0,0,16,3,0,0,3,0,7,38,3,13,5,0,63,30,0,5,0,0,44,2040,165,422,200,40,2866
501031018,3,0,0,0,0,3,15,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,5,18,5,0,0,0,19,0,0,0,0,0,0,16,0,0,0,0,16,3,0,0,0,0,3,108,12,22,11,4,154,5,0,0,0,0,3,6,0,3,0,0,15,37,0,11,5,0,53,14,0,3,3,8,27,1247,161,267,153,27,1851
501031019,0,0,0,0,0,0,28,0,0,0,0,30,4,0,0,0,0,4,5,0,0,0,0,5,8,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,135,0,19,0,0,153,9,0,0,0,0,5,0,0,0,0,0,0,76,4,6,0,0,82,19,5,0,0,4,24,2257,177,246,61,24,2772
501031020,4,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,3,0,22,0,0,0,0,0,0,15,0,0,0,0,15,8,0,0,0,0,8,104,14,40,17,0,175,0,0,0,0,0,3,0,0,0,0,0,0,62,9,10,4,0,86,18,5,9,8,0,43,1248,192,346,174,37,1990
502011021,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,64,15,31,4,4,115,0,0,0,0,0,4,0,0,0,0,0,0,10,0,6,0,0,25,0,0,0,0,0,0,418,87,163,21,13,696
502011022,0,0,0,0,0,0,49,0,0,0,0,53,0,0,0,0,0,0,4,0,0,0,0,3,30,3,11,4,0,42,3,6,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,17,144,25,43,6,3,219,8,0,0,0,0,6,11,0,0,0,0,11,33,4,7,0,0,48,4,0,0,0,0,7,1287,156,254,44,11,1753
502011023,3,0,0,0,0,7,92,5,0,0,0,99,4,0,0,0,0,4,15,0,5,0,0,17,122,16,12,0,0,148,6,4,3,0,0,16,0,0,0,0,0,0,19,0,0,0,0,16,646,41,41,7,4,734,17,0,0,0,0,13,4,0,0,0,0,3,150,10,7,0,0,160,32,0,3,0,0,34,4151,252,281,43,28,4752
502011024,0,0,0,0,0,0,60,0,0,5,3,67,0,0,0,0,0,0,8,0,0,0,0,6,52,7,14,0,0,74,4,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,19,321,35,83,7,3,449,6,0,3,0,0,9,10,0,5,0,0,14,82,9,16,0,0,103,13,0,7,0,0,19,2332,199,388,60,29,3008
502011025,13,0,0,0,0,18,197,6,6,3,0,217,4,0,0,0,0,11,23,5,0,0,0,22,164,15,10,5,0,197,17,0,0,0,0,15,13,0,0,0,0,13,60,4,3,0,0,63,1280,68,100,14,3,1460,41,0,0,0,0,44,33,7,11,0,0,50,247,14,25,0,3,294,55,0,0,0,6,59,8909,484,544,93,54,10080
502011026,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,39,9,20,5,0,74,3,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,18,3,0,0,0,0,3,476,84,106,24,7,698
502011027,0,0,0,0,0,3,93,3,4,3,0,104,0,0,0,0,0,0,11,0,0,0,0,8,102,12,7,0,0,124,0,0,0,0,0,5,0,0,0,0,0,4,16,0,0,0,0,18,379,26,71,9,5,488,13,0,5,0,0,12,10,0,0,0,0,9,79,9,9,5,0,101,8,3,0,0,3,12,2487,177,329,45,29,3067
502011028,0,0,0,0,0,0,52,3,0,0,0,54,0,0,0,0,0,0,5,0,0,0,0,3,29,0,6,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,142,8,21,0,5,183,0,0,0,0,0,3,3,0,0,0,0,3,47,0,8,0,0,53,5,6,0,0,0,11,1042,63,152,28,8,1288
502011029,4,0,0,0,0,4,80,0,0,0,0,81,3,0,0,0,0,9,5,0,0,0,0,9,81,5,9,8,0,101,12,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,0,14,440,13,39,9,5,501,17,0,4,0,0,17,4,0,0,0,0,12,98,3,9,0,0,105,36,4,0,0,0,45,4286,182,290,105,39,4894
503011030,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,3,5,3,0,0,0,9,26,6,10,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,72,21,22,3,0,120,4,6,0,0,0,12,0,0,0,0,0,8,87,11,11,3,0,109,3,0,0,0,0,3,1002,193,173,50,3,1422
503011031,11,0,0,0,0,14,64,0,0,0,0,62,13,0,3,0,0,12,42,3,0,4,0,52,124,19,13,0,4,159,35,0,0,0,0,34,25,0,0,0,0,29,16,0,5,0,0,23,467,66,40,8,0,581,43,7,0,0,0,55,48,0,3,0,0,59,425,16,22,0,0,467,10,0,9,0,4,26,5236,472,397,69,32,6200
503011032,9,0,0,0,0,8,31,0,3,0,0,34,7,0,0,0,0,3,17,0,0,0,0,21,47,8,6,0,0,63,9,0,0,0,0,9,13,0,0,0,0,13,15,3,0,0,0,19,223,33,33,7,0,299,10,9,3,0,0,25,15,0,5,0,0,20,194,16,19,0,3,229,8,0,0,0,0,12,2121,350,301,76,21,2871
503011033,0,0,0,0,0,0,8,0,0,0,0,12,0,4,0,0,0,3,8,0,5,0,0,12,39,3,4,3,0,58,7,0,0,0,0,12,6,0,0,0,0,6,11,0,0,0,0,15,120,25,25,5,0,168,7,0,0,0,0,13,15,3,0,0,0,25,119,19,7,3,0,147,0,0,0,0,0,5,1433,237,224,35,12,1937
503011034,7,0,0,0,0,6,42,5,3,0,0,44,6,0,6,0,0,12,31,3,0,0,0,33,70,6,10,0,0,88,22,0,0,0,0,22,0,0,0,0,0,0,18,0,3,0,0,23,297,30,43,11,0,373,15,0,5,0,0,26,10,0,5,0,0,22,273,22,21,4,0,325,3,0,0,0,0,9,3056,325,333,75,18,3798
503011035,66,0,4,0,0,74,409,7,6,0,0,418,102,0,3,0,0,104,371,7,7,6,0,394,603,31,21,4,0,660,152,6,7,0,0,170,51,9,0,0,0,57,81,0,0,0,0,86,2633,87,92,18,6,2827,193,7,3,0,0,204,162,4,8,0,5,181,2079,56,55,9,6,2203,67,0,3,3,9,90,23534,919,811,150,71,25487
503011036,14,0,0,0,0,14,26,0,0,0,0,30,12,0,5,0,0,13,27,0,4,0,0,30,111,6,6,3,0,134,16,0,0,0,0,18,4,0,0,0,0,9,12,0,0,0,0,12,461,38,36,5,0,538,42,7,0,0,0,47,8,0,0,0,0,11,310,11,21,3,0,342,6,0,0,0,0,9,4296,235,270,45,10,4847
503021037,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,58,4,0,0,0,0,8,3,0,0,0,0,3,40,0,0,0,0,39,0,0,0,0,0,0,598,16,5,3,0,627
503021038,13,0,0,0,0,18,74,0,0,0,0,74,26,4,3,6,0,37,84,3,3,0,0,89,207,23,9,0,0,245,50,0,0,0,0,54,12,0,0,0,0,12,54,0,0,0,0,55,782,55,60,6,4,910,43,9,3,0,0,59,68,11,16,0,3,101,630,34,28,0,3,700,27,0,0,0,4,28,8146,682,493,61,35,9413
503021039,18,4,0,0,0,26,110,0,3,0,0,114,13,0,0,0,0,14,45,0,10,0,0,49,95,12,11,3,0,121,26,6,3,0,3,34,20,0,7,0,0,25,34,0,8,0,0,42,473,57,62,9,3,606,34,0,3,0,0,39,65,15,28,4,0,101,463,38,50,4,0,560,14,3,3,0,0,26,5477,544,618,87,33,6758
503021040,14,0,0,0,0,15,78,0,0,0,0,80,7,0,0,0,0,6,12,0,0,0,0,16,35,4,8,0,0,55,11,0,0,0,0,15,7,0,0,0,0,9,22,5,0,0,0,25,159,36,35,6,0,233,6,4,5,0,0,14,31,8,10,0,0,58,235,19,22,0,0,285,8,0,5,0,0,11,2484,398,409,47,22,3359
503021042,45,5,0,0,0,52,251,3,5,3,0,262,54,7,6,0,0,64,194,11,13,0,0,217,492,47,34,4,5,583,96,3,3,0,0,101,42,0,5,0,0,44,67,7,3,0,0,75,2014,151,112,8,10,2295,106,16,14,0,0,138,119,13,19,4,0,154,1429,83,79,16,6,1610,42,10,8,0,9,63,18919,1619,1103,151,80,21876
503021043,22,5,4,0,0,22,216,6,3,0,0,219,24,0,7,0,0,32,97,9,8,0,0,111,229,29,21,0,0,277,40,5,4,0,0,47,39,0,0,0,0,38,29,0,4,0,0,37,906,87,82,8,4,1082,72,0,6,0,0,80,81,5,16,0,0,100,819,48,55,11,4,928,18,0,0,0,0,22,9119,766,752,62,31,10729
503021295,122,0,0,0,0,129,262,7,3,0,0,264,49,0,3,0,0,57,173,11,6,0,0,188,402,9,5,0,0,421,162,0,0,0,0,166,37,3,0,0,0,40,74,0,7,0,5,76,1659,62,42,5,14,1776,92,8,4,0,0,103,89,9,10,7,0,108,1360,43,46,7,12,1470,41,0,0,0,0,48,17054,549,351,65,64,18079
503021296,48,0,7,4,0,56,126,4,0,0,0,128,32,6,0,0,0,40,83,19,9,0,0,106,164,11,12,0,0,188,67,0,0,0,0,68,39,4,0,5,0,44,57,5,10,0,0,72,841,73,50,7,3,968,51,3,7,0,0,60,179,31,31,7,6,242,725,49,54,4,3,835,32,3,0,0,0,42,8543,822,581,85,34,10067
503021297,630,21,8,0,0,665,1935,10,9,0,0,1958,401,5,11,4,7,422,1515,51,20,8,3,1598,4052,113,81,10,5,4259,847,16,9,0,0,885,272,9,11,0,0,293,458,9,11,8,5,496,14119,460,280,29,33,14922,798,18,16,0,0,831,852,49,46,9,9,952,9924,259,170,33,38,10422,251,7,13,5,12,293,126916,3897,2295,346,335,133799
504011044,11,5,0,0,0,15,161,0,5,0,0,164,15,0,3,0,0,22,24,0,0,0,0,28,114,7,0,0,0,127,37,0,0,0,0,43,17,0,0,0,0,19,32,0,4,0,0,36,465,37,57,8,0,571,21,4,0,0,0,22,105,10,16,3,3,134,417,20,37,3,5,479,8,0,0,0,4,15,5497,381,441,50,45,6420
504011045,25,0,3,0,0,33,188,0,5,0,0,200,9,0,3,3,0,22,51,3,8,0,0,59,115,12,10,0,3,143,33,4,0,0,0,34,13,3,0,0,0,20,30,0,0,0,0,33,606,76,88,4,3,776,28,8,6,0,0,35,94,15,21,3,7,147,597,46,62,7,10,724,20,0,0,0,0,29,6972,856,757,106,66,8752
504011046,9,0,0,0,0,12,52,0,0,0,0,52,29,0,3,0,0,31,11,0,0,0,0,18,38,3,3,0,0,43,12,3,0,0,0,15,5,0,0,0,0,8,8,0,5,0,0,15,229,14,43,0,4,294,7,3,0,0,0,20,34,3,8,0,0,50,175,17,28,3,0,224,5,0,0,0,0,6,2348,193,328,28,19,2919
504011047,17,6,14,0,0,38,183,0,6,6,0,196,20,4,5,0,0,30,41,3,9,0,0,57,114,22,15,4,0,149,32,4,7,0,0,37,27,0,5,0,0,27,51,4,3,0,0,58,330,38,35,7,4,411,21,6,5,0,0,31,239,20,46,11,8,320,470,59,75,5,0,614,24,0,5,0,4,30,6474,556,690,105,41,7876
504011048,5,0,0,0,0,4,18,0,0,0,0,18,6,0,3,0,0,7,11,0,0,0,0,8,16,3,16,0,0,42,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,52,7,13,0,0,72,3,0,0,0,0,3,9,5,11,0,0,26,86,5,12,5,0,112,3,0,0,0,0,0,893,85,183,22,6,1195
504021049,3,0,0,0,0,3,27,0,0,0,0,27,3,0,0,0,0,3,3,0,0,0,0,3,26,4,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,186,3,11,4,4,209,4,0,0,0,0,5,6,0,0,0,0,6,62,0,3,4,0,71,11,0,3,0,0,18,996,48,76,25,5,1152
504021050,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,59,5,0,183,4,0,3,0,0,7,0,0,0,0,0,0,29,10,10,0,0,52,3,0,0,0,0,3,603,149,265,30,7,1062
504021051,3,0,0,0,0,3,3,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,4,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,5,30,10,18,4,0,59,0,0,5,0,0,4,5,0,0,3,0,13,9,6,3,0,0,14,6,0,0,0,0,3,349,78,113,13,0,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
504021053,7,0,0,0,0,7,24,0,0,0,0,24,3,0,0,0,0,3,7,0,0,0,0,7,36,3,8,0,0,52,9,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,7,231,35,76,9,4,362,9,3,6,0,0,18,3,0,5,0,0,9,90,12,13,0,0,113,6,0,0,0,0,3,2370,251,445,74,25,3167
504021054,9,3,0,0,0,15,82,0,3,0,0,90,8,6,0,0,0,10,5,0,0,0,0,10,44,6,0,0,0,53,4,3,0,0,0,8,6,0,0,0,0,6,18,0,3,0,0,16,219,27,38,6,0,294,5,0,0,0,0,7,26,3,10,0,0,34,117,13,13,0,0,146,7,4,0,0,0,12,3167,331,333,49,14,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10
504031056,0,0,0,0,0,3,33,3,6,0,0,44,8,0,0,0,0,11,12,0,0,0,0,15,37,4,5,0,0,47,4,4,4,0,0,14,0,0,0,0,0,4,11,0,0,0,0,11,142,17,23,5,0,182,7,0,4,0,0,16,45,9,23,7,3,91,150,23,41,5,5,223,0,0,0,0,0,4,1916,201,329,63,18,2525
504031057,8,0,3,0,0,13,69,0,4,4,0,78,6,0,0,0,0,3,14,0,6,0,0,12,47,0,9,0,0,57,9,0,0,0,0,15,6,5,0,0,0,10,12,0,0,0,0,17,173,14,25,3,3,218,6,0,0,0,0,9,34,9,24,0,0,71,143,20,40,0,3,206,0,0,7,0,0,10,2153,186,342,44,20,2750
504031058,3,0,0,0,0,3,21,0,0,0,0,21,0,0,0,0,0,7,76,0,4,0,0,84,32,0,0,0,0,35,4,0,0,0,0,4,8,0,0,0,0,8,14,0,0,0,0,14,209,26,22,3,0,264,11,0,0,0,0,12,20,0,11,3,4,37,83,5,4,5,0,96,17,7,5,4,0,30,1838,144,170,72,20,2248
504031060,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,25,15,17,3,0,58,0,0,0,0,0,0,3,0,0,0,0,6,8,0,0,3,0,14,0,0,0,0,0,0,213,74,118,39,4,453
504031061,28,0,4,0,0,31,237,0,4,0,4,239,8,0,0,0,0,9,29,0,0,0,0,29,167,4,6,0,0,180,29,0,0,0,0,29,5,0,0,0,0,5,29,0,0,0,0,29,552,19,22,4,0,600,30,0,0,0,0,27,46,0,6,4,0,58,423,19,10,0,4,464,29,7,0,0,0,34,7189,258,234,45,35,7762
504031062,9,0,0,0,0,11,30,0,3,0,0,35,3,0,3,0,0,6,9,0,0,0,0,6,24,0,5,0,0,29,8,0,0,0,0,8,7,0,0,0,0,6,11,0,0,0,0,15,129,8,17,5,0,156,6,0,0,0,0,6,18,7,10,5,0,32,120,10,19,0,0,147,0,0,0,0,3,9,1435,113,200,35,16,1797
504031063,41,6,4,0,0,47,318,11,0,5,0,332,55,4,4,0,0,66,74,8,7,3,0,89,380,48,21,6,0,455,59,7,3,0,0,65,48,6,4,0,0,58,54,0,0,0,0,60,1433,158,65,8,7,1674,52,7,3,0,0,61,435,38,76,14,3,562,1121,117,74,19,7,1344,54,9,4,0,9,72,14558,1517,797,174,97,17146
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,22,4,0,0,0,22
504031065,3,0,0,0,0,7,27,0,0,0,0,31,4,0,0,0,0,6,9,0,0,0,0,8,64,0,0,0,0,66,7,0,0,0,0,7,6,0,0,0,0,6,6,0,0,0,0,6,211,10,14,5,0,233,6,0,0,0,0,7,11,0,9,0,0,16,131,6,3,0,0,145,10,0,0,0,0,13,2197,120,160,50,3,2531
504031066,72,0,0,0,0,75,431,3,0,3,0,441,29,0,0,0,0,30,106,0,3,0,0,116,236,13,7,0,0,255,59,0,4,0,0,63,20,0,0,0,0,23,73,0,6,0,0,81,1493,36,67,7,8,1616,62,3,0,0,0,70,141,6,17,3,0,167,968,42,22,10,4,1048,58,0,5,0,14,73,15575,548,569,102,72,16867
504031067,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,4,10,0,0,41,0,0,0,0,0,0,10,4,7,0,0,18,15,0,3,0,0,18,0,0,0,0,0,0,364,58,88,13,6,524
504031068,4,0,0,0,0,4,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,9,3,5,0,45,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,123,41,35,9,0,215,8,0,0,0,0,9,0,0,5,0,0,4,49,6,18,3,3,79,5,0,0,0,3,9,976,204,250,69,10,1506
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,0,0,0,0,5,48,0,5,0,0,52,5,0,5,0,0,4,5,0,3,0,0,11,46,7,9,0,0,65,7,0,0,0,0,10,4,0,0,0,0,4,6,0,0,0,0,9,138,8,26,4,0,179,3,4,0,0,0,11,3,0,4,0,0,9,96,10,22,5,0,123,4,0,0,0,0,8,1321,113,247,26,8,1716
