POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
504031065,0,61,0,57,0,17,0,19,3,329,0,333,0,7,0,7,4,176,0,178,0,55,0,55,0,72,0,72,4,187,0,188,0,87,0,91,0,6,0,6,0,6,0,6,0,20,0,20,0,17,0,22,0,61,0,59,5,185,0,193,9,671,0,680,4,218,0,219,0,34,0,34,3,197,0,200,4,84,3,92,47,2483,3,2531
504031066,3,40,0,43,4,111,0,113,10,414,0,422,0,10,0,10,11,513,0,530,5,315,0,325,40,2910,3,2960,17,1173,4,1189,0,298,4,298,0,82,0,85,7,200,0,204,0,165,0,168,7,418,0,426,5,347,0,351,43,2538,3,2591,26,796,0,826,107,4832,12,4953,9,112,0,121,12,620,7,640,17,585,9,614,336,16488,40,16867
504031067,0,0,0,0,0,20,0,20,0,12,0,12,6,16,0,22,0,47,0,51,0,10,0,10,0,74,0,74,0,31,0,31,0,13,0,13,0,0,0,0,0,22,0,22,0,0,0,0,0,20,0,22,0,16,0,16,4,5,0,9,6,77,0,77,10,75,0,82,0,0,0,0,0,28,0,28,0,19,0,19,16,509,0,524
504031068,0,73,0,73,0,20,0,20,0,83,0,85,0,7,0,7,7,302,0,310,0,23,0,23,0,59,0,59,0,218,0,223,0,37,0,37,0,10,0,10,0,23,0,26,0,28,0,28,0,77,0,77,0,42,0,47,0,13,0,17,0,149,0,149,0,92,0,93,0,47,0,49,0,79,0,79,3,80,0,83,16,1480,11,1506
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,0,0,0,0,6,0,6,0,9,0,9,0,4,0,4,0,115,0,118,0,5,0,5,7,284,0,290,4,202,0,208,0,37,0,37,0,11,0,11,0,10,0,10,0,23,0,23,0,52,0,52,3,37,0,42,0,11,0,12,6,542,0,552,0,163,0,164,0,11,0,11,5,88,0,91,3,62,0,67,25,1678,3,1716
504031299,0,33,0,39,0,9,0,9,0,60,0,60,0,3,0,3,7,142,0,146,0,6,0,6,3,178,0,181,3,270,0,274,6,61,0,60,0,7,0,7,0,4,0,4,0,3,0,3,0,27,0,29,0,38,0,39,0,25,0,25,0,80,0,84,0,47,0,47,0,49,0,49,0,42,0,42,0,40,0,41,23,1128,4,1157
504031300,0,7,0,7,0,12,0,12,0,32,0,32,0,0,0,0,0,131,0,130,0,17,0,23,19,1041,0,1072,6,508,0,518,3,94,0,99,0,21,0,21,0,62,0,62,0,65,0,65,0,108,0,108,0,70,0,71,5,172,0,176,20,870,0,887,3,708,0,713,0,51,0,51,4,253,0,256,8,130,0,137,71,4363,4,4434
505011070,0,5,0,5,0,9,0,9,0,12,0,12,0,42,0,42,3,107,0,110,0,3,0,3,4,249,0,248,0,385,3,389,0,98,0,98,0,8,0,8,0,6,0,6,0,5,0,5,0,69,0,69,0,58,0,53,0,180,0,187,5,494,4,498,0,277,0,276,0,76,0,75,0,93,0,93,0,79,0,74,15,2250,10,2270
505011071,0,0,0,0,0,17,0,17,0,48,0,52,0,0,0,0,0,203,0,202,0,11,0,11,4,386,0,390,0,362,0,365,0,31,0,31,0,56,0,56,0,30,0,30,0,49,0,49,0,129,0,129,0,62,0,62,0,13,0,13,0,369,0,372,0,497,0,502,0,39,0,39,0,117,0,117,0,78,0,80,13,2504,4,2519
505011072,0,5,0,5,0,31,0,31,0,42,0,42,0,3,0,3,0,211,0,209,0,19,0,19,0,333,0,338,3,318,0,327,0,28,0,32,0,12,0,12,0,37,0,37,0,72,0,72,0,213,0,216,0,64,0,64,0,57,0,57,0,729,3,734,4,910,4,914,0,33,0,33,0,149,0,149,0,118,0,118,16,3387,11,3414
505011073,0,3,0,3,0,7,0,7,0,110,0,110,0,5,0,5,6,341,0,346,0,24,0,24,10,754,5,771,7,442,0,448,0,37,0,40,0,67,0,73,0,80,0,80,0,40,0,40,3,139,0,149,0,101,0,98,6,201,0,206,3,639,0,644,3,491,0,495,5,105,0,109,0,218,0,217,0,121,0,120,44,3919,6,3971
505011074,0,0,0,0,0,12,0,13,0,24,0,24,0,0,0,0,3,162,0,166,0,13,0,13,0,51,0,51,0,182,0,181,0,28,0,28,0,10,0,10,0,26,0,26,0,7,0,7,0,62,0,62,0,47,0,50,0,4,0,3,0,236,0,237,0,98,4,101,0,13,0,13,0,82,0,86,0,44,0,46,6,1098,3,1113
505011075,0,20,0,20,0,38,0,38,0,78,0,78,0,0,0,0,0,189,4,191,0,20,0,20,10,1261,0,1278,3,1059,0,1062,0,52,0,50,0,39,0,39,0,135,0,135,0,113,0,113,0,204,0,208,0,105,0,107,5,230,0,234,0,436,0,437,0,396,0,397,0,87,0,87,3,210,0,213,0,142,0,145,30,4813,8,4849
505011076,0,5,0,5,0,17,0,17,0,18,0,18,0,0,0,0,0,161,0,156,0,20,0,20,0,48,0,48,0,111,0,111,0,21,0,21,0,3,0,3,0,47,0,47,0,19,0,19,0,123,0,123,0,41,0,41,0,5,0,5,0,28,0,29,0,77,0,77,0,11,0,11,0,44,0,44,0,41,0,41,0,816,0,821
505011077,0,10,0,10,0,28,0,28,4,211,0,215,3,68,0,75,3,520,0,523,0,131,0,128,28,3287,4,3330,10,1106,4,1118,3,361,0,363,0,78,0,78,0,375,0,373,5,258,0,262,0,534,0,540,0,547,0,552,27,2231,5,2263,29,3033,6,3077,30,5754,14,5800,3,448,0,454,3,973,4,979,6,571,4,580,163,20527,51,20738
505011078,0,9,0,9,0,17,0,17,0,42,0,42,0,3,0,3,3,131,0,134,0,22,0,22,5,173,0,173,0,168,0,168,0,24,0,24,0,24,0,24,0,43,0,43,0,18,0,18,0,129,0,129,0,55,0,55,0,12,0,12,0,319,0,319,4,896,5,907,0,27,0,27,0,83,0,83,0,67,0,67,13,2255,4,2276
505011079,0,6,0,6,0,22,0,22,0,24,0,24,0,4,0,4,0,250,0,244,0,24,0,24,0,118,0,118,0,165,0,167,0,12,0,12,0,12,0,12,0,14,0,14,0,25,0,25,0,113,0,113,0,51,0,51,0,6,0,6,0,162,0,161,0,146,0,146,0,17,0,17,3,88,0,89,0,50,0,50,11,1311,0,1317
505011080,0,6,0,6,0,9,0,9,0,24,0,24,0,3,0,3,0,139,0,139,0,0,0,0,0,136,0,139,0,70,0,70,0,11,0,11,0,9,0,9,0,25,0,25,0,42,0,42,0,82,0,82,0,45,0,45,0,11,0,11,0,589,5,591,0,221,0,222,0,10,0,10,0,59,0,59,0,59,0,65,3,1554,4,1562
505011081,0,6,0,6,0,13,0,13,0,12,0,12,0,5,0,5,3,122,5,123,0,15,0,15,4,91,0,97,4,97,0,100,0,18,0,20,0,12,0,12,0,14,0,14,0,21,0,21,0,57,0,57,0,40,0,40,0,24,0,24,17,784,0,800,0,188,0,190,0,6,0,6,4,105,0,106,0,48,0,48,24,1665,3,1695
505011082,0,9,0,9,0,18,0,18,0,20,0,20,0,4,0,4,0,165,0,165,0,22,0,22,0,115,0,115,0,170,0,170,0,24,0,24,0,13,0,13,0,49,0,49,0,53,0,53,0,171,0,171,0,24,0,24,0,12,0,12,6,351,0,350,0,116,0,117,0,10,0,10,0,71,0,76,0,75,0,75,5,1487,0,1493
505011083,0,10,0,10,0,8,0,12,0,36,0,42,0,4,0,4,0,112,0,112,0,12,0,12,0,241,0,247,0,202,0,205,0,15,0,15,0,8,0,8,0,18,0,18,0,21,0,21,0,73,0,77,0,32,0,32,0,36,0,36,0,364,3,365,0,226,0,226,0,15,0,15,0,100,0,100,0,51,0,50,10,1585,4,1599
505021084,0,90,0,90,0,193,0,197,0,945,0,948,19,698,5,719,24,2212,5,2241,3,531,0,535,11,1097,8,1109,12,760,0,774,0,243,0,242,0,142,0,142,0,244,0,246,0,139,0,139,9,1306,0,1317,3,535,0,537,6,491,0,502,3,644,0,646,4,817,0,817,3,123,0,123,6,621,0,627,3,762,0,772,121,12586,29,12733
505021085,0,4,0,4,5,7,0,7,0,50,0,50,0,3,0,3,5,101,0,110,0,4,0,4,0,141,0,146,0,41,0,42,0,121,0,122,0,8,0,8,0,15,0,15,3,20,0,19,0,67,0,67,5,69,0,69,0,52,0,52,17,927,0,944,11,240,0,248,0,13,0,13,0,64,0,61,4,70,0,78,42,2011,3,2059
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
505021088,0,6,0,6,0,15,0,15,0,35,0,35,0,4,0,4,0,177,0,182,0,21,0,21,10,1443,7,1460,0,620,0,622,0,47,0,52,0,32,0,32,0,103,0,103,0,87,0,87,0,319,0,319,0,116,0,118,0,51,0,51,0,263,6,274,0,545,0,555,0,68,0,68,0,198,0,198,4,148,0,154,22,4303,16,4343
505021089,0,10,0,10,0,32,0,32,0,93,0,93,0,7,0,7,6,564,3,571,0,76,0,76,6,1630,5,1646,0,364,0,368,0,300,0,307,0,31,0,31,0,91,0,91,0,93,0,93,0,304,0,310,0,167,0,166,3,78,0,78,8,1199,4,1211,9,1076,0,1081,0,72,0,69,3,207,0,208,8,194,6,203,40,6595,20,6659
505021090,0,0,0,0,0,11,0,11,0,27,0,29,0,3,0,3,3,114,0,116,0,8,0,8,11,367,0,375,0,77,0,77,0,123,0,129,0,7,0,7,0,31,0,31,0,14,0,14,0,104,0,104,0,46,0,50,0,21,0,26,4,273,0,285,0,336,0,337,0,31,0,33,0,114,0,115,0,78,0,78,20,1800,6,1831
505021091,0,223,0,225,7,431,0,438,8,1740,0,1752,8,155,0,158,40,4001,5,4049,9,1269,0,1284,16,2476,0,2497,0,322,0,325,3,466,0,475,6,942,3,948,0,495,0,500,0,297,0,293,8,1895,0,1905,4,768,3,770,34,1861,4,1900,11,549,3,565,26,3172,6,3200,3,498,0,502,7,1090,0,1102,16,1623,7,1653,214,24279,39,24529
505021092,0,9,0,9,0,32,0,32,0,41,0,40,0,3,0,3,5,205,0,210,0,14,0,14,0,217,0,219,0,872,0,880,0,27,0,27,0,19,0,19,0,52,0,52,0,122,0,122,0,276,0,281,0,101,0,101,4,116,0,120,0,185,0,189,0,373,0,378,0,58,0,58,0,177,0,179,0,114,0,117,15,3017,9,3037
505021093,0,16,0,16,0,75,0,75,0,604,4,610,0,33,0,31,7,910,0,919,0,163,0,163,7,525,0,527,0,227,0,232,0,113,0,110,0,65,0,65,0,281,0,283,0,141,0,144,3,634,0,640,5,334,0,340,5,738,0,739,4,224,0,227,3,1567,4,1575,0,58,0,59,0,292,0,295,6,342,5,347,53,7332,21,7403
505021094,0,11,0,11,0,11,0,11,0,26,0,26,0,0,0,0,3,142,0,140,0,7,0,7,0,139,0,141,0,297,0,297,0,12,0,12,0,14,0,14,0,52,0,52,0,92,0,92,0,148,0,150,3,43,0,43,0,33,0,33,0,166,0,167,0,78,0,78,0,43,0,45,0,88,0,88,0,56,0,56,7,1444,0,1457
505021095,0,9,0,9,0,4,0,4,0,23,0,23,0,0,0,0,0,133,0,133,0,6,0,6,0,89,0,89,3,274,0,274,0,31,0,31,0,11,0,11,0,32,0,32,0,35,0,35,0,86,0,89,0,49,0,49,0,40,0,42,0,366,3,372,3,244,0,247,4,120,0,128,0,76,0,76,0,72,0,72,17,1695,0,1714
505021096,0,8,0,8,0,22,0,22,0,50,0,50,0,0,0,0,0,115,0,119,0,29,0,29,0,330,0,330,0,208,0,214,0,20,0,20,0,69,0,69,0,42,0,42,0,52,0,52,0,205,3,210,0,54,0,59,0,31,0,31,8,1216,0,1220,0,378,0,379,0,71,0,71,0,71,0,73,0,97,0,101,14,3092,7,3110
505021097,0,0,0,0,0,10,0,10,0,50,0,50,0,5,0,5,0,169,0,175,0,18,0,18,4,359,0,368,4,219,0,224,0,47,0,47,0,15,0,15,0,52,0,52,0,64,0,64,0,199,0,202,0,81,0,81,0,27,0,30,0,368,0,371,4,1305,3,1320,0,47,0,49,0,140,0,140,5,97,3,104,26,3283,6,3318
505021301,0,5,0,5,0,14,0,14,0,33,0,33,0,3,0,3,3,130,0,134,0,10,0,10,14,840,0,854,0,329,4,333,4,36,0,35,0,10,0,10,0,41,0,41,0,101,0,105,0,143,0,143,3,149,0,156,20,411,0,434,3,494,3,504,33,920,0,953,0,32,0,32,0,171,0,170,4,127,0,134,88,4001,13,4101
505021302,0,0,0,0,0,3,0,3,3,57,0,55,0,0,0,0,4,149,0,154,0,20,0,20,3,305,0,310,0,102,0,102,0,32,0,32,0,5,0,5,0,35,0,35,0,36,0,36,0,88,0,88,0,42,0,42,0,49,0,49,0,349,0,350,0,157,3,160,0,33,0,33,0,122,0,122,0,72,0,73,14,1666,5,1680
505031098,0,0,0,0,0,8,0,8,0,28,0,28,0,16,0,16,0,130,0,130,0,13,0,13,3,299,0,299,0,107,0,110,0,40,0,44,0,0,0,0,0,8,0,8,0,8,0,8,0,30,0,30,0,33,0,34,0,10,0,10,6,408,0,421,3,163,0,165,0,7,0,7,0,35,0,35,0,58,0,58,17,1403,0,1424
505031099,0,0,0,0,0,20,0,20,0,58,0,58,0,4,0,4,4,255,0,259,0,6,0,6,8,668,0,676,6,430,0,434,0,142,0,142,0,11,0,11,0,29,0,29,0,28,0,28,0,86,0,86,0,111,0,110,0,88,0,90,15,912,9,925,8,619,0,626,0,63,0,63,0,131,0,135,7,131,0,140,47,3784,10,3838
505031100,0,90,0,90,0,104,0,103,0,395,3,401,0,47,0,47,8,453,0,462,0,60,0,59,6,472,0,478,0,351,0,348,0,91,0,93,0,13,0,13,0,27,0,27,0,12,0,12,0,123,0,126,0,86,0,86,0,49,0,49,5,513,0,523,0,222,0,222,0,59,0,59,0,209,0,216,5,180,0,184,30,3565,5,3606
505031101,0,3,0,3,0,8,0,6,0,66,0,66,0,44,0,44,0,216,0,216,0,37,0,39,12,1064,0,1081,4,431,0,431,0,94,0,94,0,11,0,11,0,56,0,56,0,48,0,46,0,79,0,79,0,141,0,143,0,99,0,99,0,323,0,325,7,365,0,367,0,54,0,54,3,272,0,273,0,125,0,129,30,3528,4,3568
505031102,0,4,0,4,0,0,0,0,0,12,0,12,0,0,0,0,3,78,0,77,0,4,0,4,0,197,0,197,3,194,0,192,0,29,0,29,0,0,0,0,0,11,0,11,0,9,0,9,0,26,0,26,0,32,0,32,0,22,0,26,7,378,0,386,3,173,0,181,0,17,0,17,0,45,0,45,5,58,0,59,19,1289,0,1316
505031104,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,75,0,75,0,0,0,0,0,33,0,29,0,30,0,37,0,45,0,45,0,0,0,0,0,7,0,7,0,6,0,6,0,30,0,35,0,35,0,35,0,3,0,7,0,119,0,119,0,474,0,479,0,16,0,16,0,26,0,30,0,29,0,29,10,947,5,965
505031105,0,18,0,18,0,27,0,27,0,55,0,55,0,10,0,10,7,398,0,400,0,11,0,11,3,258,0,261,11,564,0,578,0,41,0,41,0,16,0,16,0,50,0,52,0,39,0,39,0,189,0,193,3,112,0,118,0,24,0,25,3,724,0,737,0,448,0,453,0,29,0,29,0,128,0,129,4,129,0,136,33,3277,8,3318
505031106,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,18,0,17,0,0,0,0,0,6,0,6,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,107,0,110
505031107,0,152,0,152,0,19,0,19,0,53,0,53,0,5,0,10,0,210,0,209,0,21,0,21,4,115,0,125,0,89,0,88,0,27,0,32,0,4,0,4,0,16,0,16,0,19,0,19,0,77,0,77,0,75,0,74,6,170,0,171,4,302,0,303,0,112,0,115,0,19,0,19,0,111,0,112,0,75,3,78,13,1663,5,1686
505031255,0,18,0,18,0,9,0,4,0,9,0,9,0,4,0,4,5,289,3,296,0,12,0,12,0,191,0,193,0,150,0,153,0,19,0,19,0,11,0,11,0,15,0,15,0,13,0,13,0,51,0,51,0,59,0,59,0,9,0,9,5,446,0,448,0,221,0,221,0,17,0,17,0,67,0,65,0,55,0,55,13,1672,7,1686
505031256,0,333,5,340,0,15,0,15,0,24,0,24,0,18,0,22,0,49,0,49,0,207,0,211,0,19,0,19,0,53,0,49,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,41,0,41,0,16,0,16,0,9,0,9,0,6,0,6,0,29,0,29,0,13,0,13,0,71,0,69,6,922,7,937
505031257,0,19,0,19,0,7,0,7,0,8,0,9,0,0,0,0,0,67,0,61,0,4,0,4,0,43,0,44,0,75,0,75,0,5,0,11,0,0,0,0,0,0,0,0,0,18,0,18,0,12,0,12,0,21,0,21,0,3,0,3,0,68,0,68,0,49,0,49,0,5,0,5,0,23,0,23,0,12,0,21,10,433,0,443
505031258,0,16,0,16,0,10,0,10,0,22,0,22,0,4,0,4,3,195,0,202,0,10,0,10,4,208,0,213,0,186,0,188,0,25,0,25,0,5,0,5,0,9,0,9,0,19,0,19,0,49,0,49,0,55,0,50,0,26,0,26,9,292,0,308,0,257,0,266,0,32,0,29,0,71,0,71,0,52,3,55,25,1545,5,1569
505031303,0,160,0,160,3,34,0,35,0,164,0,164,0,53,0,52,17,708,0,724,0,134,0,134,3,238,0,240,0,61,0,61,0,128,0,131,4,27,0,30,0,20,0,20,0,16,0,20,0,131,0,133,0,53,0,57,0,22,0,21,3,222,0,223,0,179,0,180,0,58,0,58,0,92,0,92,0,233,0,239,34,2740,5,2770
505031304,0,9,0,9,0,8,0,8,0,14,0,14,0,0,0,0,0,157,0,156,0,10,0,10,0,103,0,103,0,47,0,50,0,39,0,39,0,9,0,9,0,22,0,22,0,15,0,15,0,77,0,77,0,64,0,64,0,8,0,8,0,210,0,213,0,140,0,140,0,10,0,10,0,83,0,81,0,42,0,42,5,1066,0,1070
505031305,0,69,0,69,9,688,0,700,21,3089,4,3119,0,243,0,250,40,4437,13,4485,8,994,0,1004,13,1846,0,1862,5,599,3,602,7,807,4,821,3,75,0,78,0,252,0,256,6,189,0,191,0,830,0,828,3,355,4,361,5,348,0,360,6,832,0,834,4,777,0,777,0,177,0,177,9,1237,4,1254,14,1676,8,1693,154,19515,46,19722
505031306,0,48,0,47,0,28,0,28,0,122,0,121,0,11,0,11,0,217,0,222,0,45,0,45,9,460,0,474,3,470,0,468,0,54,0,57,0,33,0,35,0,31,0,34,0,50,0,50,0,151,0,151,0,105,0,105,4,713,0,719,8,455,0,462,0,774,3,782,0,89,0,91,0,161,0,161,0,129,0,130,36,4154,11,4193
506011110,0,31,0,31,0,23,0,22,0,303,0,303,0,20,0,20,6,388,5,397,3,48,0,49,37,1234,0,1275,17,570,0,588,0,95,0,99,0,47,0,47,7,53,0,57,0,38,0,38,0,116,0,116,7,176,0,187,14,701,0,711,21,826,0,853,19,1140,3,1166,0,33,0,30,0,241,0,246,3,220,5,230,138,6306,20,6464
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,16,0,16,0,4,0,4,0,5,0,5,0,0,0,0,0,38,0,41,0,3,0,3,0,38,0,45,0,33,0,33,0,134,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,16,0,16,0,14,0,14,5,289,0,292,0,91,0,95,0,5,0,5,4,31,0,35,0,16,0,24,9,769,4,781
506011114,0,6,0,6,0,71,0,76,0,195,0,195,10,81,0,86,7,378,0,384,0,45,0,48,5,462,0,469,4,283,0,294,4,211,0,214,0,23,0,23,0,10,0,10,0,74,0,74,5,130,0,135,0,85,0,86,3,142,0,144,7,396,0,397,4,468,3,475,0,42,0,39,3,247,0,254,3,193,3,203,59,3555,8,3623
506011115,0,12,0,12,0,8,0,8,0,20,0,24,0,0,0,0,0,81,0,81,0,8,0,8,0,21,0,22,0,70,0,70,0,29,0,29,0,5,3,8,0,14,0,14,0,11,0,11,0,53,0,53,0,38,0,42,0,53,0,53,0,155,0,156,21,1797,0,1821,0,11,0,11,3,60,0,57,0,95,3,101,33,2553,8,2592
506011116,0,115,0,112,0,5,0,5,0,34,0,34,0,0,0,0,0,114,0,113,0,17,0,17,0,137,0,137,0,89,0,87,0,25,0,25,0,17,0,17,0,15,0,14,0,30,0,30,0,57,0,57,0,37,0,37,0,4,0,4,5,123,0,130,0,71,0,71,0,44,0,41,0,54,0,54,0,49,0,49,5,1047,0,1051
506011117,0,0,0,0,0,5,0,5,0,12,0,12,0,0,0,0,3,60,0,60,0,4,0,4,3,155,0,157,0,81,0,78,0,41,0,41,0,0,0,0,0,4,0,4,0,0,0,0,0,12,0,18,0,37,0,37,4,57,0,64,13,248,0,259,0,134,0,134,0,50,0,50,0,36,0,29,0,23,0,23,24,952,0,972
506011307,0,0,0,0,0,8,0,8,0,34,0,34,0,0,0,0,4,82,0,84,0,4,0,4,4,327,0,334,3,274,0,279,0,56,0,56,0,9,0,9,0,21,0,21,0,10,0,10,0,47,0,47,0,40,0,40,0,14,0,14,4,632,0,645,0,146,0,147,0,22,0,22,0,55,0,56,4,63,0,71,23,1850,0,1876
506011308,5,110,0,109,3,140,0,143,0,400,0,399,0,28,0,28,6,570,0,576,0,363,0,369,0,168,0,169,6,133,0,134,5,229,3,230,0,23,0,23,0,25,0,23,0,60,0,61,0,172,0,173,5,142,0,142,6,96,0,103,7,446,5,454,0,120,0,119,6,26,0,28,5,191,0,198,4,341,0,348,48,3778,10,3832
506021118,0,38,0,38,23,1033,0,1058,10,586,0,590,0,95,0,96,34,1983,0,2012,5,783,0,790,14,875,3,889,12,843,0,863,6,1319,3,1322,0,113,0,118,0,114,0,117,0,279,0,279,4,895,0,901,17,590,0,608,10,480,0,493,17,432,0,447,18,2328,4,2348,6,350,0,356,9,632,0,642,12,872,12,890,199,14640,26,14863
506021119,0,4,0,4,3,53,0,54,0,251,0,250,0,12,0,12,3,439,0,440,4,89,0,95,6,803,0,816,4,858,0,861,0,127,0,128,0,35,0,35,0,135,0,138,0,116,0,114,0,429,5,438,5,167,0,175,9,248,0,257,6,548,0,562,5,1124,0,1128,0,100,0,100,4,302,0,306,5,279,7,286,66,6123,16,6200
506021120,0,36,0,36,10,482,6,490,12,1100,0,1109,7,248,0,248,4,441,0,448,5,726,0,733,9,585,0,587,0,60,0,58,24,2027,4,2056,3,85,0,90,0,18,0,18,0,147,0,145,5,266,0,266,5,284,0,289,4,101,0,103,0,16,0,16,0,55,0,55,0,5,0,5,5,277,0,279,8,639,7,654,92,7582,18,7690
506021121,0,13,0,13,95,3031,4,3130,4,417,0,422,0,31,0,31,6,261,0,265,6,802,0,806,12,1681,3,1700,7,435,0,440,43,5430,5,5478,0,39,0,39,0,21,0,27,3,123,0,126,0,380,0,383,12,438,0,444,12,899,0,910,0,60,0,68,0,143,0,143,0,11,0,11,8,179,0,182,9,434,4,438,215,14818,26,15057
506021123,0,10,0,10,0,114,0,120,0,117,0,112,0,13,0,13,27,1546,5,1579,0,154,0,157,4,778,9,783,9,1441,6,1454,5,361,0,367,0,142,0,143,5,415,3,423,5,344,0,345,9,884,4,895,14,855,4,873,7,393,0,403,4,584,0,591,6,1082,3,1097,41,4123,7,4178,27,405,0,427,12,492,3,503,179,14259,41,14480
506021309,0,6,0,6,3,16,0,21,0,43,0,43,0,0,0,0,0,56,0,56,0,15,0,15,20,878,3,900,7,432,0,434,0,61,0,65,0,77,0,77,0,96,0,96,0,75,0,73,0,86,0,83,4,103,0,106,4,243,0,247,9,280,0,285,0,374,0,380,0,33,0,33,0,134,0,134,0,104,3,109,49,3113,12,3174
506021310,0,3,0,3,0,9,0,8,0,16,0,16,0,0,0,0,0,53,0,54,0,0,0,0,0,24,0,25,0,21,0,21,0,50,0,50,0,7,0,7,0,12,0,12,0,11,0,11,0,73,0,73,0,44,0,44,0,8,0,8,10,315,0,324,0,227,0,231,0,3,0,3,0,25,0,27,0,31,0,29,11,949,0,959
506021311,0,6,0,6,6,117,0,129,0,126,0,126,0,12,0,12,5,244,0,247,0,143,0,143,4,586,0,589,0,247,0,247,0,162,0,162,0,54,0,58,0,66,0,66,0,43,0,43,5,552,0,557,6,188,0,190,10,248,0,257,5,107,0,108,0,738,0,744,0,59,0,65,0,112,0,111,0,215,0,219,42,4035,10,4083
506031124,0,28,0,28,0,114,0,115,3,724,0,727,3,359,0,362,3,405,0,411,0,274,0,277,7,654,4,667,0,414,0,421,0,292,0,294,0,72,0,72,0,30,0,30,0,54,0,54,3,599,0,601,7,302,0,311,16,337,0,354,90,4594,7,4685,39,2895,7,2944,4,113,0,117,0,408,0,410,3,482,6,494,187,13154,27,13362
506031125,0,10,0,10,0,11,0,11,0,21,0,21,0,24,0,24,4,89,0,89,0,14,0,19,0,259,0,261,0,279,0,279,0,54,0,54,0,15,0,15,0,34,0,34,0,19,0,19,0,103,0,103,0,40,0,40,0,18,0,23,0,224,0,232,0,204,0,207,0,15,0,20,0,126,0,126,0,83,0,83,8,1644,0,1655
506031126,0,127,0,129,16,892,0,905,36,3122,8,3163,10,321,0,329,26,1807,8,1844,22,2412,4,2440,19,1146,4,1170,0,216,0,215,16,1410,3,1427,0,78,0,79,0,110,0,110,0,199,0,195,3,927,0,937,0,383,0,385,4,248,0,250,0,93,0,92,6,468,0,469,0,45,0,45,4,564,0,566,13,1754,6,1778,181,16310,39,16535
