SAL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL50481,134,117,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,3,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33,4,0,4,0,0,0,3,0,3,18,14,31,0,0,0,175,161,339
SAL50482,7437,7869,15303,49,37,81,13,12,28,17,11,32,15,38,47,9,13,20,18,18,31,5,12,20,31,46,80,0,0,0,11,16,25,451,419,867,11,39,53,16,21,43,41,27,71,57,47,103,26,19,49,4,19,18,3,9,7,5,8,5,44,64,108,4,3,8,30,39,68,556,560,1117,37,20,64,142,225,368,20,29,53,50,61,110,248,253,495,41,43,82,0,12,17,38,79,121,873,937,1814,17,24,38,29,45,80,700,887,1595,454,490,943,12,16,37,11529,12465,23994
SAL50483,24,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,27,23,53
SAL50484,1033,992,2022,3,0,3,0,0,0,4,4,10,48,61,112,5,5,5,0,0,0,0,0,0,6,5,15,4,3,6,3,9,13,52,51,102,8,20,23,13,11,21,0,3,5,25,9,33,17,13,36,8,12,11,4,3,3,4,0,4,32,23,51,11,20,32,8,4,8,36,28,66,8,3,9,39,46,87,9,14,25,6,10,15,13,13,29,21,18,39,3,7,9,0,24,23,108,107,218,7,7,9,51,73,125,112,117,221,81,78,164,3,6,9,1785,1800,3579
SAL50485,13,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,28
SAL50486,113,143,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,18,26,45,0,0,0,0,0,0,0,3,0,29,23,51,0,0,0,167,207,371
SAL50487,59,49,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,4,10,5,10,16,0,0,0,83,74,157
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3
SAL50491,1503,1773,3275,0,0,0,0,0,0,0,4,10,4,8,8,4,6,3,6,0,0,0,0,3,13,24,31,0,0,0,0,4,4,7,15,24,5,11,17,5,8,14,0,0,0,14,13,35,0,0,7,0,6,7,0,0,0,0,0,0,11,7,13,5,0,5,17,18,42,71,80,155,0,0,0,16,26,44,4,7,12,0,4,4,25,50,72,0,0,0,0,0,0,4,14,20,431,521,957,9,0,9,4,12,13,60,79,140,86,101,194,3,0,5,2304,2806,5107
SAL50492,843,836,1684,0,0,0,0,6,6,0,3,3,3,3,6,0,0,0,0,0,0,0,0,0,7,9,13,0,0,0,6,0,0,4,4,12,3,3,5,4,0,4,0,0,0,6,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,3,34,39,76,0,0,0,4,11,13,0,0,0,0,4,9,14,19,35,6,5,12,0,4,3,6,8,7,75,74,149,4,0,4,5,6,10,10,21,34,184,158,339,3,0,10,1231,1220,2455
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,20,22,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,28,27,54
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,11,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,18
SAL50497,1897,1785,3678,0,0,0,0,0,0,4,18,19,0,4,4,0,0,0,0,0,0,0,0,0,19,30,44,0,0,4,0,0,0,5,0,3,0,3,3,0,0,0,0,0,0,0,13,17,11,10,24,4,6,10,0,0,0,0,0,0,3,3,11,0,0,4,14,10,32,70,50,123,0,0,0,11,19,29,4,7,15,3,0,3,26,19,46,0,0,4,0,3,5,0,9,12,189,192,384,36,25,61,0,5,5,66,86,150,160,146,303,18,15,36,2544,2468,5013
SAL50498,161,148,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,43,0,0,0,0,0,0,0,4,8,3,9,14,0,5,6,215,202,416
SAL50499,18,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,0,0,0,5,0,3,8,10,11,0,0,0,26,25,53
SAL50500,1878,1956,3828,0,0,0,0,0,0,3,7,10,0,5,6,0,0,0,4,0,4,0,0,0,6,18,20,3,0,3,5,4,7,11,7,19,5,9,10,0,0,0,0,0,0,9,8,16,3,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,13,24,100,95,193,0,0,0,10,24,31,0,0,0,0,3,5,24,31,55,3,0,6,0,0,0,4,15,17,298,327,620,3,7,13,0,4,3,41,46,89,102,106,202,8,4,11,2522,2683,5205
SAL50501,79,85,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,0,0,0,0,0,0,3,3,5,5,3,12,0,0,0,103,110,210
SAL50502,1281,1290,2573,6,5,8,4,5,8,3,3,12,48,58,105,0,0,0,3,5,7,0,3,5,14,15,30,4,0,0,4,12,12,44,46,90,7,16,29,3,0,3,3,0,7,15,12,23,14,12,20,0,4,9,9,11,22,0,0,0,66,67,133,3,3,8,8,14,24,64,54,115,3,8,9,22,20,39,4,7,10,23,25,42,24,28,48,13,18,31,3,6,10,6,15,15,196,228,426,15,12,24,13,17,23,94,130,223,75,91,162,0,3,8,2090,2233,4330
SAL50503,14,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,25
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,11,3,19
SAL50508,543,561,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,3,3,14,26,41,0,0,0,6,6,15,0,0,0,0,0,0,4,0,3,3,3,9,0,0,0,0,5,7,22,6,28,0,7,7,0,0,0,11,21,25,120,144,266,3,5,4,751,798,1549
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
SAL50510,2920,3038,5953,0,0,0,0,0,0,24,24,46,64,72,139,3,3,11,6,3,10,3,0,3,21,24,44,6,3,14,15,11,26,49,43,94,8,20,25,6,12,19,0,0,0,44,28,73,28,22,46,10,30,36,5,8,14,0,3,3,50,69,123,5,0,4,24,21,42,47,46,97,0,3,6,4,11,15,9,8,14,29,39,67,91,83,178,19,17,33,4,5,5,12,13,22,393,334,734,40,50,88,9,6,12,147,176,323,41,49,94,10,4,13,4136,4297,8432
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,89,96,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,7,9,21,0,0,0,0,0,0,7,5,15,7,7,15,0,0,0,117,134,252
SAL50513,97,23,115,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,4,3,0,3,0,3,7,0,0,0,117,35,148
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50515,17,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,14,32
SAL50516,157,14,167,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,9,0,9,7,0,7,0,0,0,219,23,237
SAL50517,356,349,701,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,0,8,17,15,33,0,0,0,0,0,4,0,0,0,3,5,3,12,11,22,0,0,0,0,0,0,0,3,3,41,37,81,0,7,8,0,0,0,14,17,33,27,24,57,0,0,0,500,494,996
SAL50518,4344,4313,8655,75,75,152,7,7,13,8,8,18,22,43,61,0,6,9,5,0,5,6,7,8,31,35,60,0,0,0,10,11,16,165,161,321,22,48,64,5,3,7,3,0,3,33,40,72,33,27,56,6,5,15,6,10,15,4,0,5,28,49,77,0,8,10,27,29,56,291,258,548,13,15,24,104,146,248,12,12,22,33,32,73,74,83,162,22,26,47,3,3,13,5,43,54,487,528,1012,14,9,20,0,15,13,234,265,502,249,254,498,12,0,10,6392,6577,12967
SAL50519,347,94,441,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,17,8,25,3,0,3,0,0,0,0,0,0,0,0,0,7,0,5,4,0,4,7,6,3,49,19,68,6,0,6,16,5,20,0,0,0,6,0,6,15,0,17,0,0,0,0,0,0,0,4,5,58,9,68,3,0,3,0,0,0,45,11,56,3,6,7,7,0,5,609,162,769
SAL50520,151,92,245,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,9,9,3,0,5,0,0,0,6,7,9,0,0,0,0,0,0,0,0,0,12,4,18,0,0,5,0,0,0,6,4,14,15,15,34,0,0,0,203,145,351
SAL50521,130,32,162,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,4,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,3,0,4,68,22,95,0,0,0,244,72,313
SAL50522,2909,2959,5866,0,0,0,0,0,0,25,40,66,9,20,30,23,12,35,3,5,12,0,0,0,43,45,92,5,0,5,6,6,19,34,24,57,5,16,28,4,4,8,4,0,0,65,44,110,74,99,175,8,19,26,3,3,7,0,5,6,6,20,27,4,0,0,21,20,41,115,90,207,0,0,0,4,31,39,11,14,22,10,23,34,44,37,79,6,4,11,5,6,10,0,22,20,543,453,993,59,60,120,0,7,6,211,291,495,548,408,955,66,39,107,4887,4834,9720
SAL50523,375,341,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,5,59,54,111,0,3,3,0,3,6,9,3,13,61,44,107,0,0,0,535,496,1030
SAL50524,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SAL50525,231,219,452,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,11,26,0,0,0,0,5,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,4,52,45,93,0,0,0,0,0,0,16,19,32,20,22,38,0,0,0,355,343,694
SAL50526,22,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,23,23,42
SAL50527,46,36,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,57,43,100
SAL50528,193,21,215,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,5,29,0,0,0,12,0,12,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,45,0,46,0,0,0,0,0,0,17,4,16,541,45,583,6,0,6,874,77,951
SAL50529,339,96,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,8,0,0,0,6,0,4,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,35,3,40,0,0,0,0,0,0,11,0,10,468,123,596,12,0,12,896,231,1132
SAL50530,40,31,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,5,4,13,6,17,0,0,0,66,56,124
SAL50531,46,41,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,52,46,95
SAL50532,9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,20
SAL50533,830,846,1674,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,4,3,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,30,14,45,0,0,0,0,8,9,0,0,0,3,3,3,33,32,66,7,3,6,0,0,0,0,11,12,81,78,160,4,6,9,0,4,7,22,29,53,19,19,39,0,4,4,1056,1080,2141
