SUA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
5000,0,9,0,0,0,0,0,0,0,19,61,141,4,7,3,0,9,0,4,229,276,462,71,43,36,16,31,53,10,991,12,20,7,5,0,0,0,0,0,52,115,247,20,25,19,6,16,15,3,475,49,51,12,21,7,0,0,7,0,159,1674,2277,485,307,168,130,258,474,57,5840,6,5,9,3,0,0,7,4,0,30,620,332,346,153,76,67,189,166,26,1976,701,387,568,305,104,90,280,261,37,2735,3264,778,11083,779,511,455,3507,2354,479,23210,144,64,206,80,53,86,243,297,26,1200,241,66,134,63,30,63,185,186,19,981,88,33,61,11,11,12,50,77,15,356,292,72,252,86,21,52,306,304,178,1566,7556,4945,13263,1887,1045,976,5094,4210,853,39825,17,43,0,5,3,0,0,4,0,75,43,163,4,12,16,0,0,6,0,246,263,815,29,113,112,26,9,52,13,1430,14,54,0,3,4,0,0,0,5,87
5001,0,5,0,0,0,0,0,0,0,5,9,38,0,0,0,0,0,3,0,53,32,94,9,13,3,5,0,0,0,157,0,6,0,0,0,0,0,0,0,6,12,71,5,7,0,0,0,6,0,103,8,9,0,5,0,0,0,0,0,27,129,445,59,51,29,18,31,28,5,791,0,4,0,0,0,0,0,0,0,3,56,82,38,36,16,14,22,11,4,280,81,86,80,53,20,22,21,41,5,409,287,101,1351,218,65,127,323,300,41,2804,12,12,36,18,7,35,34,45,4,206,18,8,12,15,7,7,16,24,4,113,7,9,4,7,0,4,0,0,4,35,15,7,20,21,3,8,14,28,13,126,679,964,1613,436,155,236,460,488,69,5111,3,19,0,0,0,0,0,0,0,30,3,27,5,0,0,0,0,0,0,38,23,164,7,10,19,3,0,5,0,237,3,7,0,0,0,0,0,0,0,13
5002,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,15,30,52,5,8,3,5,3,0,0,110,0,0,0,0,0,0,0,0,0,0,4,34,0,5,6,0,0,0,0,58,0,9,0,5,0,0,0,0,0,19,118,219,38,37,38,12,8,23,4,507,0,0,0,0,0,0,0,0,0,6,28,40,16,20,7,6,0,10,4,133,48,47,31,43,14,9,13,14,3,214,149,84,524,87,35,37,120,110,22,1158,4,8,7,9,4,15,3,10,0,50,10,9,9,7,5,4,3,10,0,49,3,4,3,7,0,0,0,4,0,22,3,14,18,7,4,0,7,12,23,99,402,534,643,236,110,85,155,196,60,2435,6,4,0,0,0,0,0,0,0,7,9,23,0,0,4,0,0,0,0,36,36,144,8,13,13,4,0,0,0,217,0,7,0,0,0,0,0,0,0,9
5003,3,8,0,0,0,0,0,0,0,13,14,73,0,0,3,0,0,0,0,92,91,222,24,14,15,7,21,9,3,407,3,7,0,0,0,0,0,0,0,18,24,119,6,7,5,8,3,3,0,175,22,28,8,0,7,3,0,0,0,62,305,966,170,105,86,44,86,94,14,1874,0,0,3,0,0,0,0,0,0,7,110,103,130,38,30,21,56,26,7,524,184,182,243,84,56,44,77,57,12,946,489,261,3728,283,225,189,1008,674,128,6978,18,9,86,29,12,45,81,100,3,389,22,23,56,22,7,28,52,40,9,255,13,24,22,9,9,0,22,12,0,103,32,25,53,7,6,19,66,46,39,293,1342,2050,4533,587,464,406,1465,1071,215,12137,4,18,0,0,0,0,0,0,0,29,9,66,0,0,0,0,0,0,0,80,47,266,9,33,35,12,0,9,0,421,0,21,0,0,3,0,0,0,0,28
5004,3,3,0,0,0,0,0,0,0,6,4,34,0,0,0,0,0,3,0,43,64,98,0,8,6,0,3,0,4,186,5,5,0,0,0,0,0,0,0,9,19,60,0,9,5,0,0,5,0,108,11,11,0,3,0,4,0,0,0,30,254,547,91,63,44,27,22,72,16,1131,0,0,3,0,0,0,0,0,0,3,109,78,67,26,16,27,34,40,7,389,118,67,124,52,14,38,21,39,6,483,365,104,1795,134,98,109,384,340,63,3391,12,7,31,15,4,30,21,53,0,174,32,8,17,23,3,10,23,25,3,150,11,10,9,5,0,0,6,10,0,58,22,19,28,7,3,21,25,22,22,158,1029,1057,2168,349,190,259,547,611,119,6320,4,7,0,0,0,0,0,0,0,15,8,33,0,0,0,0,0,0,0,41,41,164,5,18,23,11,0,0,0,255,0,19,0,0,0,0,0,0,0,21
5005,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,9,18,0,0,3,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,6,49,118,15,6,9,6,5,6,0,211,0,0,0,0,0,0,0,0,0,0,17,16,17,0,4,9,6,8,0,71,24,23,25,8,6,6,14,5,4,122,125,41,505,24,18,25,189,113,23,1067,3,0,11,4,3,8,14,17,4,53,7,4,5,6,4,4,9,0,0,33,4,6,4,0,0,0,4,4,4,20,10,7,15,3,4,0,18,12,8,71,259,244,600,59,58,50,255,161,45,1723,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,15,6,21,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,3
5006,0,6,0,0,0,0,0,0,0,6,9,31,0,0,0,0,0,0,0,41,44,102,5,3,3,5,6,7,0,172,0,0,0,0,0,0,0,0,0,8,7,43,6,5,3,0,0,3,0,69,9,12,3,4,0,0,0,0,0,27,140,410,47,54,36,16,19,18,5,749,0,0,0,0,0,0,0,0,0,0,63,79,39,26,17,15,20,15,5,281,86,72,91,62,32,17,31,41,9,432,303,146,1731,173,100,116,415,345,53,3382,27,12,32,17,11,39,40,52,0,228,18,8,23,9,3,11,17,25,0,120,7,11,18,0,3,4,11,14,6,69,17,19,21,11,5,9,20,24,19,147,725,958,2002,368,219,222,583,542,95,5720,4,8,0,0,0,0,0,0,0,6,0,28,0,0,0,0,0,0,0,30,35,147,0,10,17,9,0,0,0,217,0,14,0,3,0,0,0,0,0,17
5007,0,6,0,0,0,0,0,0,0,6,3,38,0,0,0,0,0,0,0,41,49,153,11,7,9,0,13,5,3,251,0,4,0,0,0,0,0,0,0,10,16,26,4,0,0,0,4,4,0,57,0,7,6,3,0,0,0,0,0,18,118,390,98,32,22,11,61,23,8,764,0,0,0,0,0,0,0,0,0,0,34,42,33,8,6,0,23,11,0,152,70,50,98,36,12,13,45,13,6,339,256,83,1954,91,66,47,504,155,54,3215,10,5,44,17,8,9,40,36,0,164,13,0,21,9,3,0,49,8,0,108,4,4,14,0,0,0,10,3,0,35,8,10,30,7,0,9,44,14,19,139,583,814,2304,212,138,97,797,274,101,5309,0,3,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,25,33,139,5,18,22,4,0,4,0,230,0,5,0,5,0,0,0,0,0,12
5008,0,4,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,12,35,65,12,6,8,3,3,8,0,141,0,3,0,0,0,0,0,0,0,8,9,29,0,0,0,0,0,0,0,48,6,3,4,4,0,0,0,3,0,18,91,201,92,27,16,15,27,20,10,493,0,0,7,0,0,0,0,0,0,6,28,22,50,16,11,6,14,5,3,150,60,31,94,30,14,8,15,7,4,267,192,81,1271,60,74,29,232,147,52,2144,11,4,22,6,8,7,19,22,0,94,10,7,10,0,3,0,14,9,3,60,0,9,15,0,0,0,3,3,0,28,17,4,24,5,0,0,18,7,11,76,469,471,1605,151,143,60,332,236,89,3551,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,14,32,86,4,15,19,8,0,0,0,161,0,5,0,0,4,0,0,0,0,6
5009,143,369,24,24,36,7,11,11,7,630,914,6040,130,78,124,41,51,57,64,7497,8066,17480,1564,1274,2114,929,1216,1027,401,34078,275,660,47,48,80,32,37,22,26,1230,1720,4764,361,379,463,137,167,172,61,8220,712,1010,132,235,207,48,51,33,27,2462,20521,53832,8391,6015,7451,4012,4597,4167,1267,110248,44,43,90,46,15,14,34,41,7,337,4556,4962,4581,1839,1510,965,1639,1183,304,21540,6283,5574,8038,3627,2413,1874,3056,2276,436,33586,13961,6492,70665,7604,5736,4624,15460,12153,2511,139204,508,309,1409,942,443,857,1220,1800,81,7568,1004,679,1407,771,479,526,1105,895,101,6970,712,1049,836,316,261,174,477,432,97,4363,881,1005,1514,605,410,417,1106,995,1284,8214,60303,104269,99188,23796,21744,14653,30251,25258,6676,386132,140,826,24,47,92,22,5,5,10,1165,569,5049,96,105,249,45,7,31,47,6205,4669,18469,864,2637,3487,1130,171,806,303,32532,247,1120,24,125,159,38,12,34,24,1782
