SA3_CODE_2021,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5,C16_SH_Tot_NPGH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPGH_2,C16_SDRTHT_0b_s_a_b_NPGH_3,C16_SDRTHT_0b_s_a_b_NPGH_4,C16_SDRTHT_0b_s_a_b_NPGH_5,C16_SDRTHT_0b_s_a_b_NPGH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPGH_2,C16_F_a_0b_s_a_b_NPGH_3,C16_F_a_0b_s_a_b_NPGH_4,C16_F_a_0b_s_a_b_NPGH_5,C16_F_a_0b_s_a_b_NPGH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPGH_2,C16_F_a_1b_NPGH_3,C16_F_a_1b_NPGH_4,C16_F_a_1b_NPGH_5,C16_F_a_1b_NPGH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPGH_2,C16_F_a_2b_NPGH_3,C16_F_a_2b_NPGH_4,C16_F_a_2b_NPGH_5,C16_F_a_2b_NPGH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPGH_2,C16_F_a_3b_NPGH_3,C16_F_a_3b_NPGH_4,C16_F_a_3b_NPGH_5,C16_F_a_3b_NPGH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPGH_2,C16_F_a_4mb_NPGH_3,C16_F_a_4mb_NPGH_4,C16_F_a_4mb_NPGH_5,C16_F_a_4mb_NPGH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPGH_2,C16_F_a_NB_NS_NPGH_3,C16_F_a_NB_NS_NPGH_4,C16_F_a_NB_NS_NPGH_5,C16_F_a_NB_NS_NPGH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPGH_2,C16_F_a_Tot_NPGH_3,C16_F_a_Tot_NPGH_4,C16_F_a_Tot_NPGH_5,C16_F_a_Tot_NPGH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPGH_2,C16_OD_0b_s_a_b_NPGH_3,C16_OD_0b_s_a_b_NPGH_4,C16_OD_0b_s_a_b_NPGH_5,C16_OD_0b_s_a_b_NPGH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_Tot,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPGH_2,C21_SH_0b_s_a_b_NPGH_3,C21_SH_0b_s_a_b_NPGH_4,C21_SH_0b_s_a_b_NPGH_5,C21_SH_0b_s_a_b_NPGH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPGH_2,C21_SH_1b_NPGH_3,C21_SH_1b_NPGH_4,C21_SH_1b_NPGH_5,C21_SH_1b_NPGH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPGH_2,C21_SH_2b_NPGH_3,C21_SH_2b_NPGH_4,C21_SH_2b_NPGH_5,C21_SH_2b_NPGH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPGH_2,C21_SH_3b_NPGH_3,C21_SH_3b_NPGH_4,C21_SH_3b_NPGH_5,C21_SH_3b_NPGH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPGH_2,C21_SH_4mb_NPGH_3,C21_SH_4mb_NPGH_4,C21_SH_4mb_NPGH_5,C21_SH_4mb_NPGH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPGH_2,C21_SH_NB_NS_NPGH_3,C21_SH_NB_NS_NPGH_4,C21_SH_NB_NS_NPGH_5,C21_SH_NB_NS_NPGH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPGH_2,C21_SH_Tot_NPGH_3,C21_SH_Tot_NPGH_4,C21_SH_Tot_NPGH_5
50101,7,0,3,197,129,49,15,9,3,213,9,3,0,0,0,15,351,89,29,5,9,480,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,17,3,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,4,31,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,6,396,99,29,5,9,534,0,0,0,0,0,0,9,0,0,0,0,9,34,0,0,0,0,35,191,48,10,0,0,252,145,53,24,3,5,232,10,4,3,0,0,14,393,108,36,3
50102,9,4,0,389,236,51,23,9,3,325,9,4,0,0,0,17,644,102,31,14,8,804,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,49,58,10,3,0,0,71,3,3,0,0,0,5,4,0,0,0,0,6,115,16,3,0,0,133,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,13,0,0,0,0,0,0,784,123,34,13,8,968,0,0,0,0,0,0,4,0,0,0,0,4,84,4,0,0,0,87,368,46,5,0,0,415,273,62,24,3,12,377,20,6,0,0,0,29,742,117,28,10
50103,4,0,0,88,46,6,3,4,0,57,4,0,0,0,0,9,163,13,9,4,0,180,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,183,13,9,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,31,77,6,3,0,0,84,47,9,0,0,5,63,5,0,0,0,0,5,162,17,5,0
50201,0,0,0,315,270,57,20,8,3,358,28,0,3,0,0,39,656,92,28,13,3,785,0,0,0,0,0,0,6,0,0,0,0,6,39,0,0,0,0,39,66,7,6,0,0,81,0,0,0,0,0,0,9,0,0,0,0,9,124,9,6,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,3,813,103,32,13,3,964,0,0,0,0,0,0,3,0,0,0,0,3,57,7,0,0,0,65,302,33,0,0,0,338,299,64,17,13,0,396,15,5,0,0,0,17,682,108,21,11
50301,15,4,0,183,53,45,60,26,16,195,3,9,0,0,0,9,189,123,76,31,13,425,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,0,0,60,60,77,23,0,0,159,3,4,6,0,0,13,4,3,0,0,0,7,121,92,34,6,0,248,0,0,0,0,0,0,36,0,0,0,0,38,210,32,4,0,0,250,21,31,5,0,0,67,0,3,0,0,0,4,5,3,0,0,0,8,277,74,13,5,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,582,281,121,36,18,1038,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,40,77,75,10,0,0,161,51,48,102,23,5,230,6,0,0,0,0,8,168,120,119,25
50302,30,3,10,510,89,73,111,38,13,320,22,9,6,0,0,41,506,324,151,38,22,1035,3,0,0,0,0,3,7,0,0,0,0,13,175,13,0,0,0,194,177,162,20,4,0,366,11,19,21,6,4,62,7,5,5,6,0,22,388,197,43,16,9,654,0,0,0,0,0,0,120,6,0,0,0,130,886,130,30,8,3,1051,131,106,46,17,12,320,7,3,8,0,0,18,36,11,3,0,0,54,1189,263,91,29,16,1582,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,5,0,0,11,0,0,0,0,0,9,2088,788,290,83,41,3296,0,0,0,0,0,0,0,0,0,0,0,3,142,11,0,0,0,151,214,217,26,6,0,461,75,76,100,18,5,270,8,0,0,0,0,9,431,305,130,21
50401,18,7,4,546,153,88,65,28,16,351,31,10,0,3,0,42,714,212,86,43,25,1069,0,0,0,0,0,0,9,0,0,0,0,9,111,13,0,0,0,123,153,63,11,4,0,231,17,4,8,4,3,41,7,3,0,0,0,14,299,81,20,9,9,416,0,0,0,0,0,0,11,0,0,0,0,11,97,14,0,0,0,115,21,13,0,0,0,35,0,0,0,0,0,3,9,3,0,0,0,14,137,29,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,1151,327,110,50,31,1665,0,0,0,0,0,0,3,3,0,0,0,0,101,4,0,0,0,113,356,127,17,0,0,499,189,68,49,31,17,354,18,3,0,0,0,31,669,211,65,34
50402,0,0,0,134,89,10,7,0,0,112,13,5,0,0,0,15,238,34,13,0,0,287,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,40,11,0,0,302,5,0,0,0,0,5,0,0,0,0,0,0,28,0,0,0,0,28,109,18,0,0,0,123,96,22,8,0,0,129,13,0,0,0,0,11,243,36,8,0
50403,8,3,0,387,335,80,36,13,11,472,25,14,3,3,3,46,724,148,45,20,16,945,0,0,0,0,0,0,10,0,0,0,0,10,42,3,0,0,0,44,114,27,5,0,0,141,13,5,0,0,0,18,0,0,0,0,0,0,183,31,5,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,14,4,0,0,0,0,4,951,185,54,19,14,1215,0,0,0,0,0,0,3,0,0,0,0,3,60,4,0,0,0,65,420,69,8,0,0,503,390,101,35,22,5,549,28,3,6,0,0,35,897,183,45,21
50501,6,0,0,425,326,98,48,20,4,499,22,8,3,0,4,36,731,182,61,20,8,995,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,70,25,4,0,0,98,18,4,8,7,4,45,4,3,0,3,0,10,107,38,11,6,5,174,0,0,0,0,0,0,5,0,0,0,0,5,36,0,0,0,0,40,19,17,4,0,0,45,0,0,0,0,0,0,8,0,0,0,0,9,66,21,6,5,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,909,242,80,28,10,1270,0,0,0,0,0,0,3,0,0,0,0,11,37,0,0,0,0,33,337,59,3,0,0,401,327,89,48,14,5,481,8,3,0,0,0,16,719,150,53,17
