POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,19
POA6490,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,10,0,3,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,7,5,8,9,0,3,0,0,52
POA6501,0,3,3,4,4,0,0,0,0,20,4,0,0,3,6,0,3,0,0,20,20,0,44,12,18,7,22,9,8,127,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,3,4,6,20,40,37,57,30,22,8,25,21,11,256
POA6502,8,4,0,5,8,0,0,4,0,21,8,3,0,6,11,0,4,0,0,38,12,6,49,15,16,3,21,14,0,134,0,0,0,0,0,0,6,0,0,11,3,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,20,44,55,58,44,35,8,35,30,0,308
POA6503,20,7,0,7,9,0,9,10,0,54,21,7,5,3,8,0,3,16,0,69,58,3,91,8,30,6,35,27,4,267,6,0,0,0,3,5,4,4,0,16,8,0,3,4,0,0,3,8,0,27,0,0,0,0,0,0,0,5,0,5,8,0,3,0,6,5,3,15,7,35,177,73,114,35,74,21,51,114,7,663
POA6504,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,4,5,0,23,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,18,16,6,9,7,3,3,11,0,66
POA6505,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,11,6,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,16,0,0,4,0,0,5,11,0,39
POA6506,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,17
POA6507,8,9,3,0,5,0,0,0,0,18,4,0,0,0,0,0,0,5,0,13,17,3,9,0,3,3,8,11,0,55,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,58,27,13,9,15,7,16,16,0,168
POA6509,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,4,0,3,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,16,5,9,7,3,0,5,7,0,43
POA6510,15,0,0,4,5,0,0,0,0,24,16,0,0,3,9,0,0,0,0,37,22,11,69,24,26,12,21,27,3,218,0,0,5,3,4,0,0,3,0,20,0,0,0,5,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,3,7,5,0,18,83,93,78,54,62,23,30,40,7,470
POA6511,4,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,9,6,0,10,6,3,0,13,12,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,10,16,17,19,16,7,0,14,22,4,122
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,5,6,4,0,0,0,0,5,26
POA6513,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,9,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,24,4,0,3,10,0,3,3,0,47
POA6514,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,7,4,25,6,4,0,11,13,0,69,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,17,20,29,11,7,10,13,16,0,121
POA6515,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,15,0,8,0,0,0,6,3,0,34,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,8,5,15,0,11,6,0,83
POA6516,9,10,6,0,6,4,0,0,0,36,8,0,3,11,10,3,4,0,0,57,24,19,90,20,24,13,29,26,8,241,0,4,0,3,6,0,5,0,0,13,4,6,3,0,8,0,0,3,0,18,4,0,0,0,0,0,0,0,0,9,0,5,0,3,0,6,0,7,0,20,66,105,113,58,58,28,40,40,5,516
POA6517,0,0,0,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,8,18,0,17,7,0,3,5,3,0,54,6,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,35,15,17,14,14,7,8,11,0,119
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,7,6,0,0,0,0,12,0,44
POA6519,3,0,0,0,0,0,0,0,0,11,8,0,0,3,5,0,0,0,0,19,13,0,15,3,4,0,3,5,3,55,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,41,21,17,16,15,0,9,12,3,132
POA6521,6,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,8,16,0,14,0,3,0,7,7,0,56,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,43,13,15,0,12,0,6,27,0,119
POA6522,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,13,0,9,0,0,0,4,11,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,9,12,9,9,6,9,9,0,95
POA6525,16,14,6,8,9,4,4,9,3,66,15,9,11,20,12,7,4,7,0,80,38,15,175,40,28,21,46,39,6,406,0,0,0,0,11,6,0,8,3,40,0,0,3,4,6,0,0,3,0,15,3,4,3,0,3,3,0,0,0,13,10,0,5,7,0,0,0,6,3,40,128,150,199,94,77,44,68,78,23,851
POA6528,7,5,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,10,4,3,13,3,0,0,5,4,0,37,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,16,27,23,10,8,4,3,9,5,97
POA6530,89,148,55,73,50,21,19,31,6,502,136,157,101,292,165,46,32,48,11,991,339,208,1561,657,447,242,379,390,56,4283,32,18,44,73,79,105,43,76,8,479,29,17,29,52,51,25,15,45,0,254,10,17,19,10,7,6,10,18,6,96,24,40,18,39,30,22,24,35,30,264,973,2390,1901,1411,1005,536,555,701,135,9600
POA6532,39,20,13,15,20,5,6,0,0,123,39,38,20,56,34,9,5,17,3,227,120,47,422,122,109,40,100,83,11,1056,9,0,5,17,21,6,17,10,0,90,14,8,7,17,11,9,4,9,0,73,4,4,0,3,9,0,3,3,0,32,12,7,12,13,7,3,5,0,11,65,350,485,497,292,241,94,148,132,35,2262
POA6535,10,3,3,0,0,0,0,0,0,22,3,5,3,7,3,0,0,0,0,23,25,6,32,24,12,8,21,19,0,149,0,0,0,4,3,0,4,0,0,12,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,6,3,0,3,5,0,7,5,4,23,70,59,39,47,39,7,30,28,7,326
POA6536,4,0,3,6,4,0,3,3,0,25,4,5,6,9,4,0,0,6,0,24,18,3,52,16,6,6,20,33,8,171,4,4,0,4,0,0,0,5,0,14,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,6,0,21,52,59,65,34,23,17,25,50,17,343
POA6537,0,0,0,0,0,3,0,0,0,14,7,4,5,11,4,0,3,0,0,31,15,7,51,4,10,6,11,13,4,125,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,6,0,0,0,0,14,46,52,57,43,27,18,16,41,11,305
POA6556,9,13,10,3,8,0,0,4,0,53,9,13,6,17,9,0,3,0,0,67,30,22,128,50,36,8,40,21,4,339,0,0,0,0,0,0,0,8,0,16,0,4,0,6,6,3,5,3,0,24,0,3,0,0,0,0,0,0,0,11,3,0,6,4,0,0,0,0,4,16,76,144,155,103,74,23,52,33,11,680
POA6558,5,5,0,0,4,0,0,0,0,20,9,12,0,6,4,0,0,0,0,23,18,14,41,19,12,0,11,3,4,113,0,0,0,0,4,3,0,0,0,5,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,47,60,46,30,29,10,14,9,4,246
POA6560,0,4,0,3,5,0,0,0,0,12,0,3,3,4,4,0,3,0,0,26,10,13,54,17,15,7,22,5,5,153,0,0,0,3,4,5,0,6,0,15,0,0,0,0,6,0,0,3,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,16,31,59,58,42,39,18,29,16,4,298
POA6562,3,0,0,9,0,0,4,0,0,22,5,5,7,10,10,4,3,0,0,41,17,15,75,24,18,11,16,11,3,192,0,0,0,7,4,4,0,0,0,13,0,0,4,0,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,6,0,5,0,5,6,0,0,0,5,16,37,77,90,59,34,20,27,17,13,379
POA6564,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,5,3,0,16,4,5,0,9,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7,15,13,10,24,13,10,3,10,9,9,95
POA6566,9,6,0,10,8,0,0,3,0,47,9,16,11,23,18,5,4,0,0,93,47,25,122,49,35,22,50,24,4,380,0,0,0,5,7,4,0,0,0,26,0,4,0,7,13,0,0,4,0,25,0,4,0,0,8,0,0,0,0,11,3,0,5,8,5,4,5,5,6,43,113,173,148,117,104,37,73,51,16,835
POA6567,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,16,9,3,15,7,3,6,12,5,4,63,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,6,16,25,21,12,9,4,16,14,4,118
POA6568,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,3,0,4,7,0,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,11,4,0,3,3,3,0,50
POA6569,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,4,14,3,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,18,3,0,0,4,0,0,57
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,5,0,18
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,16
POA6574,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,6,3,0,25
POA6575,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,3,0,0,32
POA6603,4,4,0,0,4,0,0,0,0,15,11,0,5,4,0,3,4,0,0,17,23,4,57,14,16,0,13,13,3,147,3,0,0,0,8,6,6,3,0,18,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,8,48,50,61,31,31,12,23,27,4,292
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12
POA6606,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,29
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,6,0,0,3,0,0,41
POA6609,0,0,0,0,0,0,0,0,0,3,8,0,3,4,0,0,0,7,0,25,15,3,27,0,0,8,3,3,0,61,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,0,0,0,4,0,0,0,0,9,45,40,32,17,19,6,9,12,5,186
POA6612,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,3,3,0,0,0,0,0,38
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,5,0,0,0,0,21
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
POA6620,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,3,0,12,12,0,23,4,4,0,13,6,4,61,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,19,12,12,0,11,14,4,129
POA6623,5,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,12,6,9,5,8,0,7,3,0,49,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,25,9,17,15,3,7,5,0,115
POA6625,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,3,0,24
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,10,11,5,0,0,4,0,35,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,22,15,8,17,13,0,3,15,0,95
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
POA6632,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,19
POA6635,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,6,0,18,3,0,0,17,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,17,8,23,3,6,0,15,6,0,77
POA6638,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,11,8,4,14,0,5,0,8,5,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,27,19,10,11,4,16,11,3,114
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,5,5,5,26
POA6640,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,6,7,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,10,11,6,19,3,0,0,15,10,3,69
POA6642,3,5,0,0,0,0,0,0,0,17,0,3,4,4,0,6,0,0,0,22,18,7,57,10,3,3,22,14,0,122,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,16,46,51,73,27,14,13,25,26,7,276
POA6646,5,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,4,0,12,6,0,24,6,3,0,9,8,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,16,19,33,12,6,5,14,21,4,129
POA6701,13,21,9,12,9,5,5,7,0,71,17,10,8,33,14,6,3,9,0,100,82,24,163,68,56,28,59,51,14,551,5,4,5,11,13,10,0,11,0,72,10,0,3,6,3,3,3,13,0,45,5,0,0,0,4,0,0,0,0,7,7,9,5,9,7,13,8,9,7,77,201,250,204,183,144,77,84,136,35,1318
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,5,0,0,0,5,0,36
POA6707,18,14,7,13,7,8,0,5,0,67,21,24,18,15,19,6,0,10,0,107,55,40,186,60,57,19,26,58,6,503,4,8,8,6,12,6,4,13,0,46,4,3,0,5,5,4,0,3,0,23,0,0,3,0,0,0,0,4,0,12,4,4,9,7,5,12,0,12,4,55,160,237,264,164,127,67,33,134,24,1204
POA6710,0,0,3,0,4,0,0,0,0,11,4,5,0,8,4,0,0,0,0,25,11,6,59,5,16,0,25,17,0,152,3,0,6,3,0,0,0,6,0,15,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,14,45,56,75,34,32,6,38,27,8,318
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
POA6713,7,11,4,3,0,0,5,0,0,26,5,3,6,4,9,0,3,4,0,40,25,23,125,9,24,5,24,14,7,258,3,0,3,0,3,0,4,0,0,21,3,4,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,5,0,17,67,110,155,30,58,15,33,35,7,512
POA6714,45,59,63,34,39,12,15,7,4,277,101,80,125,119,106,30,34,24,8,616,273,123,1445,201,273,80,282,206,67,2950,14,10,42,18,58,26,24,34,4,227,15,18,23,24,27,13,23,19,0,155,6,11,15,3,4,3,11,10,0,63,21,18,22,11,18,8,20,15,19,165,783,1318,1904,560,675,229,437,391,122,6418
POA6716,6,4,4,6,3,0,0,0,0,18,4,6,10,8,5,0,10,8,0,40,10,0,139,12,9,0,47,13,7,238,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,11,24,43,164,31,24,3,79,31,6,402
POA6718,0,0,0,6,0,0,0,0,0,9,0,4,0,7,0,0,0,0,0,11,7,0,8,10,4,4,5,5,0,46,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,15,24,16,4,8,9,0,95
POA6720,6,6,15,0,4,6,0,0,0,34,3,13,11,13,3,0,4,10,0,62,31,10,224,27,48,4,67,18,7,443,3,0,6,0,0,0,5,4,0,26,0,0,3,0,0,0,4,0,0,10,3,0,0,0,3,0,0,0,0,5,0,3,3,0,0,3,3,0,0,24,75,92,285,59,78,15,106,48,14,773
POA6721,18,28,17,9,10,4,5,9,0,102,39,22,34,16,27,3,14,17,0,171,86,41,389,29,62,14,80,40,21,766,3,0,9,0,16,0,9,7,0,46,3,5,8,3,9,4,9,0,0,49,0,0,9,0,3,0,0,4,0,16,5,4,7,9,6,0,0,4,5,43,270,387,525,95,198,39,122,93,30,1760
